id,which_mesh,term,is_major_topic
W2102670402,1,Carbonates,TRUE
W2102670402,2,Mortality,TRUE
W2102670402,3,Water Supply,TRUE
W2102670402,4,Adult,FALSE
W2102670402,5,Age Factors,FALSE
W2102670402,6,Arteriosclerosis,FALSE
W2102670402,7,Arteriosclerosis,FALSE
W2102670402,8,Canada,FALSE
W2102670402,9,Carbonates,FALSE
W2102670402,10,Cerebrovascular Disorders,FALSE
W2102670402,11,Cerebrovascular Disorders,FALSE
W2102670402,12,Climate,FALSE
W2102670402,13,Epidemiologic Methods,FALSE
W2102670402,14,Geography,FALSE
W2102670402,15,Heart Diseases,FALSE
W2102670402,16,Heart Diseases,FALSE
W2102670402,17,Humans,FALSE
W2102670402,18,Male,FALSE
W2102670402,19,Middle Aged,FALSE
W2102670402,20,Occupations,FALSE
W2102670402,21,Socioeconomic Factors,FALSE
W2056374242,1,Hypopituitarism,TRUE
W2056374242,2,Optic Nerve,TRUE
W2056374242,3,"Abnormalities, Multiple",FALSE
W2056374242,4,"Abnormalities, Multiple",FALSE
W2056374242,5,Humans,FALSE
W2056374242,6,Hypopituitarism,FALSE
W2056374242,7,"Infant, Newborn",FALSE
W2056374242,8,Optic Nerve,FALSE
W2044723559,1,Pathology,TRUE
W2044723559,2,Radiography,TRUE
W2044723559,3,State Medicine,TRUE
W2044723559,4,Costs and Cost Analysis,FALSE
W2044723559,5,Laboratories,FALSE
W2044723559,6,Laboratories,FALSE
W2044723559,7,United Kingdom,FALSE
W1993507789,1,Aged,TRUE
W1993507789,2,Thyroid Function Tests,TRUE
W1993507789,3,Age Factors,FALSE
W1993507789,4,Blood Proteins,FALSE
W1993507789,5,Blood Proteins,FALSE
W1993507789,6,Estrogens,FALSE
W1993507789,7,Estrogens,FALSE
W1993507789,8,Female,FALSE
W1993507789,9,Humans,FALSE
W1993507789,10,Iodine Radioisotopes,FALSE
W1993507789,11,Male,FALSE
W1993507789,12,Serum Albumin,FALSE
W1993507789,13,Serum Albumin,FALSE
W1993507789,14,Sex Factors,FALSE
W1993507789,15,Thyroid Diseases,FALSE
W1993507789,16,Thyroid Diseases,FALSE
W1993507789,17,Thyroxine-Binding Proteins,FALSE
W1993507789,18,Thyroxine-Binding Proteins,FALSE
W1993507789,19,Triiodothyronine,FALSE
W1964936194,1,Diabetic Nephropathies,TRUE
W1964936194,2,Proteinuria,TRUE
W1964936194,3,Adult,FALSE
W1964936194,4,Age Factors,FALSE
W1964936194,5,Blood Glucose,FALSE
W1964936194,6,Blood Glucose,FALSE
W1964936194,7,Diabetes Mellitus,FALSE
W1964936194,8,Diabetes Mellitus,FALSE
W1964936194,9,Diabetic Nephropathies,FALSE
W1964936194,10,Diabetic Nephropathies,FALSE
W1964936194,11,Diabetic Nephropathies,FALSE
W1964936194,12,Female,FALSE
W1964936194,13,Follow-Up Studies,FALSE
W1964936194,14,Humans,FALSE
W1964936194,15,Male,FALSE
W1964936194,16,Middle Aged,FALSE
W1964936194,17,Proteinuria,FALSE
W1964936194,18,Proteinuria,FALSE
W1964936194,19,Sex Factors,FALSE
W1964936194,20,Time Factors,FALSE
W2061123239,1,Chromosomes,TRUE
W2061123239,2,Animals,FALSE
W2061123239,3,Histological Techniques,FALSE
W2061123239,4,Humans,FALSE
W2061123239,5,Karyotyping,FALSE
W2061123239,6,Mammals,FALSE
W2061123239,7,Methods,FALSE
W2061123239,8,Peptide Hydrolases,FALSE
W2161970062,1,Dihydroxyphenylalanine,TRUE
W2161970062,2,Huntington Disease,TRUE
W2161970062,3,Chlorpromazine,FALSE
W2161970062,4,Chlorpromazine,FALSE
W2161970062,5,Dihydroxyphenylalanine,FALSE
W2161970062,6,Dihydroxyphenylalanine,FALSE
W2161970062,7,Female,FALSE
W2161970062,8,Humans,FALSE
W2161970062,9,Huntington Disease,FALSE
W2161970062,10,Mental Disorders,FALSE
W2161970062,11,Mental Disorders,FALSE
W2161970062,12,Middle Aged,FALSE
W2161970062,13,Phenothiazines,FALSE
W2161970062,14,Phenothiazines,FALSE
W2053011070,1,Acupuncture Therapy,TRUE
W2053011070,2,"Anesthesia, Dental",TRUE
W2053011070,3,Acupuncture Therapy,FALSE
W2053011070,4,Analgesia,FALSE
W2053011070,5,Female,FALSE
W2053011070,6,Humans,FALSE
W2053011070,7,Male,FALSE
W2065191363,1,Adrenal Cortex Hormones,TRUE
W2065191363,2,Giant Cell Arteritis,TRUE
W2065191363,3,Thromboembolism,TRUE
W2065191363,4,Adrenal Cortex Hormones,FALSE
W2065191363,5,Adrenal Cortex Hormones,FALSE
W2065191363,6,Aged,FALSE
W2065191363,7,Ethylestrenol,FALSE
W2065191363,8,Ethylestrenol,FALSE
W2065191363,9,Giant Cell Arteritis,FALSE
W2065191363,10,Humans,FALSE
W2065191363,11,Male,FALSE
W2065191363,12,Phenformin,FALSE
W2065191363,13,Phenformin,FALSE
W2065191363,14,Thromboembolism,FALSE
W1964245133,1,Hyperthyroidism,TRUE
W1964245133,2,Pregnancy Complications,TRUE
