id,abstract_len,title,pub_date,retracted,cite_count,pub_type,pmid,which_athr,athr_id,athr_name,raw_affl,inst,inst_id,which_affl
W1986838295,115,Energy Use in the U. S. Food System,1974-04-19,FALSE,292,journal-article,4816130,1,A5087313671,J. Steinhart,,,,1
W1986838295,115,Energy Use in the U. S. Food System,1974-04-19,FALSE,292,journal-article,4816130,2,A5064918025,Carol E. Steinhart,,,,1
W2157835171,61,In Vitro and in Vivo Formation of Two New Metabolites of Melatonin,1974-02-01,FALSE,267,journal-article,4814344,1,A5077865370,Fusao Hirata,,,,1
W2157835171,61,In Vitro and in Vivo Formation of Two New Metabolites of Melatonin,1974-02-01,FALSE,267,journal-article,4814344,2,A5064701201,Osamu Hayaishi,,,,1
W2157835171,61,In Vitro and in Vivo Formation of Two New Metabolites of Melatonin,1974-02-01,FALSE,267,journal-article,4814344,3,A5031780212,Takashi Tokuyama,,,,1
W2157835171,61,In Vitro and in Vivo Formation of Two New Metabolites of Melatonin,1974-02-01,FALSE,267,journal-article,4814344,4,A5043361684,Siro Senoh,,,,1
W2057364274,43,Orientation of Homing Pigeons Altered by a Change in the Direction of an Applied Magnetic Field,1974-04-12,FALSE,251,journal-article,4815725,1,A5021152780,Charles D. Walcott,"Department of Cellular and Comparative Biology, State University of New York, Stony Brook 11790",Stony Brook University,I59553526,1
W2057364274,43,Orientation of Homing Pigeons Altered by a Change in the Direction of an Applied Magnetic Field,1974-04-12,FALSE,251,journal-article,4815725,1,A5021152780,Charles D. Walcott,"Department of Cellular and Comparative Biology, State University of New York, Stony Brook 11790",State University of New York,I1327163397,2
W2057364274,43,Orientation of Homing Pigeons Altered by a Change in the Direction of an Applied Magnetic Field,1974-04-12,FALSE,251,journal-article,4815725,2,A5027491796,Robert P. Green,"Department of Cellular and Comparative Biology, State University of New York, Stony Brook 11790",Stony Brook University,I59553526,1
W2057364274,43,Orientation of Homing Pigeons Altered by a Change in the Direction of an Applied Magnetic Field,1974-04-12,FALSE,251,journal-article,4815725,2,A5027491796,Robert P. Green,"Department of Cellular and Comparative Biology, State University of New York, Stony Brook 11790",State University of New York,I1327163397,2
W2074849612,31,Pineal Gland: 24-Hour Rhythm in Norepinephrine Turnover,1974-04-12,FALSE,241,journal-article,4815721,1,A5082267704,Michael J. Brownstein,"Laboratory of Clinical Science, National Institute of Mental Health, Bethesda, Maryland 20014",National Institute of Mental Health,I4210158500,1
W2074849612,31,Pineal Gland: 24-Hour Rhythm in Norepinephrine Turnover,1974-04-12,FALSE,241,journal-article,4815721,2,A5041831446,Julius Axelrod,"Laboratory of Clinical Science, National Institute of Mental Health, Bethesda, Maryland 20014",National Institute of Mental Health,I4210158500,1
W2031302191,31,Benzo[ <i>a</i> ]pyrene Metabolites: Efficient and Rapid Separation by High-Pressure Liquid Chromatography,1974-04-12,FALSE,190,journal-article,4815724,1,A5064995337,James K. Selkirk,"Molecular Carcinogenesis Section, Chemistry Branch, National Cancer Institute, Bethesda, Maryland 20014",National Cancer Institute,I4210140884,1
W2031302191,31,Benzo[ <i>a</i> ]pyrene Metabolites: Efficient and Rapid Separation by High-Pressure Liquid Chromatography,1974-04-12,FALSE,190,journal-article,4815724,2,A5053519937,Robert G. Croy,"Molecular Carcinogenesis Section, Chemistry Branch, National Cancer Institute, Bethesda, Maryland 20014",National Cancer Institute,I4210140884,1
W2031302191,31,Benzo[ <i>a</i> ]pyrene Metabolites: Efficient and Rapid Separation by High-Pressure Liquid Chromatography,1974-04-12,FALSE,190,journal-article,4815724,3,A5004680172,Harry V. Gelboin,"Molecular Carcinogenesis Section, Chemistry Branch, National Cancer Institute, Bethesda, Maryland 20014",National Cancer Institute,I4210140884,1
W1549255782,87,The Enzymatic Formation of Sphingomyelin from Ceramide and Lecithin in Mouse Liver,1974-03-01,FALSE,160,journal-article,4817756,1,A5003784911,M. David Ullman,"From the Mental Health Research Institute, University of Michigan, Ann Arbor, Michigan 48104",University of Michigan–Ann Arbor,I27837315,1
W1549255782,87,The Enzymatic Formation of Sphingomyelin from Ceramide and Lecithin in Mouse Liver,1974-03-01,FALSE,160,journal-article,4817756,2,A5061360317,Norman S. Radin,"From the Mental Health Research Institute, University of Michigan, Ann Arbor, Michigan 48104",University of Michigan–Ann Arbor,I27837315,1
W2044389271,46,Erythrocyte Deformation in Human Muscular Dystrophy,1974-04-12,FALSE,141,journal-article,4815722,1,A5056303040,Dale W. Matheson,"Department of Anatomy, Milton S. Hershey Medical Center, Pennsylvania State University, Hershey 17033",Penn State Milton S. Hershey Medical Center,I82783531,1
W2044389271,46,Erythrocyte Deformation in Human Muscular Dystrophy,1974-04-12,FALSE,141,journal-article,4815722,1,A5056303040,Dale W. Matheson,"Department of Anatomy, Milton S. Hershey Medical Center, Pennsylvania State University, Hershey 17033",Pennsylvania State University,I130769515,2
W2044389271,46,Erythrocyte Deformation in Human Muscular Dystrophy,1974-04-12,FALSE,141,journal-article,4815722,2,A5002857025,John L. Howland,"Committee on Biochemistry, Bowdoin College, Brunswick, Maine 04011",Bowdoin College,I135474949,1
W2009797934,355,Heritability Analyses of IQ Scores: Science or Numerology?,1974-03-29,FALSE,122,journal-article,4815127,1,A5027653162,David Layzer,"Harvard University, Camlbridge, Massachusetts 02138",Harvard University,I136199984,1
W1577789169,128,Characterization and Localization of Mitochondrial Uncoupler Binding Sites with an Uncoupler Capable of Photoaffinity Labeling,1974-03-01,FALSE,117,journal-article,4817750,1,A5007925808,Walter G. Hanstein,,,,1
W1577789169,128,Characterization and Localization of Mitochondrial Uncoupler Binding Sites with an Uncoupler Capable of Photoaffinity Labeling,1974-03-01,FALSE,117,journal-article,4817750,2,A5088361501,Youssef Hatefi,,,,1
W1964695848,0,Acuity and contrast sensivity of infant vision,1974-02-01,FALSE,105,journal-article,4817863,1,A5010450550,Janette Atkinson,"Psychological Laboratory, University of Cambridge, Cambridge",Hologic (Germany),I897549280,1
W1964695848,0,Acuity and contrast sensivity of infant vision,1974-02-01,FALSE,105,journal-article,4817863,1,A5010450550,Janette Atkinson,"Psychological Laboratory, University of Cambridge, Cambridge",University of Cambridge,I241749,2
W1964695848,0,Acuity and contrast sensivity of infant vision,1974-02-01,FALSE,105,journal-article,4817863,2,A5038127876,Oliver Braddick,"Psychological Laboratory, University of Cambridge, Cambridge",Hologic (Germany),I897549280,1
W1964695848,0,Acuity and contrast sensivity of infant vision,1974-02-01,FALSE,105,journal-article,4817863,2,A5038127876,Oliver Braddick,"Psychological Laboratory, University of Cambridge, Cambridge",University of Cambridge,I241749,2
W1964695848,0,Acuity and contrast sensivity of infant vision,1974-02-01,FALSE,105,journal-article,4817863,3,A5048886549,Fleur Braddick,"Psychological Laboratory, University of Cambridge, Cambridge",Hologic (Germany),I897549280,1
W1964695848,0,Acuity and contrast sensivity of infant vision,1974-02-01,FALSE,105,journal-article,4817863,3,A5048886549,Fleur Braddick,"Psychological Laboratory, University of Cambridge, Cambridge",University of Cambridge,I241749,2
W1541911552,148,Regulation of Pyruvate Dehydrogenase in Rat Liver Mitochondria by Phosphorylation-Dephosphorylation,1974-03-01,FALSE,99,journal-article,4817968,1,A5039905463,Elżbieta Wałajtys,"From the Johnson Research Foundation, University of Pennsylvania, Philadelphia, Pennsylvania 19174",Johnson Foundation,I4210138366,1
W1541911552,148,Regulation of Pyruvate Dehydrogenase in Rat Liver Mitochondria by Phosphorylation-Dephosphorylation,1974-03-01,FALSE,99,journal-article,4817968,1,A5039905463,Elżbieta Wałajtys,"From the Johnson Research Foundation, University of Pennsylvania, Philadelphia, Pennsylvania 19174",University of Pennsylvania,I79576946,2
W1541911552,148,Regulation of Pyruvate Dehydrogenase in Rat Liver Mitochondria by Phosphorylation-Dephosphorylation,1974-03-01,FALSE,99,journal-article,4817968,2,A5036796868,Democleia P. Gottesman,"From the Johnson Research Foundation, University of Pennsylvania, Philadelphia, Pennsylvania 19174",Johnson Foundation,I4210138366,1
W1541911552,148,Regulation of Pyruvate Dehydrogenase in Rat Liver Mitochondria by Phosphorylation-Dephosphorylation,1974-03-01,FALSE,99,journal-article,4817968,2,A5036796868,Democleia P. Gottesman,"From the Johnson Research Foundation, University of Pennsylvania, Philadelphia, Pennsylvania 19174",University of Pennsylvania,I79576946,2
W1541911552,148,Regulation of Pyruvate Dehydrogenase in Rat Liver Mitochondria by Phosphorylation-Dephosphorylation,1974-03-01,FALSE,99,journal-article,4817968,3,A5068036628,John Williamson,"From the Johnson Research Foundation, University of Pennsylvania, Philadelphia, Pennsylvania 19174",Johnson Foundation,I4210138366,1
W1541911552,148,Regulation of Pyruvate Dehydrogenase in Rat Liver Mitochondria by Phosphorylation-Dephosphorylation,1974-03-01,FALSE,99,journal-article,4817968,3,A5068036628,John Williamson,"From the Johnson Research Foundation, University of Pennsylvania, Philadelphia, Pennsylvania 19174",University of Pennsylvania,I79576946,2
W2057949930,0,Proliferative Capacity of Human Alveolar Macrophage,1974-02-01,FALSE,99,journal-article,4817856,1,A5074987361,David W. Golde,"Cancer Research Institute, University of California, San Francisco; Division of Hematology/Oncology, UCLA Center for the Health Sciences, Los Angeles",Cancer Research Institute,I169071179,1
W2057949930,0,Proliferative Capacity of Human Alveolar Macrophage,1974-02-01,FALSE,99,journal-article,4817856,1,A5074987361,David W. Golde,"Cancer Research Institute, University of California, San Francisco; Division of Hematology/Oncology, UCLA Center for the Health Sciences, Los Angeles","University of California, San Francisco",I180670191,2
W2057949930,0,Proliferative Capacity of Human Alveolar Macrophage,1974-02-01,FALSE,99,journal-article,4817856,1,A5074987361,David W. Golde,"Cancer Research Institute, University of California, San Francisco; Division of Hematology/Oncology, UCLA Center for the Health Sciences, Los Angeles",Oklahoma State University Center for Health Sciences,I74022624,3
W2057949930,0,Proliferative Capacity of Human Alveolar Macrophage,1974-02-01,FALSE,99,journal-article,4817856,2,A5035641606,Lisken A. Byers,"Cancer Research Institute, University of California San Francisco",Cancer Research Institute,I169071179,1
W2057949930,0,Proliferative Capacity of Human Alveolar Macrophage,1974-02-01,FALSE,99,journal-article,4817856,2,A5035641606,Lisken A. Byers,"Cancer Research Institute, University of California San Francisco","University of California, San Francisco",I180670191,2
W2057949930,0,Proliferative Capacity of Human Alveolar Macrophage,1974-02-01,FALSE,99,journal-article,4817856,3,A5014015026,Theodore N. Finley,"Pulmonary Division, Mt. Zion Hospital and Medical Center, San Francisco",,,1
W1498827868,188,Glucanases in Schizosaccharomyces,1974-03-01,FALSE,86,journal-article,4817963,1,A5032498394,Graham H. Fleet,"From the Department of Food Science and Technology, University of California, Davis, California 95616","University of California, Davis",I84218800,1
W1498827868,188,Glucanases in Schizosaccharomyces,1974-03-01,FALSE,86,journal-article,4817963,2,A5004246436,H. J. Phaff,"From the Department of Food Science and Technology, University of California, Davis, California 95616","University of California, Davis",I84218800,1
W1980880800,61,Parathyroid Secretion: Discovery of a Major Calcium-Dependent Protein,1974-04-12,FALSE,83,journal-article,4815723,1,A5026464156,Byron Kemper,"Department of Biology, Massachusetts Institute of Technology, Cambridge. 02139.",Massachusetts Institute of Technology,I63966007,1
