id,which_concept,concept_id,term,level,score
W2079567648,1,C35306142,Extinction event,4,0.83911616
W2079567648,2,C127313418,Geology,0,0.78406835
W2079567648,3,C83365034,Permian,3,0.7634903
W2079567648,4,C6363049,Volcanism,3,0.7585368
W2079567648,5,C6787264,Flood basalt,4,0.73086166
W2079567648,6,C120806208,Volcano,2,0.6687184
W2079567648,7,C151730666,Paleontology,1,0.5459986
W2079567648,8,C1965285,Earth science,1,0.5142731
W2079567648,9,C92150305,Ejecta,3,0.5079475
W2079567648,10,C74256435,Flood myth,2,0.48050225
W2079567648,11,C2781229967,Early Triassic,4,0.4799426
W2079567648,12,C84983702,Subaerial,2,0.4580601
W2079567648,13,C2777110262,Large igneous province,4,0.44796753
W2079567648,14,C167570900,Phanerozoic,4,0.41031778
W2079567648,15,C77928131,Tectonics,2,0.22063291
W2079567648,16,C73707237,Cenozoic,3,0.13641828
W2079567648,17,C205649164,Geography,0,0.12962246
W2079567648,18,C109007969,Structural basin,2,0.1189706
W2079567648,19,C166957645,Archaeology,1,0.079578966
W2079567648,20,C162973429,Magmatism,3,0
W2079567648,21,C47559259,Biological dispersal,3,0
W2079567648,22,C2908647359,Population,2,0
W2079567648,23,C121332964,Physics,0,0
W2079567648,24,C149923435,Demography,1,0
W2079567648,25,C62520636,Quantum mechanics,1,0
W2079567648,26,C127592171,Supernova,2,0
W2079567648,27,C144024400,Sociology,0,0
W1999931363,1,C11268172,Micelle,3,0.94309103
W1999931363,2,C184651966,Aqueous solution,2,0.862764
W1999931363,3,C58226133,Pulmonary surfactant,2,0.832198
W1999931363,4,C67407626,Amphiphile,4,0.74554855
W1999931363,5,C185592680,Chemistry,0,0.5721021
W1999931363,6,C146088050,Transmission electron microscopy,2,0.46042088
W1999931363,7,C42360764,Chemical engineering,1,0.4452796
W1999931363,8,C188027245,Polymer chemistry,1,0.3733402
W1999931363,9,C192562407,Materials science,0,0.3290234
W1999931363,10,C15920480,Copolymer,3,0.32706353
W1999931363,11,C178790620,Organic chemistry,1,0.31584623
W1999931363,12,C521977710,Polymer,2,0.17976794
W1999931363,13,C171250308,Nanotechnology,1,0.16870978
W1999931363,14,C55493867,Biochemistry,1,0.043156475
W1999931363,15,C127413603,Engineering,0,0
W2023559472,1,C5072461,Delta,2,0.7304771
W2023559472,2,C6350597,Altitude (triangle),2,0.60378695
W2023559472,3,C2779251873,Cellulose,2,0.6018724
W2023559472,4,C71468253,Isotopes of oxygen,2,0.5967345
W2023559472,5,C3691731,Oxygen-18,3,0.5725706
W2023559472,6,C151420433,Humidity,2,0.5592616
W2023559472,7,C91586092,Atmospheric sciences,1,0.54424983
W2023559472,8,C107054158,Precipitation,2,0.5174197
W2023559472,9,C158960510,Relative humidity,2,0.5030171
W2023559472,10,C186816422,Lapse rate,2,0.48312256
W2023559472,11,C18678713,Dendrochronology,2,0.47889414
W2023559472,12,C22117777,Stable isotope ratio,2,0.47102365
W2023559472,13,C540031477,Oxygen,2,0.4652762
W2023559472,14,C39432304,Environmental science,0,0.43764043
W2023559472,15,C185592680,Chemistry,0,0.39115676
W2023559472,16,C113196181,Analytical Chemistry (journal),2,0.35871518
W2023559472,17,C107872376,Environmental chemistry,1,0.28759664
W2023559472,18,C127313418,Geology,0,0.16859314
W2023559472,19,C205649164,Geography,0,0.14832237
W2023559472,20,C153294291,Meteorology,1,0.14784428
W2023559472,21,C33923547,Mathematics,0,0.08655557
W2023559472,22,C13965031,Nuclear chemistry,1,0.07727888
W2023559472,23,C121332964,Physics,0,0.07714456
W2023559472,24,C151730666,Paleontology,1,0
W2023559472,25,C2524010,Geometry,1,0
W2023559472,26,C178790620,Organic chemistry,1,0
W2023559472,27,C62520636,Quantum mechanics,1,0
W2023559472,28,C1276947,Astronomy,1,0
W2066103180,1,C2776408459,Boron oxide,3,0.8897813
W2066103180,2,C501308230,Boron,2,0.8330964
W2066103180,3,C177731217,Mesoscopic physics,2,0.7787615
W2066103180,4,C2779851234,Oxide,2,0.6879214
W2066103180,5,C540031477,Oxygen,2,0.58656216
W2066103180,6,C192562407,Materials science,0,0.58095646
W2066103180,7,C159467904,Chemical physics,1,0.5030624
W2066103180,8,C67787023,NMR spectra database,3,0.46558064
W2066103180,9,C8010536,Crystallography,1,0.46082792
W2066103180,10,C191486275,Scattering,2,0.41923577
W2066103180,11,C46141821,Nuclear magnetic resonance,1,0.3634044
W2066103180,12,C4839761,Spectral line,2,0.35488665
W2066103180,13,C185592680,Chemistry,0,0.3420496
