id,which_concept,concept_id,term,level,score
W1990840796,1,C71924100,Medicine,0,0.79891217
W1990840796,2,C63645605,Homeostasis,2,0.6210661
W1990840796,3,C126322002,Internal medicine,1,0.26876014
W2342076482,1,C71924100,Medicine,0,0.92508984
W2342076482,2,C2780645631,Stroke (engine),2,0.6915116
W2342076482,3,C111815664,Framingham Heart Study,4,0.637136
W2342076482,4,C72563966,Cohort,2,0.6368546
W2342076482,5,C1862650,Physical therapy,1,0.4527259
W2342076482,6,C11783203,Framingham Risk Score,3,0.397789
W2342076482,7,C149923435,Demography,1,0.39397871
W2342076482,8,C74909509,Gerontology,1,0.3686967
W2342076482,9,C126322002,Internal medicine,1,0.3173899
W2342076482,10,C2779134260,Disease,2,0.07916555
W2342076482,11,C78519656,Mechanical engineering,1,0
W2342076482,12,C144024400,Sociology,0,0
W2342076482,13,C127413603,Engineering,0,0
W2315168565,1,C2778500429,Caffeine,2,0.97561234
W2315168565,2,C71924100,Medicine,0,0.7750679
W2315168565,3,C3018799001,Esophageal sphincter,4,0.74603343
W2315168565,4,C43270747,Reflux,3,0.60461485
W2315168565,5,C2777504413,Gastric acid,3,0.60031444
W2315168565,6,C90924648,Gastroenterology,1,0.5508511
W2315168565,7,C126322002,Internal medicine,1,0.5110958
W2315168565,8,C49039625,Secretion,2,0.47194356
W2315168565,9,C134018914,Endocrinology,1,0.3649243
W2315168565,10,C2779134260,Disease,2,0.1669105
W2021263948,1,C2780112193,Essential tremor,2,0.916325
W2021263948,2,C2778151854,Propranolol,2,0.9111643
W2021263948,3,C71924100,Medicine,0,0.8340821
W2021263948,4,C46762472,Peripheral,2,0.6057102
W2021263948,5,C158453852,Adrenergic,3,0.46233106
W2021263948,6,C42219234,Anesthesia,1,0.40543908
W2021263948,7,C126322002,Internal medicine,1,0.36727828
W2021263948,8,C99508421,Physical medicine and rehabilitation,1,0.22420272
W2021263948,9,C170493617,Receptor,2,0.20726454
W2028537624,1,C71924100,Medicine,0,0.8865688
W2028537624,2,C123576724,Afterload,3,0.7947738
W2028537624,3,C164705383,Cardiology,1,0.77822775
W2028537624,4,C80461066,Stroke volume,4,0.7540206
W2028537624,5,C58245268,Vascular resistance,3,0.71093863
W2028537624,6,C126322002,Internal medicine,1,0.70441055
W2028537624,7,C78085059,Ejection fraction,3,0.601233
W2028537624,8,C139940330,Cardiac output,3,0.5840372
W2028537624,9,C2993373945,Mitral regurgitation,2,0.5696474
W2028537624,10,C2778793143,Regurgitant fraction,4,0.45900413
W2028537624,11,C31861589,Cardiac index,4,0.43000218
W2028537624,12,C178853913,Hemodynamics,2,0.42944574
W2028537624,13,C42219234,Anesthesia,1,0.34852558
W2028537624,14,C2778198053,Heart failure,2,0.2400181
W2330893354,1,C71924100,Medicine,0,0.9446244
W2330893354,2,C2777495988,Bradycardia,4,0.6974405
W2330893354,3,C164705383,Cardiology,1,0.66384816
W2330893354,4,C126322002,Internal medicine,1,0.63579637
W2330893354,5,C2776356578,Neuromuscular disease,3,0.6119252
W2330893354,6,C2778557577,Atrioventricular block,2,0.6105249
W2330893354,7,C2777515770,Electromyography,2,0.56796795
W2330893354,8,C2779618896,Paralysis,2,0.56584376
W2330893354,9,C2777300911,Myopathy,2,0.5629472
W2330893354,10,C2779999465,Muscle biopsy,3,0.4377681
W2330893354,11,C2780040984,Electrocardiography,2,0.4213623
W2330893354,12,C2780703726,Syncope (phonology),2,0.42069352
W2330893354,13,C2779134260,Disease,2,0.26663953
W2330893354,14,C141071460,Surgery,1,0.23252368
W2330893354,15,C2775934546,Biopsy,2,0.18783289
W2330893354,16,C2777953023,Heart rate,3,0.13941044
W2330893354,17,C99508421,Physical medicine and rehabilitation,1,0.057386845
W2330893354,18,C84393581,Blood pressure,2,0
W2010990199,1,C71924100,Medicine,0,0.8399899
W2010990199,2,C2778814567,Rubella,4,0.7703129
W2010990199,3,C22070199,Vaccination,2,0.70282316
W2010990199,4,C203014093,Immunology,1,0.6748966
W2010990199,5,C2779185075,Rubella vaccine,5,0.67060745
W2010990199,6,C2780801004,Immunization,3,0.6574886
W2010990199,7,C2779341262,Immunity,3,0.6457768
W2010990199,8,C159654299,Antibody,2,0.6081803
W2010990199,9,C182072434,Hemagglutination assay,4,0.55497974
W2010990199,10,C2779234561,Pregnancy,2,0.4744395
W2010990199,11,C22889606,Antibody titer,4,0.46399897
W2010990199,12,C159047783,Virology,1,0.45758975
W2010990199,13,C2778751734,Vaccine failure,4,0.42530987
W2010990199,14,C32611913,Titer,3,0.42243135
W2010990199,15,C8891405,Immune system,2,0.31428418
W2010990199,16,C2776438120,Measles,3,0.27506584
W2010990199,17,C86803240,Biology,0,0.13111976
W2010990199,18,C54355233,Genetics,1,0
W2011319176,1,C2779960720,Pancreatic duct,3,0.7923813
W2011319176,2,C2776670229,Acute pancreatitis,2,0.792089
W2011319176,3,C2778677841,Secretin,3,0.7901522
W2011319176,4,C71924100,Medicine,0,0.74719787
W2011319176,5,C49039625,Secretion,2,0.700854
W2011319176,6,C2775967933,Pancreatitis,2,0.68395174
W2011319176,7,C2778764654,Pancreas,2,0.6483624
W2011319176,8,C10162356,Pathophysiology,2,0.60535693
W2011319176,9,C57380142,Pancreatic juice,3,0.56171423
W2011319176,10,C2781212128,Duct (anatomy),2,0.45279607
W2011319176,11,C126322002,Internal medicine,1,0.39866614
W2011319176,12,C134018914,Endocrinology,1,0.36826438
W2011319176,13,C90924648,Gastroenterology,1,0.32876807
W2011319176,14,C142724271,Pathology,1,0.26546544
W2030785342,1,C71924100,Medicine,0,0.9244983
W2030785342,2,C2777318727,Lactate dehydrogenase,3,0.9184652
W2030785342,3,C176674119,Liter,2,0.75948143
W2030785342,4,C126322002,Internal medicine,1,0.5818932
W2030785342,5,C2778256501,Sarcoma,2,0.5766414
W2030785342,6,C2776694085,Chemotherapy,2,0.5125103
W2030785342,7,C2779013556,Metastasis,3,0.44809487
