id,which_mesh,term,is_major_topic
W2037269076,1,"RNA, Bacterial",TRUE
W2037269076,2,"RNA, Messenger",TRUE
W2037269076,3,"RNA, Ribosomal",TRUE
W2037269076,4,Soil Microbiology,TRUE
W2037269076,5,Ecosystem,FALSE
W2037269076,6,"RNA, Bacterial",FALSE
W2037269076,7,"RNA, Messenger",FALSE
W2037269076,8,"RNA, Ribosomal",FALSE
W2037269076,9,Species Specificity,FALSE
W2162723667,1,AIDS Dementia Complex,TRUE
W2162723667,2,Acquired Immunodeficiency Syndrome,TRUE
W2162723667,3,Lymphocyte Activation,TRUE
W2162723667,4,Monocytes,TRUE
W2162723667,5,AIDS Dementia Complex,FALSE
W2162723667,6,Acquired Immunodeficiency Syndrome,FALSE
W2162723667,7,Acquired Immunodeficiency Syndrome,FALSE
W2162723667,8,Acquired Immunodeficiency Syndrome,FALSE
W2162723667,9,CD4-Positive T-Lymphocytes,FALSE
W2162723667,10,CD4-Positive T-Lymphocytes,FALSE
W2162723667,11,Cell Separation,FALSE
W2162723667,12,"DNA, Viral",FALSE
W2162723667,13,"DNA, Viral",FALSE
W2162723667,14,Enzyme-Linked Immunosorbent Assay,FALSE
W2162723667,15,Flow Cytometry,FALSE
W2162723667,16,HIV,FALSE
W2162723667,17,HIV,FALSE
W2162723667,18,HIV,FALSE
W2162723667,19,HIV,FALSE
W2162723667,20,Humans,FALSE
W2162723667,21,Lipopolysaccharides,FALSE
W2162723667,22,Lipopolysaccharides,FALSE
W2162723667,23,Monocytes,FALSE
W2162723667,24,Polymerase Chain Reaction,FALSE
W2162723667,25,"RNA, Viral",FALSE
W2162723667,26,"RNA, Viral",FALSE
W2162723667,27,Virus Replication,FALSE
W2000183684,1,Birds,TRUE
W2000183684,2,West Nile Fever,TRUE
W2000183684,3,Animals,FALSE
W2000183684,4,Birds,FALSE
W2000183684,5,Humans,FALSE
W2000183684,6,Incidence,FALSE
W2000183684,7,Species Specificity,FALSE
W2000183684,8,United States,FALSE
W2000183684,9,United States,FALSE
W2000183684,10,West Nile Fever,FALSE
W2062821836,1,Climate,TRUE
W2062821836,2,Distemper,TRUE
W2062821836,3,Lions,TRUE
W2062821836,4,Africa,FALSE
W2062821836,5,Africa,FALSE
W2062821836,6,Animals,FALSE
W2062821836,7,Distemper,FALSE
W2062821836,8,Distemper,FALSE
W2062821836,9,Distemper,FALSE
W2071133957,1,"Carcinoma, Hepatocellular",TRUE
W2071133957,2,"Genes, Tumor Suppressor",TRUE
W2071133957,3,Liver Neoplasms,TRUE
W2071133957,4,Ubiquitin-Protein Ligases,TRUE
W2071133957,5,Animals,FALSE
W2071133957,6,"Carcinoma, Hepatocellular",FALSE
W2071133957,7,"Cells, Cultured",FALSE
W2071133957,8,Follistatin,FALSE
W2071133957,9,Follistatin,FALSE
W2071133957,10,Follistatin,FALSE
W2071133957,11,Gene Expression Profiling,FALSE
W2071133957,12,"Gene Expression Regulation, Neoplastic",FALSE
W2071133957,13,"Genes, Tumor Suppressor",FALSE
W2071133957,14,Genetic Predisposition to Disease,FALSE
W2071133957,15,Hepatocytes,FALSE
W2071133957,16,Hepatocytes,FALSE
W2071133957,17,Hepatocytes,FALSE
W2071133957,18,Humans,FALSE
W2071133957,19,Liver Neoplasms,FALSE
W2071133957,20,Mice,FALSE
W2071133957,21,"Mice, Inbred C57BL",FALSE
W2071133957,22,"Mice, Knockout",FALSE
W2071133957,23,NIH 3T3 Cells,FALSE
W2071133957,24,Ubiquitin-Protein Ligases,FALSE
W2071133957,25,Ubiquitin-Protein Ligases,FALSE
W2071133957,26,Ubiquitin-Protein Ligases,FALSE
W2071133957,27,Up-Regulation,FALSE
W2109064685,1,Antineoplastic Agents,TRUE
W2109064685,2,Apoptosis,TRUE
W2109064685,3,Cyclin-Dependent Kinases,TRUE
W2109064685,4,Protein Kinase Inhibitors,TRUE
W2109064685,5,Purines,TRUE
W2109064685,6,Pyridines,TRUE
W2109064685,7,Antineoplastic Agents,FALSE
W2109064685,8,Antineoplastic Agents,FALSE
W2109064685,9,"Cell Line, Tumor",FALSE
W2109064685,10,"Crystallography, X-Ray",FALSE
W2109064685,11,Cyclin-Dependent Kinases,FALSE
W2109064685,12,Drug Design,FALSE
W2109064685,13,Humans,FALSE
W2109064685,14,Isomerism,FALSE
W2109064685,15,Protein Kinase Inhibitors,FALSE
W2109064685,16,Protein Kinase Inhibitors,FALSE
W2109064685,17,Purines,FALSE
W2109064685,18,Purines,FALSE
W2109064685,19,Pyridines,FALSE
W2109064685,20,Pyridines,FALSE
W2109064685,21,Roscovitine,FALSE
W2024770568,1,Benzothiazoles,TRUE
W2024770568,2,Brain,TRUE
W2024770568,3,Dopamine Agonists,TRUE
W2024770568,4,Reward,TRUE
W2024770568,5,Adult,FALSE
W2024770568,6,Benzothiazoles,FALSE
W2024770568,7,Brain,FALSE
W2024770568,8,Brain,FALSE
W2024770568,9,Dopamine Agonists,FALSE
W2024770568,10,Double-Blind Method,FALSE
W2024770568,11,Humans,FALSE
W2024770568,12,Magnetic Resonance Imaging,FALSE
W2024770568,13,Placebos,FALSE
W2024770568,14,Pramipexole,FALSE
W1972907808,1,Carcinoma,TRUE
W1972907808,2,"Carcinoma, Hepatocellular",TRUE
W1972907808,3,Colonic Neoplasms,TRUE
W1972907808,4,Cytokines,TRUE
W1972907808,5,Inflammation Mediators,TRUE
W1972907808,6,Liver Neoplasms,TRUE
W1972907808,7,Ubiquitins,TRUE
W1972907808,8,Up-Regulation,TRUE
W1972907808,9,Animals,FALSE
W1972907808,10,"Biomarkers, Tumor",FALSE
W1972907808,11,"Biomarkers, Tumor",FALSE
W1972907808,12,"Biomarkers, Tumor",FALSE
W1972907808,13,Carcinoma,FALSE
W1972907808,14,"Carcinoma, Hepatocellular",FALSE
W1972907808,15,"Cells, Cultured",FALSE
W1972907808,16,Colonic Neoplasms,FALSE
W1972907808,17,Cytokines,FALSE
W1972907808,18,"Gene Expression Regulation, Neoplastic",FALSE
W1972907808,19,"Gene Expression Regulation, Neoplastic",FALSE
W1972907808,20,HeLa Cells,FALSE
W1972907808,21,Humans,FALSE
W1972907808,22,Inflammation Mediators,FALSE
W1972907808,23,Liver Neoplasms,FALSE
W1972907808,24,Mice,FALSE
W1972907808,25,"Mice, Inbred C57BL",FALSE
W1972907808,26,"RNA, Messenger",FALSE
W1972907808,27,"RNA, Messenger",FALSE
W1972907808,28,"RNA, Messenger",FALSE
W1972907808,29,Tissue Distribution,FALSE
W1972907808,30,Tissue Distribution,FALSE
W1972907808,31,Ubiquitins,FALSE
W1972907808,32,Ubiquitins,FALSE
W1972907808,33,Up-Regulation,FALSE
W2078446518,1,Antigens,TRUE
W2078446518,2,DNA,TRUE
W2078446518,3,Orthomyxoviridae,TRUE
W2078446518,4,"Vaccines, DNA",TRUE
W2078446518,5,Animals,FALSE
W2078446518,6,"Antibodies, Viral",FALSE
W2078446518,7,"Antibodies, Viral",FALSE
W2078446518,8,"Antibodies, Viral",FALSE
W2078446518,9,Antigens,FALSE
W2078446518,10,Base Sequence,FALSE
W2078446518,11,Cross Reactions,FALSE
W2078446518,12,DNA,FALSE
W2078446518,13,DNA Primers,FALSE
W2078446518,14,Electroporation,FALSE
W2078446518,15,Enzyme-Linked Immunosorbent Assay,FALSE
W2078446518,16,Female,FALSE
W2078446518,17,Ferrets,FALSE
W2078446518,18,Humans,FALSE
W2078446518,19,Macaca mulatta,FALSE
W2078446518,20,Male,FALSE
W2078446518,21,Mice,FALSE
W2078446518,22,"Mice, Inbred BALB C",FALSE
W2078446518,23,"Mice, Inbred C57BL",FALSE
W2078446518,24,Orthomyxoviridae,FALSE
W2078446518,25,"Vaccines, DNA",FALSE
W2129977027,1,Astrocytes,TRUE
W2129977027,2,Calcium,TRUE
W2129977027,3,Cerebral Cortex,TRUE
W2129977027,4,Animals,FALSE
W2129977027,5,Astrocytes,FALSE
W2129977027,6,Astrocytes,FALSE
W2129977027,7,Calcium,FALSE
W2129977027,8,Cerebral Cortex,FALSE
W2129977027,9,Cerebral Cortex,FALSE
W2129977027,10,Cerebral Cortex,FALSE
W2129977027,11,Electroencephalography,FALSE
W2129977027,12,Male,FALSE
W2129977027,13,Neurons,FALSE
W2129977027,14,Neurons,FALSE
W2129977027,15,Neurons,FALSE
W2129977027,16,Rats,FALSE
W2129977027,17,"Rats, Sprague-Dawley",FALSE
W2073766253,1,Cartilage,TRUE
W2073766253,2,Regeneration,TRUE
W2073766253,3,Animals,FALSE
W2073766253,4,Cartilage,FALSE
W2073766253,5,Cartilage,FALSE
W2073766253,6,Cartilage,FALSE
W2073766253,7,Cartilage,FALSE
W2073766253,8,Cell Differentiation,FALSE
W2073766253,9,Cell Lineage,FALSE
W2073766253,10,Cell Proliferation,FALSE
W2073766253,11,Cell Transplantation,FALSE
W2073766253,12,Coculture Techniques,FALSE
W2073766253,13,Embryonic Stem Cells,FALSE
W2073766253,14,Embryonic Stem Cells,FALSE
W2073766253,15,Gene Expression Profiling,FALSE
W2073766253,16,Humans,FALSE
W2073766253,17,Hydrogels,FALSE
W2073766253,18,Immunohistochemistry,FALSE
W2073766253,19,Integrin beta1,FALSE
W2073766253,20,Integrin beta1,FALSE
W2073766253,21,Mice,FALSE
W2073766253,22,"Mice, Nude",FALSE
W2073766253,23,Reverse Transcriptase Polymerase Chain Reaction,FALSE
W2073766253,24,Transforming Growth Factor beta1,FALSE
W2073766253,25,Transforming Growth Factor beta1,FALSE
W2040603601,1,Anopheles,TRUE
W2040603601,2,Biomarkers,TRUE
W2040603601,3,Bites and Stings,TRUE
W2040603601,4,Insect Proteins,TRUE
W2040603601,5,Salivary Proteins and Peptides,TRUE
W2040603601,6,Animals,FALSE
W2040603601,7,Biomarkers,FALSE
W2040603601,8,Enzyme-Linked Immunosorbent Assay,FALSE
W2040603601,9,Immunoglobulin G,FALSE
W2040603601,10,Immunoglobulin G,FALSE
W2040603601,11,Insect Proteins,FALSE
W2040603601,12,Recombinant Proteins,FALSE
W2040603601,13,Recombinant Proteins,FALSE
W2040603601,14,Salivary Proteins and Peptides,FALSE
W2043894440,1,Lipids,TRUE
W2043894440,2,"Phosphatidylinositol 4,5-Diphosphate",TRUE
W2043894440,3,Phosphatidylinositols,TRUE
W2043894440,4,TRPV Cation Channels,TRUE
W2043894440,5,Animals,FALSE
W2043894440,6,Cell Line,FALSE
W2043894440,7,"Dose-Response Relationship, Drug",FALSE
W2043894440,8,Humans,FALSE
W2043894440,9,Lipids,FALSE
W2043894440,10,Mice,FALSE
W2043894440,11,"Microscopy, Confocal",FALSE
W2043894440,12,"Models, Biological",FALSE
W2043894440,13,"Phosphatidylinositol 4,5-Diphosphate",FALSE
W2043894440,14,"Phosphatidylinositol 4,5-Diphosphate",FALSE
W2043894440,15,Phosphatidylinositols,FALSE
W2043894440,16,Polylysine,FALSE
W2043894440,17,Polylysine,FALSE
W2043894440,18,Protein Binding,FALSE
W2043894440,19,Signal Transduction,FALSE
W2043894440,20,TRPV Cation Channels,FALSE
W2164036826,1,"Hypoxia-Inducible Factor 1, alpha Subunit",TRUE
W2164036826,2,"Transcription, Genetic",TRUE
W2164036826,3,Tumor Suppressor Protein p53,TRUE
W2164036826,4,p300-CBP Transcription Factors,TRUE
W2164036826,5,Acetylation,FALSE
W2164036826,6,Apoptosis,FALSE
W2164036826,7,Apoptosis,FALSE
W2164036826,8,Cell Hypoxia,FALSE
W2164036826,9,Cell Hypoxia,FALSE
W2164036826,10,"Cell Line, Tumor",FALSE
W2164036826,11,Cell Proliferation,FALSE
W2164036826,12,Cyclin-Dependent Kinase Inhibitor p21,FALSE
W2164036826,13,Cyclin-Dependent Kinase Inhibitor p21,FALSE
W2164036826,14,Humans,FALSE
W2164036826,15,"Hypoxia-Inducible Factor 1, alpha Subunit",FALSE
W2164036826,16,"Promoter Regions, Genetic",FALSE
W2164036826,17,Tumor Suppressor Protein p53,FALSE
W2164036826,18,p300-CBP Transcription Factors,FALSE
W2150693815,1,Cell Cycle,TRUE
W2150693815,2,Chromosomal Instability,TRUE
W2150693815,3,Embryonic Stem Cells,TRUE
W2150693815,4,"Genes, myb",TRUE
W2150693815,5,Proto-Oncogene Proteins c-myb,TRUE
W2150693815,6,Aneuploidy,FALSE
W2150693815,7,Animals,FALSE
W2150693815,8,Apoptosis,FALSE
W2150693815,9,Cell Cycle,FALSE
W2150693815,10,Cell Differentiation,FALSE
W2150693815,11,Embryonic Stem Cells,FALSE
W2150693815,12,Mice,FALSE
W2150693815,13,Polyploidy,FALSE
W2150693815,14,"Promoter Regions, Genetic",FALSE
W2150693815,15,Proto-Oncogene Proteins c-myb,FALSE
W2150693815,16,Proto-Oncogene Proteins c-myb,FALSE
W1989321356,1,Antineoplastic Agents,TRUE
W1989321356,2,Blood-Brain Barrier,TRUE
W1989321356,3,Drug Carriers,TRUE
W1989321356,4,Animals,FALSE
W1989321356,5,Antineoplastic Agents,FALSE
W1989321356,6,Antineoplastic Agents,FALSE
W1989321356,7,Antineoplastic Agents,FALSE
W1989321356,8,Brain Neoplasms,FALSE
W1989321356,9,Brain Neoplasms,FALSE
W1989321356,10,Doxorubicin,FALSE
W1989321356,11,Doxorubicin,FALSE
W1989321356,12,Doxorubicin,FALSE
W1989321356,13,Doxorubicin,FALSE
W1989321356,14,Fluorescent Dyes,FALSE
W1989321356,15,Humans,FALSE
W1989321356,16,Mice,FALSE
W1989321356,17,"Mice, Nude",FALSE
W1989321356,18,Paclitaxel,FALSE
W1989321356,19,Paclitaxel,FALSE
W1989321356,20,Paclitaxel,FALSE
W1989321356,21,Paclitaxel,FALSE
W2106597654,1,Butyric Acid,TRUE
W2106597654,2,Symporters,TRUE
W2106597654,3,"Transcription, Genetic",TRUE
W2106597654,4,Acetylation,FALSE
W2106597654,5,Binding Sites,FALSE
W2106597654,6,"Blotting, Western",FALSE
W2106597654,7,Butyric Acid,FALSE
W2106597654,8,CDX2 Transcription Factor,FALSE
W2106597654,9,Caco-2 Cells,FALSE
W2106597654,10,Chromatin Immunoprecipitation,FALSE
W2106597654,11,"Enhancer Elements, Genetic",FALSE
W2106597654,12,Histones,FALSE
W2106597654,13,Histones,FALSE
W2106597654,14,Homeodomain Proteins,FALSE
W2106597654,15,Homeodomain Proteins,FALSE
W2106597654,16,Humans,FALSE
W2106597654,17,Peptide Transporter 1,FALSE
W2106597654,18,"Promoter Regions, Genetic",FALSE
W2106597654,19,"RNA, Messenger",FALSE
W2106597654,20,"RNA, Messenger",FALSE
W2106597654,21,Reverse Transcriptase Polymerase Chain Reaction,FALSE
W2106597654,22,Symporters,FALSE
W2106597654,23,Symporters,FALSE
W2106597654,24,"Transcription, Genetic",FALSE
W2147122298,1,"Genome, Protozoan",TRUE
W2147122298,2,Membrane Transport Proteins,TRUE
W2147122298,3,Mutation,TRUE
W2147122298,4,Plasmodium falciparum,TRUE
W2147122298,5,Protozoan Proteins,TRUE
W2147122298,6,Animals,FALSE
W2147122298,7,Antimalarials,FALSE
W2147122298,8,Antimalarials,FALSE
W2147122298,9,Chloroquine,FALSE
W2147122298,10,Chloroquine,FALSE
W2147122298,11,"Drug Evaluation, Preclinical",FALSE
W2147122298,12,Gene Deletion,FALSE
W2147122298,13,Gene Expression Profiling,FALSE
W2147122298,14,Hydrogen-Ion Concentration,FALSE
W2147122298,15,Membrane Transport Proteins,FALSE
W2147122298,16,Plasmodium falciparum,FALSE
W2147122298,17,Protozoan Proteins,FALSE
W2147122298,18,"RNA, Messenger",FALSE
W2147122298,19,"RNA, Messenger",FALSE
W2147122298,20,Reverse Transcriptase Polymerase Chain Reaction,FALSE
W2147122298,21,Up-Regulation,FALSE
W2061391357,1,Disabled Children,TRUE
W2061391357,2,Oral Health,TRUE
W2061391357,3,Schools,TRUE
W2061391357,4,Social Justice,TRUE
W2061391357,5,Algorithms,FALSE
W2061391357,6,Child,FALSE
W2061391357,7,"Child, Preschool",FALSE
W2061391357,8,Cross-Sectional Studies,FALSE
W2061391357,9,Female,FALSE
W2061391357,10,France,FALSE
W2061391357,11,Humans,FALSE
W2061391357,12,Male,FALSE
W1980747541,1,Body Patterning,TRUE
W1980747541,2,Signal Transduction,TRUE
W1980747541,3,Transcription Factors,TRUE
W1980747541,4,Animals,FALSE
W1980747541,5,Base Sequence,FALSE
