id,which_mesh,term,is_major_topic
W3087265072,1,"Enhancer Elements, Genetic",TRUE
W3087265072,2,Histone Code,TRUE
W3087265072,3,Transcription Initiation Site,TRUE
W3087265072,4,"Transcription, Genetic",TRUE
W3087265072,5,Cell Line,FALSE
W3087265072,6,Clustered Regularly Interspaced Short Palindromic Repeats,FALSE
W3087265072,7,Clustered Regularly Interspaced Short Palindromic Repeats,FALSE
W3087265072,8,"Enhancer Elements, Genetic",FALSE
W3087265072,9,Histone Code,FALSE
W3087265072,10,Humans,FALSE
W3087265072,11,"Promoter Regions, Genetic",FALSE
W3087265072,12,"Promoter Regions, Genetic",FALSE
W3087265072,13,"Protein Processing, Post-Translational",FALSE
W3087265072,14,"Protein Processing, Post-Translational",FALSE
W3087265072,15,"Transcription Initiation, Genetic",FALSE
W3088913583,1,Bifidobacterium animalis,TRUE
W3088913583,2,Chronic Periodontitis,TRUE
W3088913583,3,Probiotics,TRUE
W3088913583,4,Adult,FALSE
W3088913583,5,Bacterial Adhesion,FALSE
W3088913583,6,Bacterial Adhesion,FALSE
W3088913583,7,Bacteroidaceae Infections,FALSE
W3088913583,8,Bacteroidaceae Infections,FALSE
W3088913583,9,Bacteroidaceae Infections,FALSE
W3088913583,10,Bacteroidaceae Infections,FALSE
W3088913583,11,Bifidobacterium animalis,FALSE
W3088913583,12,Chronic Periodontitis,FALSE
W3088913583,13,Chronic Periodontitis,FALSE
W3088913583,14,Chronic Periodontitis,FALSE
W3088913583,15,Double-Blind Method,FALSE
W3088913583,16,Female,FALSE
W3088913583,17,Host Microbial Interactions,FALSE
W3088913583,18,Host Microbial Interactions,FALSE
W3088913583,19,Humans,FALSE
W3088913583,20,"Immunoglobulin A, Secretory",FALSE
W3088913583,21,"Immunoglobulin A, Secretory",FALSE
W3088913583,22,In Vitro Techniques,FALSE
W3088913583,23,Male,FALSE
W3088913583,24,Middle Aged,FALSE
W3088913583,25,Mouth Mucosa,FALSE
W3088913583,26,Mouth Mucosa,FALSE
W3088913583,27,Mouth Mucosa,FALSE
W3088913583,28,Porphyromonas gingivalis,FALSE
W3088913583,29,Porphyromonas gingivalis,FALSE
W3088913583,30,Probiotics,FALSE
W3088913583,31,Saliva,FALSE
W3088913583,32,Saliva,FALSE
W3087201669,1,Antineoplastic Agents,TRUE
W3087201669,2,Multiple Myeloma,TRUE
W3087201669,3,Thalidomide,TRUE
W3087201669,4,Transcription Factors,TRUE
W3087201669,5,Ubiquitin-Protein Ligases,TRUE
W3087201669,6,Antineoplastic Agents,FALSE
W3087201669,7,Antineoplastic Agents,FALSE
W3087201669,8,"Cell Line, Tumor",FALSE
W3087201669,9,"Chromosomal Proteins, Non-Histone",FALSE
W3087201669,10,"Chromosomal Proteins, Non-Histone",FALSE
W3087201669,11,"Drug Resistance, Neoplasm",FALSE
W3087201669,12,"Drug Resistance, Neoplasm",FALSE
W3087201669,13,"Drug Screening Assays, Antitumor",FALSE
W3087201669,14,Gene Expression Regulation,FALSE
W3087201669,15,Gene Expression Regulation,FALSE
W3087201669,16,Gene Knockdown Techniques,FALSE
W3087201669,17,Humans,FALSE
W3087201669,18,Lenalidomide,FALSE
W3087201669,19,Lenalidomide,FALSE
W3087201669,20,Multiple Myeloma,FALSE
W3087201669,21,Multiple Myeloma,FALSE
W3087201669,22,Mutation,FALSE
W3087201669,23,Protein Binding,FALSE
