id,which_concept,concept_id,term,level,score
W2002957328,1,C71924100,Medicine,0,0.9160093
W2002957328,2,C147483822,Antigen,2,0.65498656
W2002957328,3,C2776910235,Reactivity (psychology),3,0.5516044
W2002957328,4,C203014093,Immunology,1,0.5109317
W2002957328,5,C2776867660,Depression (economics),2,0.50917023
W2002957328,6,C29144244,Hapten,3,0.5005529
W2002957328,7,C3017924640,Delayed hypersensitivity,3,0.49140513
W2002957328,8,C121608353,Cancer,2,0.48843756
W2002957328,9,C2994436531,Skin reaction,2,0.47775093
W2002957328,10,C16005928,Dermatology,1,0.46253824
W2002957328,11,C126322002,Internal medicine,1,0.23190102
W2002957328,12,C142724271,Pathology,1,0.14502534
W2002957328,13,C204787440,Alternative medicine,2,0
W2002957328,14,C162324750,Economics,0,0
W2002957328,15,C139719470,Macroeconomics,1,0
W2007495992,1,C530467964,Carbon dioxide,2,0.79647577
W2007495992,2,C71924100,Medicine,0,0.7199914
W2007495992,3,C146957229,Perfusion,2,0.6505093
W2007495992,4,C2777714996,Lung,2,0.57720166
W2007495992,5,C200457457,Ventilation (architecture),2,0.5629287
W2007495992,6,C540031477,Oxygen,2,0.45567024
W2007495992,7,C42219234,Anesthesia,1,0.32755214
W2007495992,8,C164705383,Cardiology,1,0.30829948
W2007495992,9,C126322002,Internal medicine,1,0.26819077
W2007495992,10,C185592680,Chemistry,0,0.11838427
W2007495992,11,C78519656,Mechanical engineering,1,0
W2007495992,12,C178790620,Organic chemistry,1,0
W2007495992,13,C127413603,Engineering,0,0
W2024276064,1,C2780762869,Plasma osmolality,3,0.8963814
W2024276064,2,C71924100,Medicine,0,0.7115826
W2024276064,3,C193230392,Ingestion,2,0.66099304
W2024276064,4,C126322002,Internal medicine,1,0.53423214
W2024276064,5,C555293320,Diabetes mellitus,2,0.5091011
W2024276064,6,C134018914,Endocrinology,1,0.49498218
W2024276064,7,C537181965,Sodium,2,0.461322
W2024276064,8,C2776635150,Uremia,2,0.45139548
W2024276064,9,C185592680,Chemistry,0,0.1517804
W2024276064,10,C2776370428,Vasopressin,2,0.10438067
W2024276064,11,C178790620,Organic chemistry,1,0
W2111824961,1,C41008148,Computer science,0,0.5022285
W2111824961,2,C2522767166,Data science,1,0.48489958
W2111824961,3,C23123220,Information retrieval,1,0.39616287
W2111824961,4,C136764020,World Wide Web,1,0.32610565
W1998208967,1,C2778213512,Coronary artery disease,2,0.64417434
W1998208967,2,C164705383,Cardiology,1,0.4199049
W1998208967,3,C2994432733,Coronary disease,3,0.41725922
W1998208967,4,C126322002,Internal medicine,1,0.41182172
W1998208967,5,C71924100,Medicine,0,0.40436482
W1998208967,6,C41008148,Computer science,0,0.33483136
W1998208967,7,C3018906752,Coronary heart disease,2,0.17581344
W2061931028,1,C2778814567,Rubella,4,0.9468664
W2061931028,2,C71924100,Medicine,0,0.7959007
W2061931028,3,C2778570526,Rash,2,0.6687839
W2061931028,4,C2776909254,Congenital rubella syndrome,5,0.6276254
W2061931028,5,C2909275681,Congenital Rubella,5,0.6269953
W2061931028,6,C2779234561,Pregnancy,2,0.62356937
W2061931028,7,C2780493683,Hearing loss,2,0.53923297
W2061931028,8,C187212893,Pediatrics,1,0.52962404
W2061931028,9,C2778097271,Rubella virus,5,0.45097184
W2061931028,10,C131872663,Obstetrics,1,0.38326547
W2061931028,11,C2776438120,Measles,3,0.3438442
W2061931028,12,C203014093,Immunology,1,0.29335034
W2061931028,13,C548259974,Audiology,1,0.14751330000000001
W2061931028,14,C16005928,Dermatology,1,0.10777259
W2061931028,15,C86803240,Biology,0,0.091573566
W2061931028,16,C22070199,Vaccination,2,0.08979273
W2061931028,17,C54355233,Genetics,1,0.0468798
W2330508212,1,C71924100,Medicine,0,0.8907617
W2330508212,2,C2780586474,Overweight,3,0.88789403
W2330508212,3,C126322002,Internal medicine,1,0.7792562
W2330508212,4,C134018914,Endocrinology,1,0.74306476
W2330508212,5,C2776054734,Tolbutamide,3,0.69254655
W2330508212,6,C511355011,Obesity,2,0.5824166
W2330508212,7,C2779306644,Insulin,2,0.52342796
W2330508212,8,C2984496839,Growth hormone,3,0.42421538
W2330508212,9,C120863210,Lean body mass,3,0.42116353
W2330508212,10,C147583825,Body weight,2,0.40830696
W2330508212,11,C71315377,Hormone,2,0.3832792
W2016840965,1,C2780479503,Ulcerative colitis,3,0.94114375
W2016840965,2,C71924100,Medicine,0,0.7274658
W2016840965,3,C2776667177,Colectomy,4,0.68823457
W2016840965,4,C2781074409,Rectum,2,0.6833483
W2016840965,5,C526805850,Colorectal cancer,3,0.6232295
W2016840965,6,C121608353,Cancer,2,0.59496796
W2016840965,7,C2775862500,Colitis,2,0.5389626
W2016840965,8,C90924648,Gastroenterology,1,0.46448216
W2016840965,9,C2993216161,Colonic cancer,4,0.45864183
W2016840965,10,C126322002,Internal medicine,1,0.3887608
W2016840965,11,C61434518,General surgery,1,0.324707
W2016840965,12,C2779134260,Disease,2,0.14661554
W2085002738,1,C71924100,Medicine,0,0.9653313
W2085002738,2,C2778063415,Hemodialysis,2,0.7624071
W2085002738,3,C2993356106,Chronic renal failure,2,0.7234358
W2085002738,4,C2780227381,Nephrectomy,3,0.6617969
W2085002738,5,C2779720555,Metastatic calcification,3,0.60907894
W2085002738,6,C2780309369,Calcification,2,0.53905404
W2085002738,7,C2911091166,Transplantation,2,0.5324921
W2085002738,8,C2778838027,Secondary hyperparathyroidism,4,0.50961494
W2085002738,9,C2778557577,Atrioventricular block,2,0.5071683
W2085002738,10,C2775945674,Hyperparathyroidism,2,0.48978782
W2085002738,11,C126322002,Internal medicine,1,0.45156622
W2085002738,12,C2778198053,Heart failure,2,0.44591925
W2085002738,13,C2909276006,Bilateral Nephrectomy,4,0.43744516
W2085002738,14,C164705383,Cardiology,1,0.4207186
W2085002738,15,C141071460,Surgery,1,0.40007988
W2085002738,16,C2780091579,Kidney,2,0.25309387
W2085002738,17,C2781208988,Parathyroid hormone,3,0
W2085002738,18,C519063684,Calcium,2,0
W1996083265,1,C7836513,Hypoxia (environmental),3,0.82740355
W1996083265,2,C103247709,Chemoreceptor,3,0.71448016
W1996083265,3,C71924100,Medicine,0,0.6560751
W1996083265,4,C2778113364,Carotid body,3,0.6174403
W1996083265,5,C2776805190,Denervation,2,0.5747563
W1996083265,6,C42219234,Anesthesia,1,0.52383214
W1996083265,7,C136511781,Peripheral chemoreceptors,4,0.48276535
W1996083265,8,C182215343,Respiration,2,0.4510233
W1996083265,9,C534529494,Respiratory system,2,0.43853933
W1996083265,10,C126322002,Internal medicine,1,0.37453043
W1996083265,11,C105702510,Anatomy,1,0.13873276
W1996083265,12,C185263204,Electrophysiology,2,0.10374674
W1996083265,13,C540031477,Oxygen,2,0.10319215
W1996083265,14,C185592680,Chemistry,0,0.07930201
W1996083265,15,C170493617,Receptor,2,0
W1996083265,16,C178790620,Organic chemistry,1,0
W1978714390,1,C2776125364,Albumin,2,0.618372
W1978714390,2,C2780365088,Urea,2,0.5027673
W1978714390,3,C41008148,Computer science,0,0.47079578
W1978714390,4,C2522767166,Data science,1,0.3997835
W1978714390,5,C71924100,Medicine,0,0.35564357
W1978714390,6,C185592680,Chemistry,0,0.25571322
W1978714390,7,C126322002,Internal medicine,1,0.24450868
W1978714390,8,C55493867,Biochemistry,1,0.22156247
W4212991220,1,C2778964538,Plasmacytoma,3,0.6698383
W4212991220,2,C41008148,Computer science,0,0.54979193
W4212991220,3,C71924100,Medicine,0,0.44398603
W4212991220,4,C142724271,Pathology,1,0.3218637
W4212991220,5,C2776364478,Multiple myeloma,2,0.31706417
W4212991220,6,C126322002,Internal medicine,1,0.10442403
W4242561155,1,C2522767166,Data science,1,0.4629318
W4242561155,2,C71924100,Medicine,0,0.4612566
W4242561155,3,C41008148,Computer science,0,0.39378655
W4242561155,4,C509550671,Medical education,1,0.3470449
W4242561155,5,C23123220,Information retrieval,1,0.3242116
W1967507478,1,C2776364478,Multiple myeloma,2,0.35254782
