id,abstract_len,title,pub_date,retracted,cite_count,pub_type,pmid,which_athr,athr_id,athr_name,raw_affl,inst,inst_id,which_affl
W2315341702,90,Cardiovascular Response to Large Doses of Intravenous Morphine in Man,1969-12-18,FALSE,373,journal-article,5355454,1,A5048757091,Edward Lowenstein,,,,1
W2315341702,90,Cardiovascular Response to Large Doses of Intravenous Morphine in Man,1969-12-18,FALSE,373,journal-article,5355454,2,A5083681388,Phillips Hallowell,,,,1
W2315341702,90,Cardiovascular Response to Large Doses of Intravenous Morphine in Man,1969-12-18,FALSE,373,journal-article,5355454,3,A5025939061,Frederick H. Levine,,,,1
W2315341702,90,Cardiovascular Response to Large Doses of Intravenous Morphine in Man,1969-12-18,FALSE,373,journal-article,5355454,4,A5034725626,Willard M. Daggett,,,,1
W2315341702,90,Cardiovascular Response to Large Doses of Intravenous Morphine in Man,1969-12-18,FALSE,373,journal-article,5355454,5,A5090512607,W. Gerald Austen,,,,1
W2315341702,90,Cardiovascular Response to Large Doses of Intravenous Morphine in Man,1969-12-18,FALSE,373,journal-article,5355454,6,A5078948734,Myron B. Laver,,,,1
W2052437034,0,Device for continuous monitoring of cerebral activity in resuscitated patients.,1969-11-29,FALSE,232,journal-article,5354856,1,A5075453657,D.E. Maynard,,,,1
W2052437034,0,Device for continuous monitoring of cerebral activity in resuscitated patients.,1969-11-29,FALSE,232,journal-article,5354856,2,A5072451634,Pamela F. Prior,,,,1
W2052437034,0,Device for continuous monitoring of cerebral activity in resuscitated patients.,1969-11-29,FALSE,232,journal-article,5354856,3,A5051948877,D. F. Scott,,,,1
W2084633098,88,Effect on airways resistance of prostaglandin E1 given by aerosol to healthy and asthmatic volunteers,1969-12-20,FALSE,109,journal-article,5354877,1,A5014071265,M. F. Cuthbert,,,,1
W1993225644,71,Platypnea (Diffuse Zone I Phenomenon?),1969-12-11,FALSE,90,journal-article,5355439,1,A5043924771,Michael Altman,"* From the University of Pittsburgh School of Medicine (address reprint requests to Dr. Robin at the Department of Medicine, University of Pittsburgh School of Medicine, Pittsburgh, Pa. 15213)",University of Pittsburgh,I170201317,1
W1993225644,71,Platypnea (Diffuse Zone I Phenomenon?),1969-12-11,FALSE,90,journal-article,5355439,2,A5079530908,Eugene D. Robin,"* From the University of Pittsburgh School of Medicine (address reprint requests to Dr. Robin at the Department of Medicine, University of Pittsburgh School of Medicine, Pittsburgh, Pa. 15213)",University of Pittsburgh,I170201317,1
W2340999374,85,The Silent Carrier of Beta Thalassemia,1969-12-11,FALSE,84,journal-article,5355437,1,A5075699991,Elias Schwartz,"* From the Cardeza Foundation for Hematologic Research and the Department of Pediatrics, Jefferson Medical College (address reprint requests to Dr. Schwartz at 1015 Sansom St., Philadelphia, Pa. 19107)",Jefferson College,I858669146,1
W2328082002,96,Primary Amebic Meningoencephalitis,1969-12-11,FALSE,78,journal-article,5355436,1,A5030357302,Richard J. Duma,"* From the Division of Infectious Diseases, Departments of Medicine, Pathology and Microbiology, Medical College of Virginia, Health Sciences Division, Virginia Commonwealth University (address reprint requests to Dr. Duma at 1200 E. Broad St., Box 92, Medical College of Virginia, Richmond, Va. 23219)",Virginia Commonwealth University Medical Center,I72019824,1
W2328082002,96,Primary Amebic Meningoencephalitis,1969-12-11,FALSE,78,journal-article,5355436,2,A5062188972,Harold W. Ferrell,"* From the Division of Infectious Diseases, Departments of Medicine, Pathology and Microbiology, Medical College of Virginia, Health Sciences Division, Virginia Commonwealth University (address reprint requests to Dr. Duma at 1200 E. Broad St., Box 92, Medical College of Virginia, Richmond, Va. 23219)",Virginia Commonwealth University Medical Center,I72019824,1
W2328082002,96,Primary Amebic Meningoencephalitis,1969-12-11,FALSE,78,journal-article,5355436,3,A5044605427,E. Clifford Nelson,"* From the Division of Infectious Diseases, Departments of Medicine, Pathology and Microbiology, Medical College of Virginia, Health Sciences Division, Virginia Commonwealth University (address reprint requests to Dr. Duma at 1200 E. Broad St., Box 92, Medical College of Virginia, Richmond, Va. 23219)",Virginia Commonwealth University Medical Center,I72019824,1
W2328082002,96,Primary Amebic Meningoencephalitis,1969-12-11,FALSE,78,journal-article,5355436,4,A5003959892,Muriel M. Jones,"* From the Division of Infectious Diseases, Departments of Medicine, Pathology and Microbiology, Medical College of Virginia, Health Sciences Division, Virginia Commonwealth University (address reprint requests to Dr. Duma at 1200 E. Broad St., Box 92, Medical College of Virginia, Richmond, Va. 23219)",Virginia Commonwealth University Medical Center,I72019824,1
W1975596760,87,Peripheral Subresponsiveness to Human Growth Hormone in the African Pygmies,1969-12-18,FALSE,55,journal-article,5355453,1,A5089932452,David L. Rimoin,"* From the departments of Medicine and Pediatrics, Washington University School of Medicine, St. Louis, Mo., the Evans Division of Clinical Research, Boston University School of Medicine, Boston, Mass., the Institute of Genetics, University of Pavia, Italy, the Department of Medicine, Johns Hopkins University School of Medicine, Baltimore, Md., and Hadassah University Hospital, Jerusalem, Israel (address reprint requests to Dr. Rimoin at the Division of Medical Genetics, Department of Pediatrics, Washington University School of Medicine, 500 S. Kingshighway, St. Louis, Mo. 63110)",Johns Hopkins Medicine,I2799853436,1
W1975596760,87,Peripheral Subresponsiveness to Human Growth Hormone in the African Pygmies,1969-12-18,FALSE,55,journal-article,5355453,1,A5089932452,David L. Rimoin,"* From the departments of Medicine and Pediatrics, Washington University School of Medicine, St. Louis, Mo., the Evans Division of Clinical Research, Boston University School of Medicine, Boston, Mass., the Institute of Genetics, University of Pavia, Italy, the Department of Medicine, Johns Hopkins University School of Medicine, Baltimore, Md., and Hadassah University Hospital, Jerusalem, Israel (address reprint requests to Dr. Rimoin at the Division of Medical Genetics, Department of Pediatrics, Washington University School of Medicine, 500 S. Kingshighway, St. Louis, Mo. 63110)",Boston University,I111088046,2
W1975596760,87,Peripheral Subresponsiveness to Human Growth Hormone in the African Pygmies,1969-12-18,FALSE,55,journal-article,5355453,1,A5089932452,David L. Rimoin,"* From the departments of Medicine and Pediatrics, Washington University School of Medicine, St. Louis, Mo., the Evans Division of Clinical Research, Boston University School of Medicine, Boston, Mass., the Institute of Genetics, University of Pavia, Italy, the Department of Medicine, Johns Hopkins University School of Medicine, Baltimore, Md., and Hadassah University Hospital, Jerusalem, Israel (address reprint requests to Dr. Rimoin at the Division of Medical Genetics, Department of Pediatrics, Washington University School of Medicine, 500 S. Kingshighway, St. Louis, Mo. 63110)",University of Pavia,I25217355,3
W1975596760,87,Peripheral Subresponsiveness to Human Growth Hormone in the African Pygmies,1969-12-18,FALSE,55,journal-article,5355453,2,A5003309794,Thomas J. Merimee,"* From the departments of Medicine and Pediatrics, Washington University School of Medicine, St. Louis, Mo., the Evans Division of Clinical Research, Boston University School of Medicine, Boston, Mass., the Institute of Genetics, University of Pavia, Italy, the Department of Medicine, Johns Hopkins University School of Medicine, Baltimore, Md., and Hadassah University Hospital, Jerusalem, Israel (address reprint requests to Dr. Rimoin at the Division of Medical Genetics, Department of Pediatrics, Washington University School of Medicine, 500 S. Kingshighway, St. Louis, Mo. 63110)",Johns Hopkins Medicine,I2799853436,1
W1975596760,87,Peripheral Subresponsiveness to Human Growth Hormone in the African Pygmies,1969-12-18,FALSE,55,journal-article,5355453,2,A5003309794,Thomas J. Merimee,"* From the departments of Medicine and Pediatrics, Washington University School of Medicine, St. Louis, Mo., the Evans Division of Clinical Research, Boston University School of Medicine, Boston, Mass., the Institute of Genetics, University of Pavia, Italy, the Department of Medicine, Johns Hopkins University School of Medicine, Baltimore, Md., and Hadassah University Hospital, Jerusalem, Israel (address reprint requests to Dr. Rimoin at the Division of Medical Genetics, Department of Pediatrics, Washington University School of Medicine, 500 S. Kingshighway, St. Louis, Mo. 63110)",Boston University,I111088046,2
