id,abstract_len,title,pub_date,retracted,cite_count,pub_type,pmid,which_athr,athr_id,athr_name,raw_affl,inst,inst_id,which_affl
W2102670402,72,RELATION BETWEEN MORTALITY AND WATER HARDNESS IN CANADA,1972-04-01,FALSE,51,journal-article,4112099,1,A5059931891,L. C. Neri,"Department of Epidemiology and Community Medicine, University of Ottawa, United Kingdom",,,1
W2102670402,72,RELATION BETWEEN MORTALITY AND WATER HARDNESS IN CANADA,1972-04-01,FALSE,51,journal-article,4112099,2,A5025748833,Jeffrey S. Mandel,"Department of Epidemiology and Community Medicine, University of Ottawa, United Kingdom",,,1
W2102670402,72,RELATION BETWEEN MORTALITY AND WATER HARDNESS IN CANADA,1972-04-01,FALSE,51,journal-article,4112099,3,A5045211615,David Hewitt,"Department of Epidemiology and Biometrics, School of Hygiene, University of Toronto, Canada",University of Toronto,I185261750,1
W2056374242,0,OPTIC HYPOPLASIA AND HYPOPITUITARISM,1972-04-01,FALSE,47,journal-article,4111863,1,A5027639992,F.H. Billson,"Royal Children's Hospital, Parkville, Victoria 3052, Australia.",Royal Children's Hospital,I1321649718,1
W2056374242,0,OPTIC HYPOPLASIA AND HYPOPITUITARISM,1972-04-01,FALSE,47,journal-article,4111863,2,A5012479650,I. J. Hopkins,"Royal Children's Hospital, Parkville, Victoria 3052, Australia.",Royal Children's Hospital,I1321649718,1
W2044723559,91,HOW MUCH CLINICAL INVESTIGATION ?,1972-04-01,FALSE,41,journal-article,4111839,1,A5076436401,Thomas Ashley,"Organisation of Medical Care Unit, Department of Public Health, London School of Hygiene and Tropical Medicine, WC1E 7HT, United Kingdom",London School of Hygiene & Tropical Medicine,I4210089966,1
W2044723559,91,HOW MUCH CLINICAL INVESTIGATION ?,1972-04-01,FALSE,41,journal-article,4111839,2,A5065121623,Pauline Pasker,"Organisation of Medical Care Unit, Department of Public Health, London School of Hygiene and Tropical Medicine, WC1E 7HT, United Kingdom",London School of Hygiene & Tropical Medicine,I4210089966,1
W2044723559,91,HOW MUCH CLINICAL INVESTIGATION ?,1972-04-01,FALSE,41,journal-article,4111839,3,A5035673595,Joanne Beresford,"Organisation of Medical Care Unit, Department of Public Health, London School of Hygiene and Tropical Medicine, WC1E 7HT, United Kingdom",London School of Hygiene & Tropical Medicine,I4210089966,1
W1993507789,87,THYROID-FUNCTION TESTS IN THE ELDERLY,1972-04-01,FALSE,34,journal-article,4112096,1,A5059548898,Peter Jefferys,"Geriatric Department and Department of Radioisotopes, Northwick Park Hospital, and Divisions of Metabolism and Computing and Statistics, Clinical Research Centre, Harrow, Middlesex HA1 3UJ, United Kingdom",Northwick Park Hospital,I2802052328,1
W1993507789,87,THYROID-FUNCTION TESTS IN THE ELDERLY,1972-04-01,FALSE,34,journal-article,4112096,2,A5068666280,R. Hoffenberg,"Geriatric Department and Department of Radioisotopes, Northwick Park Hospital, and Divisions of Metabolism and Computing and Statistics, Clinical Research Centre, Harrow, Middlesex HA1 3UJ, United Kingdom",Northwick Park Hospital,I2802052328,1
