id,which_mesh,term,is_major_topic
W4242192591,1,Epilepsy,TRUE
W4242192591,2,Mental Disorders,TRUE
W4242192591,3,Seizures,TRUE
W4242192591,4,Humans,FALSE
W1968337285,1,Infectious Mononucleosis,TRUE
W1968337285,2,Tracheotomy,TRUE
W1968337285,3,Humans,FALSE
W2163534124,1,"Animals, Laboratory",TRUE
W2163534124,2,Helminths,TRUE
W2163534124,3,"Intestinal Diseases, Parasitic",TRUE
W2163534124,4,Intestines,TRUE
W2163534124,5,Mesocricetus,TRUE
W2163534124,6,Parasites,TRUE
W2163534124,7,Rodentia,TRUE
W2163534124,8,Animals,FALSE
W2163534124,9,"Animals, Laboratory",FALSE
W2163534124,10,Cricetinae,FALSE
W2163534124,11,Rodentia,FALSE
W2029492064,1,Ear,TRUE
W2029492064,2,"Ear, Inner",TRUE
W2029492064,3,Humans,FALSE
W4213323384,1,Adrenal Glands,TRUE
W4213323384,2,Endocrine Surgical Procedures,TRUE
W4213323384,3,Lymphocytic Choriomeningitis,TRUE
W4213323384,4,Meningitis,TRUE
W4213323384,5,Adrenal Glands,FALSE
W4213323384,6,Humans,FALSE
W2012417104,1,Ankle Injuries,TRUE
W2012417104,2,Fingers,TRUE
W2012417104,3,"Fractures, Bone",TRUE
W2012417104,4,Toes,TRUE
W2012417104,5,Traction,TRUE
W2012417104,6,Humans,FALSE
W2070090658,1,Acute Disease,TRUE
W2070090658,2,Appendicitis,TRUE
W2070090658,3,"Hernia, Inguinal",TRUE
W2070090658,4,Appendicitis,FALSE
W2070090658,5,Humans,FALSE
W2094707154,1,Heart Failure,TRUE
W2094707154,2,Neoplasms,TRUE
W2094707154,3,Ovarian Neoplasms,TRUE
W2094707154,4,Ovary,TRUE
W2094707154,5,Female,FALSE
W2094707154,6,Humans,FALSE
W1976249459,1,Goiter,TRUE
W1976249459,2,Thiouracil,TRUE
W1976249459,3,Thyrotoxicosis,TRUE
W1976249459,4,Humans,FALSE
W2085748883,1,Disease Management,TRUE
W2085748883,2,Penicillins,TRUE
W2085748883,3,Syphilis,TRUE
W2085748883,4,"Syphilis, Latent",TRUE
W2085748883,5,Penicillins,FALSE
W2085748883,6,Syphilis,FALSE
W2019600584,1,Angiography,TRUE
W2019600584,2,Blood Circulation,TRUE
W2019600584,3,Blood Pressure Determination,TRUE
W2019600584,4,Catheterization,TRUE
W2019600584,5,Hypotension,TRUE
W2019600584,6,"Hypotension, Orthostatic",TRUE
W2019600584,7,Posture,TRUE
W2019600584,8,Pregnancy Complications,TRUE
W2019600584,9,"Pregnancy Complications, Cardiovascular",TRUE
W2019600584,10,"Vena Cava, Inferior",TRUE
W2019600584,11,Venae Cavae,TRUE
W2019600584,12,Female,FALSE
W2019600584,13,Humans,FALSE
W2019600584,14,Pregnancy,FALSE
W1992499417,1,Bone Marrow,TRUE
W1992499417,2,Cell Line,TRUE
W1992499417,3,"Cells, Cultured",TRUE
W1992499417,4,HeLa Cells,TRUE
W1992499417,5,Immunologic Tests,TRUE
W1992499417,6,Leukemia,TRUE
W1992499417,7,Leukemia,TRUE
W1992499417,8,Macaca mulatta,TRUE
W1992499417,9,"Microscopy, Electron, Transmission",TRUE
W1992499417,10,Mycoplasma,TRUE
W1992499417,11,Mycoplasma,TRUE
W1992499417,12,Mycoplasma,TRUE
W1992499417,13,Mycoplasma Infections,TRUE
W1992499417,14,Serotyping,TRUE
W1992499417,15,Animals,FALSE
W1992499417,16,Bone Marrow,FALSE
W1992499417,17,Cricetinae,FALSE
W1992499417,18,Humans,FALSE
W1992499417,19,Leukemia,FALSE
W1992499417,20,Mycoplasma,FALSE
W1992499417,21,Mycoplasma Infections,FALSE
W2071617765,1,Ichthyosis,TRUE
W2071617765,2,"Ichthyosis, X-Linked",TRUE
W2071617765,3,Humans,FALSE
W2085406894,1,Recurrence,TRUE
W2085406894,2,Urinary Tract Infections,TRUE
W2085406894,3,Communicable Diseases,FALSE
W2085406894,4,Humans,FALSE
W2022447676,1,Anticonvulsants,TRUE
W2022447676,2,Vitamins,TRUE
W2022447676,3,Anticonvulsants,FALSE
W2022447676,4,Folic Acid,FALSE
W2022447676,5,Folic Acid,FALSE
W2022447676,6,Hematologic Tests,FALSE
W2022447676,7,Humans,FALSE
W2022447676,8,Vitamin B 12,FALSE
W2022447676,9,Vitamin B 12,FALSE
W2082211225,1,Myocardial Infarction,TRUE
W2082211225,2,Platelet Aggregation,TRUE
W2082211225,3,Humans,FALSE
W2082211225,4,Platelet Function Tests,FALSE
W2082211225,5,Thrombosis,FALSE
W2051494148,1,Amebiasis,TRUE
W2051494148,2,"Dysentery, Amebic",TRUE
W2051494148,3,Amebiasis,FALSE
W2051494148,4,"Dysentery, Amebic",FALSE
W2051494148,5,Humans,FALSE
W2051494148,6,United Kingdom,FALSE
W2048698589,1,Ischemia,TRUE
W2048698589,2,Sympathectomy,TRUE
W2048698589,3,Humans,FALSE
W2048698589,4,Ischemia,FALSE
W2048698589,5,Leg,FALSE
W2062631243,1,Communicable Diseases,TRUE
W2062631243,2,Indomethacin,TRUE
W2062631243,3,Humans,FALSE
W2079021733,1,Meals,TRUE
W2079021733,2,Obesity,TRUE
W2079021733,3,Diet,FALSE
W2079021733,4,Feeding Behavior,FALSE
W2079021733,5,Humans,FALSE
W2010143178,1,Acute Disease,TRUE
W2010143178,2,Bronchitis,TRUE
W2010143178,3,Anti-Bacterial Agents,FALSE
W2010143178,4,Anti-Bacterial Agents,FALSE
W2010143178,5,Bronchitis,FALSE
W2010143178,6,Disease Management,FALSE
W2010143178,7,Humans,FALSE
W2029411136,1,"Education, Medical",TRUE
W2029411136,2,"Education, Medical",FALSE
W2029411136,3,Humans,FALSE
W4298199681,1,Mental Disorders,TRUE
W4298199681,2,Africa,FALSE
W4298199681,3,Humans,FALSE
