id,which_mesh,term,is_major_topic,qualifier_name
W2017807462,1,Anesthesia,TRUE,
W2017807462,2,Cerebrovascular Disorders,TRUE,
W2017807462,3,Coronary Disease,TRUE,
W2017807462,4,Coronary Occlusion,TRUE,
W2017807462,5,Stroke,TRUE,
W2017807462,6,Humans,FALSE,
W2062757141,1,Menstruation Disturbances,TRUE,
W2062757141,2,Female,FALSE,
W2062757141,3,Humans,FALSE,
W2062757141,4,Prevalence,FALSE,
W2068453121,1,Alkaline Phosphatase,TRUE,blood
W2068453121,2,Down Syndrome,TRUE,
W2068453121,3,Leukocytes,TRUE,
W2068453121,4,Neutrophils,TRUE,
W2068453121,5,Alkaline Phosphatase,FALSE,
W2068453121,6,Humans,FALSE,
W2080257199,1,Androgens,TRUE,
W2080257199,2,Anemia,TRUE,
W2080257199,3,Breast Neoplasms,TRUE,
W2080257199,4,Dihydrotestosterone,TRUE,
W2080257199,5,Erythropoiesis,TRUE,
W2080257199,6,Fluoxymesterone,TRUE,
W2080257199,7,Hematopoiesis,TRUE,
W2080257199,8,Methyltestosterone,TRUE,
W2080257199,9,Testosterone,TRUE,
W2080257199,10,Humans,FALSE,
W2073572760,1,Homes for the Aged,TRUE,
W2073572760,2,Hospitalization,TRUE,
W2073572760,3,Hospitals,TRUE,
W2073572760,4,"Hospitals, Psychiatric",TRUE,
W2073572760,5,Aged,FALSE,
W2073572760,6,Humans,FALSE,
W1972809121,1,Cardiovascular Diseases,TRUE,
W1972809121,2,Heart Arrest,TRUE,
W1972809121,3,Heart Massage,TRUE,
W1972809121,4,Resuscitation,TRUE,
W1972809121,5,Ventricular Fibrillation,TRUE,
W1972809121,6,Humans,FALSE,
W2000654832,1,Cholelithiasis,TRUE,
W2000654832,2,Gallstones,TRUE,
W2000654832,3,Ultrasonics,TRUE,
W2000654832,4,Humans,FALSE,
W2088020806,1,Penicillins,TRUE,
W2088020806,2,Staphylococcus,TRUE,
W2026630083,1,Adenocarcinoma,TRUE,
W2026630083,2,Endometrial Neoplasms,TRUE,
W2026630083,3,Hydroxyprogesterones,TRUE,
W2026630083,4,Progestins,TRUE,
W2026630083,5,Uterine Neoplasms,TRUE,
W2026630083,6,Female,FALSE,
W2026630083,7,Humans,FALSE,
W2023261221,1,General Practice,TRUE,
W2023261221,2,Goiter,TRUE,
W2023261221,3,Hyperthyroidism,TRUE,
W2023261221,4,Humans,FALSE,
W2023261221,5,United Kingdom,FALSE,
W2027497552,1,Psychiatry,TRUE,
W2027497552,2,Humans,FALSE,
W2014781766,1,Ascites,TRUE,
W2014781766,2,Hypothyroidism,TRUE,
W2014781766,3,Humans,FALSE,
W2070722467,1,Burns,TRUE,
W2070722467,2,Cold Temperature,TRUE,
W2070722467,3,Humans,FALSE,
W2127743949,1,Androgens,TRUE,
W2127743949,2,Erythropoiesis,TRUE,
W2127743949,3,Fluoxymesterone,TRUE,
W2127743949,4,Primary Myelofibrosis,TRUE,
W2127743949,5,Testosterone,TRUE,
W2127743949,6,Humans,FALSE,
W2025608341,1,Cardiac Catheterization,TRUE,
W2025608341,2,Cardiac Output,TRUE,
W2025608341,3,Heart Function Tests,TRUE,
W2025608341,4,Hot Temperature,TRUE,
W2025608341,5,Thermodilution,TRUE,
W2025608341,6,Humans,FALSE,
W2025608341,7,Male,FALSE,
W2029772196,1,Tetanus,TRUE,
W2029772196,2,Tetanus Toxoid,TRUE,
W2029772196,3,Humans,FALSE,
W2312951531,1,Cholecystitis,TRUE,
W2312951531,2,"Cholecystitis, Acute",TRUE,
W2312951531,3,Postoperative Care,TRUE,
W2312951531,4,Humans,FALSE,
W2312951531,5,Postoperative Period,FALSE,
W1978666877,1,Clostridium,TRUE,
W1978666877,2,Clostridium tertium,TRUE,
W1978666877,3,Sepsis,TRUE,
W1978666877,4,Humans,FALSE,
W2079353452,1,Cloxacillin,TRUE,
W2079353452,2,Drug Resistance,TRUE,
W2079353452,3,"Drug Resistance, Microbial",TRUE,
W2079353452,4,Methicillin,TRUE,
W2079353452,5,Penicillinase,TRUE,
W2079353452,6,Penicillins,TRUE,
W2079353452,7,Staphylococcus,TRUE,
W2079353452,8,Humans,FALSE,
W2094883557,1,Cholesterol,TRUE,blood
W2094883557,2,Fats,TRUE,
W2094883557,3,"Fatty Acids, Nonesterified",TRUE,
W2094883557,4,Lipids,TRUE,blood
W2094883557,5,Postprandial Period,TRUE,
W2094883557,6,Smoking,TRUE,
W2094883557,7,Triglycerides,TRUE,
W2094883557,8,Cholesterol,FALSE,
W2094883557,9,Humans,FALSE,
W2094883557,10,Lipids,FALSE,
W2912679677,1,"Abortion, Induced",TRUE,
W2912679677,2,Smallpox Vaccine,TRUE,
W2912679677,3,Vaccinia,TRUE,
W2912679677,4,Female,FALSE,
W2912679677,5,Humans,FALSE,
W2912679677,6,Pregnancy,FALSE,
W2067011230,1,Colitis,TRUE,
W2067011230,2,"Colitis, Ulcerative",TRUE,
W2067011230,3,Intestinal Mucosa,TRUE,
W2067011230,4,gamma-Globulins,TRUE,
W2067011230,5,Humans,FALSE,
W2016098591,1,Anaphylaxis,TRUE,
W2016098591,2,Nitrofurantoin,TRUE,
W2016098591,3,Nitrofurazone,TRUE,
W2016098591,4,Humans,FALSE,
W2313910808,1,Alcohol Drinking,TRUE,
W2313910808,2,Alcoholic Intoxication,TRUE,
W2313910808,3,Ethanol,TRUE,
W2313910808,4,Hemorrhage,TRUE,
W2313910808,5,Homeostasis,TRUE,
W2313910808,6,"Stress, Physiological",TRUE,
W2988331281,1,Craniocerebral Trauma,TRUE,
W2988331281,2,Headache,TRUE,
W2988331281,3,Whiplash Injuries,TRUE,
W2988331281,4,Humans,FALSE,
W1974072209,1,Estradiol Congeners,TRUE,
W1974072209,2,Estriol,TRUE,
W1974072209,3,Estrogens,TRUE,
W1974072209,4,"Labor, Obstetric",TRUE,
W1974072209,5,Uterine Contraction,TRUE,
W1974072209,6,Uterus,TRUE,
W1974072209,7,Female,FALSE,
W1974072209,8,Humans,FALSE,
W1974072209,9,Pregnancy,FALSE,
W2052777481,1,Jaundice,TRUE,
W2052777481,2,Pregnancy Complications,TRUE,
