id,which_concept,concept_id,term,level,score
W2055360473,1,C89423630,Microbiology,1,0.7806469
W2055360473,2,C2777349128,Fusobacterium nucleatum,4,0.7653949
W2055360473,3,C53162352,Bacteriology,3,0.7560924
W2055360473,4,C2780246119,Bacteroides fragilis,3,0.7261467
W2055360473,5,C2992397963,Anaerobic bacteria,3,0.66057426
W2055360473,6,C2777637488,Pseudomonas aeruginosa,3,0.5450852
W2055360473,7,C2777799383,Empyema,2,0.5367708
W2055360473,8,C5140985,Anaerobic exercise,2,0.5272559
W2055360473,9,C71924100,Medicine,0,0.52419776
W2055360473,10,C2780960513,Fusobacterium,4,0.49151954
W2055360473,11,C2779489039,Staphylococcus aureus,3,0.46662888
W2055360473,12,C2778168646,Bacteroides,3,0.45658132
W2055360473,13,C86803240,Biology,0,0.3701409
W2055360473,14,C523546767,Bacteria,2,0.324183
W2055360473,15,C141071460,Surgery,1,0.21344686
W2055360473,16,C501593827,Antibiotics,2,0.117797196
W2055360473,17,C42407357,Physiology,1,0.07349563
W2055360473,18,C2780183776,Porphyromonas gingivalis,3,0
W2055360473,19,C54355233,Genetics,1,0
W1982429598,1,C2779797417,Hydroxyproline,2,0.77831596
W1982429598,2,C126322002,Internal medicine,1,0.6923587
W1982429598,3,C134018914,Endocrinology,1,0.67194605
W1982429598,4,C2776489590,Rickets,3,0.61783016
W1982429598,5,C2778049618,Osteomalacia,3,0.59829956
W1982429598,6,C2776418732,Muscle weakness,2,0.5887961
W1982429598,7,C519063684,Calcium,2,0.5746852
W1982429598,8,C124490489,Vitamin D and neurology,2,0.56358624
W1982429598,9,C71924100,Medicine,0,0.5523244
W1982429598,10,C160160445,Alkaline phosphatase,3,0.49828053
W1982429598,11,C87975464,Calcium metabolism,3,0.47057623
W1982429598,12,C2777477808,Metabolite,2,0.4647972
W1982429598,13,C185592680,Chemistry,0,0.3599282
W1982429598,14,C55493867,Biochemistry,1,0.15082163
W1982429598,15,C181199279,Enzyme,2,0.111132026
W2108716601,1,C71924100,Medicine,0,0.9341978
W2108716601,2,C2776265017,Pulmonary embolism,2,0.89057934
W2108716601,3,C2777557582,Heparin,2,0.81552494
W2108716601,4,C2778959117,Deep vein,3,0.8054961
W2108716601,5,C61511704,Incidence (geometry),2,0.64111125
W2108716601,6,C2780868729,Thrombosis,2,0.5911291
W2108716601,7,C141071460,Surgery,1,0.50716496
W2108716601,8,C42219234,Anesthesia,1,0.47028637
W2108716601,9,C2779036427,Fibrinogen,2,0.43523005
W2108716601,10,C126322002,Internal medicine,1,0.21381915
W2108716601,11,C121332964,Physics,0,0
W2108716601,12,C120665830,Optics,1,0
W2021612506,1,C2781292560,Diphenhydramine,3,0.76381826
W2021612506,2,C71924100,Medicine,0,0.7173216
W2021612506,3,C199343813,Dentistry,1,0.36109257
W2021612506,4,C126322002,Internal medicine,1,0.2031214
W2021612506,5,C1122143,Histamine,2,0
W2086146049,1,C2780439177,Malabsorption,2,0.8145983
W2086146049,2,C519063684,Calcium,2,0.7994665
W2086146049,3,C2779674975,Hypercalcaemia,3,0.7948184
W2086146049,4,C673006,Bone resorption,2,0.7579118
W2086146049,5,C126322002,Internal medicine,1,0.66773653
