id,title,pub_date,cite_count,pub_type,pmid,which_athr,athr_id,athr_name,raw_affl,inst,inst_id,which_affl
W2172110387,Life's Irreducible Structure,1968-06-21,534,journal-article,5651890,1,A5015898424,Michael Polanyi,,,,1
W2093905028,Towards a Theoretical Biology,1968-05-01,276,journal-article,5650959,1,A5038465759,C. H. Waddington,"Institute of Animal Genetics, Edinburgh",,,1
W1539181208,Biochemical Bases of Accelerated Purine Biosynthesis de Novo in Human Fibroblasts Lacking Hypoxanthine-Guanine Phosphoribosyltransferase,1968-03-01,209,journal-article,5650894,1,A5083691928,Frederick M. Rosenbloom,"National Institute of Arthritis and Metabolic Diseases National Institutes of Health Bethesda , Maryland, 20014",National Institute of Arthritis and Musculoskeletal and Skin Diseases,I4210087962,1
W1539181208,Biochemical Bases of Accelerated Purine Biosynthesis de Novo in Human Fibroblasts Lacking Hypoxanthine-Guanine Phosphoribosyltransferase,1968-03-01,209,journal-article,5650894,1,A5083691928,Frederick M. Rosenbloom,"National Institute of Arthritis and Metabolic Diseases National Institutes of Health Bethesda , Maryland, 20014",National Institutes of Health,I1299303238,2
W1539181208,Biochemical Bases of Accelerated Purine Biosynthesis de Novo in Human Fibroblasts Lacking Hypoxanthine-Guanine Phosphoribosyltransferase,1968-03-01,209,journal-article,5650894,2,A5031449515,J. Frank Henderson,"University of Alberta Cancer Research Unit (McEachern Laboratory) and Department of Biochemistry, Edmonton, Alberta Canada",University of Alberta,I154425047,1
W1539181208,Biochemical Bases of Accelerated Purine Biosynthesis de Novo in Human Fibroblasts Lacking Hypoxanthine-Guanine Phosphoribosyltransferase,1968-03-01,209,journal-article,5650894,3,A5085705318,Ian C. Caldwell,"University of Alberta Cancer Research Unit (McEachern Laboratory) and Department of Biochemistry, Edmonton, Alberta Canada",University of Alberta,I154425047,1
W1539181208,Biochemical Bases of Accelerated Purine Biosynthesis de Novo in Human Fibroblasts Lacking Hypoxanthine-Guanine Phosphoribosyltransferase,1968-03-01,209,journal-article,5650894,4,A5087378867,William N. Kelley,"National Institute of Arthritis and Metabolic Diseases National Institutes of Health Bethesda , Maryland, 20014",National Institute of Arthritis and Musculoskeletal and Skin Diseases,I4210087962,1
W1539181208,Biochemical Bases of Accelerated Purine Biosynthesis de Novo in Human Fibroblasts Lacking Hypoxanthine-Guanine Phosphoribosyltransferase,1968-03-01,209,journal-article,5650894,4,A5087378867,William N. Kelley,"National Institute of Arthritis and Metabolic Diseases National Institutes of Health Bethesda , Maryland, 20014",National Institutes of Health,I1299303238,2
W1539181208,Biochemical Bases of Accelerated Purine Biosynthesis de Novo in Human Fibroblasts Lacking Hypoxanthine-Guanine Phosphoribosyltransferase,1968-03-01,209,journal-article,5650894,5,A5037864999,J. Edwin Seegmiller,"National Institute of Arthritis and Metabolic Diseases National Institutes of Health Bethesda , Maryland, 20014",National Institute of Arthritis and Musculoskeletal and Skin Diseases,I4210087962,1
W1539181208,Biochemical Bases of Accelerated Purine Biosynthesis de Novo in Human Fibroblasts Lacking Hypoxanthine-Guanine Phosphoribosyltransferase,1968-03-01,209,journal-article,5650894,5,A5037864999,J. Edwin Seegmiller,"National Institute of Arthritis and Metabolic Diseases National Institutes of Health Bethesda , Maryland, 20014",National Institutes of Health,I1299303238,2
W1597471785,Purine Nucleoside Phosphorylase from Human Erythrocytes,1968-04-01,137,journal-article,5651328,1,A5049516631,Byung Kyu Kim,Division of Biological and Medical Sciences Brown University Providence Rhode Island 02912,Brown University,I27804330,1
W1597471785,Purine Nucleoside Phosphorylase from Human Erythrocytes,1968-04-01,137,journal-article,5651328,1,A5049516631,Byung Kyu Kim,Division of Biological and Medical Sciences Brown University Providence Rhode Island 02912,Providence College,I196272386,2
W1597471785,Purine Nucleoside Phosphorylase from Human Erythrocytes,1968-04-01,137,journal-article,5651328,2,A5050920740,Sungman Cha,Division of Biological and Medical Sciences Brown University Providence Rhode Island 02912,Brown University,I27804330,1
W1597471785,Purine Nucleoside Phosphorylase from Human Erythrocytes,1968-04-01,137,journal-article,5651328,2,A5050920740,Sungman Cha,Division of Biological and Medical Sciences Brown University Providence Rhode Island 02912,Providence College,I196272386,2
W1597471785,Purine Nucleoside Phosphorylase from Human Erythrocytes,1968-04-01,137,journal-article,5651328,3,A5035744333,Robert E. Parks,Division of Biological and Medical Sciences Brown University Providence Rhode Island 02912,Brown University,I27804330,1
W1597471785,Purine Nucleoside Phosphorylase from Human Erythrocytes,1968-04-01,137,journal-article,5651328,3,A5035744333,Robert E. Parks,Division of Biological and Medical Sciences Brown University Providence Rhode Island 02912,Providence College,I196272386,2
W1485480802,Kinetic Studies of Hypoxanthine-Guanine Phosphoribosyltransferase,1968-05-01,136,journal-article,5651638,1,A5031449515,J. Frank Henderson,"University of Alberta Cancer Research Unit (McEachern Laboratory) and the Department of Biochemistry, Edmonton, Alberta, Canada, and the National Institute of Arthritis and Metabolic Diseases, National Institutes of Health, Bethesda, Maryland 20014",National Institute of Arthritis and Musculoskeletal and Skin Diseases,I4210087962,1
W1485480802,Kinetic Studies of Hypoxanthine-Guanine Phosphoribosyltransferase,1968-05-01,136,journal-article,5651638,1,A5031449515,J. Frank Henderson,"University of Alberta Cancer Research Unit (McEachern Laboratory) and the Department of Biochemistry, Edmonton, Alberta, Canada, and the National Institute of Arthritis and Metabolic Diseases, National Institutes of Health, Bethesda, Maryland 20014",National Institutes of Health,I1299303238,2
W1485480802,Kinetic Studies of Hypoxanthine-Guanine Phosphoribosyltransferase,1968-05-01,136,journal-article,5651638,2,A5075787991,L. Brox,"University of Alberta Cancer Research Unit (McEachern Laboratory) and the Department of Biochemistry, Edmonton, Alberta, Canada, and the National Institute of Arthritis and Metabolic Diseases, National Institutes of Health, Bethesda, Maryland 20014",National Institute of Arthritis and Musculoskeletal and Skin Diseases,I4210087962,1
W1485480802,Kinetic Studies of Hypoxanthine-Guanine Phosphoribosyltransferase,1968-05-01,136,journal-article,5651638,2,A5075787991,L. Brox,"University of Alberta Cancer Research Unit (McEachern Laboratory) and the Department of Biochemistry, Edmonton, Alberta, Canada, and the National Institute of Arthritis and Metabolic Diseases, National Institutes of Health, Bethesda, Maryland 20014",National Institutes of Health,I1299303238,2
W1485480802,Kinetic Studies of Hypoxanthine-Guanine Phosphoribosyltransferase,1968-05-01,136,journal-article,5651638,3,A5012110714,W. N. Kelley,"University of Alberta Cancer Research Unit (McEachern Laboratory) and the Department of Biochemistry, Edmonton, Alberta, Canada, and the National Institute of Arthritis and Metabolic Diseases, National Institutes of Health, Bethesda, Maryland 20014",National Institute of Arthritis and Musculoskeletal and Skin Diseases,I4210087962,1
W1485480802,Kinetic Studies of Hypoxanthine-Guanine Phosphoribosyltransferase,1968-05-01,136,journal-article,5651638,3,A5012110714,W. N. Kelley,"University of Alberta Cancer Research Unit (McEachern Laboratory) and the Department of Biochemistry, Edmonton, Alberta, Canada, and the National Institute of Arthritis and Metabolic Diseases, National Institutes of Health, Bethesda, Maryland 20014",National Institutes of Health,I1299303238,2
W1485480802,Kinetic Studies of Hypoxanthine-Guanine Phosphoribosyltransferase,1968-05-01,136,journal-article,5651638,4,A5083691928,Frederick M. Rosenbloom,"University of Alberta Cancer Research Unit (McEachern Laboratory) and the Department of Biochemistry, Edmonton, Alberta, Canada, and the National Institute of Arthritis and Metabolic Diseases, National Institutes of Health, Bethesda, Maryland 20014",National Institute of Arthritis and Musculoskeletal and Skin Diseases,I4210087962,1
W1485480802,Kinetic Studies of Hypoxanthine-Guanine Phosphoribosyltransferase,1968-05-01,136,journal-article,5651638,4,A5083691928,Frederick M. Rosenbloom,"University of Alberta Cancer Research Unit (McEachern Laboratory) and the Department of Biochemistry, Edmonton, Alberta, Canada, and the National Institute of Arthritis and Metabolic Diseases, National Institutes of Health, Bethesda, Maryland 20014",National Institutes of Health,I1299303238,2
W1485480802,Kinetic Studies of Hypoxanthine-Guanine Phosphoribosyltransferase,1968-05-01,136,journal-article,5651638,5,A5035730906,J. Edwin Seegmiller,"University of Alberta Cancer Research Unit (McEachern Laboratory) and the Department of Biochemistry, Edmonton, Alberta, Canada, and the National Institute of Arthritis and Metabolic Diseases, National Institutes of Health, Bethesda, Maryland 20014",National Institute of Arthritis and Musculoskeletal and Skin Diseases,I4210087962,1
W1485480802,Kinetic Studies of Hypoxanthine-Guanine Phosphoribosyltransferase,1968-05-01,136,journal-article,5651638,5,A5035730906,J. Edwin Seegmiller,"University of Alberta Cancer Research Unit (McEachern Laboratory) and the Department of Biochemistry, Edmonton, Alberta, Canada, and the National Institute of Arthritis and Metabolic Diseases, National Institutes of Health, Bethesda, Maryland 20014",National Institutes of Health,I1299303238,2
W1968577300,Incongruent Surfaces in the Human Hip Joint,1968-03-01,124,journal-article,5651428,1,A5058704876,Peter G. Bullough,"Departments of Engineering Science and Orthopaedic Surgery, University of Oxford,",University of Oxford,I40120149,1
W1968577300,Incongruent Surfaces in the Human Hip Joint,1968-03-01,124,journal-article,5651428,2,A5013157158,John Goodfellow,"Departments of Engineering Science and Orthopaedic Surgery, University of Oxford,",University of Oxford,I40120149,1
W1968577300,Incongruent Surfaces in the Human Hip Joint,1968-03-01,124,journal-article,5651428,3,A5077642735,A. Seth Greenwald,"Departments of Engineering Science and Orthopaedic Surgery, University of Oxford,",University of Oxford,I40120149,1
W1968577300,Incongruent Surfaces in the Human Hip Joint,1968-03-01,124,journal-article,5651428,4,A5063575602,John O'Connor,"Departments of Engineering Science and Orthopaedic Surgery, University of Oxford,",University of Oxford,I40120149,1
W1973474411,Acetylation of Human Serum Albumin by Acetylsalicylic Acid,1968-05-17,105,journal-article,5651209,1,A5017415490,David Hawkins,"Division of Allergy, Immunology and Rheumatology, Scripps Clinic and Research Foundation, La Jolla, California 92037",Scripps Health,I1311914864,1
W1973474411,Acetylation of Human Serum Albumin by Acetylsalicylic Acid,1968-05-17,105,journal-article,5651209,1,A5017415490,David Hawkins,"Division of Allergy, Immunology and Rheumatology, Scripps Clinic and Research Foundation, La Jolla, California 92037",Scripps Clinic,I4210146328,2
W1973474411,Acetylation of Human Serum Albumin by Acetylsalicylic Acid,1968-05-17,105,journal-article,5651209,2,A5015280359,R. N. Pinckard,"Division of Allergy, Immunology and Rheumatology, Scripps Clinic and Research Foundation, La Jolla, California 92037",Scripps Health,I1311914864,1
W1973474411,Acetylation of Human Serum Albumin by Acetylsalicylic Acid,1968-05-17,105,journal-article,5651209,2,A5015280359,R. N. Pinckard,"Division of Allergy, Immunology and Rheumatology, Scripps Clinic and Research Foundation, La Jolla, California 92037",Scripps Clinic,I4210146328,2
W1973474411,Acetylation of Human Serum Albumin by Acetylsalicylic Acid,1968-05-17,105,journal-article,5651209,3,A5067873094,Richard S. Farr,"Division of Allergy, Immunology and Rheumatology, Scripps Clinic and Research Foundation, La Jolla, California 92037",Scripps Health,I1311914864,1
W1973474411,Acetylation of Human Serum Albumin by Acetylsalicylic Acid,1968-05-17,105,journal-article,5651209,3,A5067873094,Richard S. Farr,"Division of Allergy, Immunology and Rheumatology, Scripps Clinic and Research Foundation, La Jolla, California 92037",Scripps Clinic,I4210146328,2
W1482636423,Metapyrocatechase,1968-05-01,104,journal-article,5651642,1,A5041617760,Mitsuhiro Nozaki,,,,1
W1482636423,Metapyrocatechase,1968-05-01,104,journal-article,5651642,2,A5015026719,Katsuhiko Ono,,,,1
W1482636423,Metapyrocatechase,1968-05-01,104,journal-article,5651642,3,A5062513710,Takahiro Nakazawa,,,,1
