id,which_mesh,term,is_major_topic
W1579297325,1,Antineoplastic Agents,TRUE
W1579297325,2,Collagen,TRUE
W1579297325,3,"Drug Resistance, Neoplasm",TRUE
W1579297325,4,"Neoplasms, Experimental",TRUE
W1579297325,5,"Neovascularization, Pathologic",TRUE
W1579297325,6,Peptide Fragments,TRUE
W1579297325,7,Animals,FALSE
W1579297325,8,Antineoplastic Agents,FALSE
W1579297325,9,"Carcinoma, Lewis Lung",FALSE
W1579297325,10,"Carcinoma, Lewis Lung",FALSE
W1579297325,11,Collagen,FALSE
W1579297325,12,Cyclophosphamide,FALSE
W1579297325,13,Cyclophosphamide,FALSE
W1579297325,14,Endostatins,FALSE
W1579297325,15,Fibrosarcoma,FALSE
W1579297325,16,Fibrosarcoma,FALSE
W1579297325,17,"Melanoma, Experimental",FALSE
W1579297325,18,"Melanoma, Experimental",FALSE
W1579297325,19,Mice,FALSE
W1579297325,20,"Mice, Inbred C57BL",FALSE
W1579297325,21,"Neoplasm Recurrence, Local",FALSE
W1579297325,22,"Neoplasm Recurrence, Local",FALSE
W1579297325,23,Neoplasm Transplantation,FALSE
W1579297325,24,"Neoplasms, Experimental",FALSE
W1579297325,25,"Neoplasms, Experimental",FALSE
W1579297325,26,"Neoplasms, Experimental",FALSE
W1579297325,27,"Neoplasms, Experimental",FALSE
W1579297325,28,"Neovascularization, Pathologic",FALSE
W1579297325,29,"Neovascularization, Pathologic",FALSE
W1579297325,30,Peptide Fragments,FALSE
W1608218663,1,Archaeoglobus fulgidus,TRUE
W1608218663,2,"Genes, Archaeal",TRUE
W1608218663,3,Genome,TRUE
W1608218663,4,Archaeoglobus fulgidus,FALSE
W1608218663,5,Archaeoglobus fulgidus,FALSE
W1608218663,6,Archaeoglobus fulgidus,FALSE
W1608218663,7,Base Sequence,FALSE
W1608218663,8,Cell Division,FALSE
W1608218663,9,"DNA, Bacterial",FALSE
W1608218663,10,"DNA, Bacterial",FALSE
W1608218663,11,Energy Metabolism,FALSE
W1608218663,12,"Gene Expression Regulation, Bacterial",FALSE
W1608218663,13,Molecular Sequence Data,FALSE
W1608218663,14,Protein Biosynthesis,FALSE
W1608218663,15,"Transcription, Genetic",FALSE
W2162710298,1,Cyclic AMP Response Element-Binding Protein,TRUE
W2162710298,2,Nerve Growth Factors,TRUE
W2162710298,3,Neurons,TRUE
W2162710298,4,Animals,FALSE
W2162710298,5,Brain-Derived Neurotrophic Factor,FALSE
W2162710298,6,Brain-Derived Neurotrophic Factor,FALSE
W2162710298,7,Calcium,FALSE
W2162710298,8,Calcium,FALSE
W2162710298,9,Calcium-Calmodulin-Dependent Protein Kinases,FALSE
W2162710298,10,Calcium-Calmodulin-Dependent Protein Kinases,FALSE
W2162710298,11,Cyclic AMP Response Element-Binding Protein,FALSE
W2162710298,12,Cyclic AMP Response Element-Binding Protein,FALSE
W2162710298,13,"Genes, ras",FALSE
W2162710298,14,"Genes, ras",FALSE
W2162710298,15,Hippocampus,FALSE
W2162710298,16,Hippocampus,FALSE
W2162710298,17,In Vitro Techniques,FALSE
