id,abstract
https://openalex.org/W2014988241,"Pancreatic cancers use a novel glutamine metabolism pathway, regulated by oncogenic KRAS, to maintain redox balance; these findings add to the understanding of the mechanisms by which oncogenic alterations reprogram cellular metabolism to promote tumour growth. Pancreatic tumours often carry activating KRAS mutations. This study describes a novel KRAS-regulated pathway that is critical to the metabolism of glutamine by human pancreatic cancer cells and is required for tumour growth. The pathway appears to maintain redox homeostasis but is dispensable in normal cells, providing a possible avenue for pursuing antitumour compounds that might act in pancreatic ductal adenocarcinoma, an extremely aggressive cancer that is highly refractory to chemotherapy, radiation and targeted therapies. Cancer cells have metabolic dependencies that distinguish them from their normal counterparts1. Among these dependencies is an increased use of the amino acid glutamine to fuel anabolic processes2. Indeed, the spectrum of glutamine-dependent tumours and the mechanisms whereby glutamine supports cancer metabolism remain areas of active investigation. Here we report the identification of a non-canonical pathway of glutamine use in human pancreatic ductal adenocarcinoma (PDAC) cells that is required for tumour growth. Whereas most cells use glutamate dehydrogenase (GLUD1) to convert glutamine-derived glutamate into α-ketoglutarate in the mitochondria to fuel the tricarboxylic acid cycle, PDAC relies on a distinct pathway in which glutamine-derived aspartate is transported into the cytoplasm where it can be converted into oxaloacetate by aspartate transaminase (GOT1). Subsequently, this oxaloacetate is converted into malate and then pyruvate, ostensibly increasing the NADPH/NADP+ ratio which can potentially maintain the cellular redox state. Importantly, PDAC cells are strongly dependent on this series of reactions, as glutamine deprivation or genetic inhibition of any enzyme in this pathway leads to an increase in reactive oxygen species and a reduction in reduced glutathione. Moreover, knockdown of any component enzyme in this series of reactions also results in a pronounced suppression of PDAC growth in vitro and in vivo. Furthermore, we establish that the reprogramming of glutamine metabolism is mediated by oncogenic KRAS, the signature genetic alteration in PDAC, through the transcriptional upregulation and repression of key metabolic enzymes in this pathway. The essentiality of this pathway in PDAC and the fact that it is dispensable in normal cells may provide novel therapeutic approaches to treat these refractory tumours."
https://openalex.org/W2135665336,"Breast cancer is the most common cancer among women. Common variants at 27 loci have been identified as associated with susceptibility to breast cancer, and these account for ∼9% of the familial risk of the disease. We report here a meta-analysis of 9 genome-wide association studies, including 10,052 breast cancer cases and 12,575 controls of European ancestry, from which we selected 29,807 SNPs for further genotyping. These SNPs were genotyped in 45,290 cases and 41,880 controls of European ancestry from 41 studies in the Breast Cancer Association Consortium (BCAC). The SNPs were genotyped as part of a collaborative genotyping experiment involving four consortia (Collaborative Oncological Gene-environment Study, COGS) and used a custom Illumina iSelect genotyping array, iCOGS, comprising more than 200,000 SNPs. We identified SNPs at 41 new breast cancer susceptibility loci at genome-wide significance (P < 5 × 10(-8)). Further analyses suggest that more than 1,000 additional loci are involved in breast cancer susceptibility."
https://openalex.org/W2024809912,"Interindividual variation in mean leukocyte telomere length (LTL) is associated with cancer and several age-associated diseases. We report here a genome-wide meta-analysis of 37,684 individuals with replication of selected variants in an additional 10,739 individuals. We identified seven loci, including five new loci, associated with mean LTL (P < 5 × 10(-8)). Five of the loci contain candidate genes (TERC, TERT, NAF1, OBFC1 and RTEL1) that are known to be involved in telomere biology. Lead SNPs at two loci (TERC and TERT) associate with several cancers and other diseases, including idiopathic pulmonary fibrosis. Moreover, a genetic risk score analysis combining lead variants at all 7 loci in 22,233 coronary artery disease cases and 64,762 controls showed an association of the alleles associated with shorter LTL with increased risk of coronary artery disease (21% (95% confidence interval, 5-35%) per standard deviation in LTL, P = 0.014). Our findings support a causal role of telomere-length variation in some age-related diseases."
https://openalex.org/W2093141907,"The genome sequence and its analysis of the diploid wild wheat Triticum urartu (progenitor of the wheat A genome) represent a tool for studying the complex, polyploid wheat genomes and should be a valuable resource for the genetic improvement of wheat. The hexaploid genome of bread wheat Triticum aestivum, designated AABBDD, evolved as a result of hybridization between three ancestral grasses. Two papers published in the issue of Nature present genome sequences and analysis of two of these wheat progenitors. First, the genome sequence of the diploid wild wheat T. urartu (ancestor of the A genome), which resembles cultivated wheat more strongly than either Aegilops speltoides (the B ancestor) or Ae. tauschii (the D donor). And second, the Ae. tauschii genome, together with an analysis of its transcriptome. These genomes and their analyses will be powerful tools for the study of complex, polyploid wheat genomes and a valuable resource for genetic improvement of wheat. Bread wheat (Triticum aestivum, AABBDD) is one of the most widely cultivated and consumed food crops in the world. However, the complex polyploid nature of its genome makes genetic and functional analyses extremely challenging. The A genome, as a basic genome of bread wheat and other polyploid wheats, for example, T. turgidum (AABB), T. timopheevii (AAGG) and T. zhukovskyi (AAGGAmAm), is central to wheat evolution, domestication and genetic improvement1. The progenitor species of the A genome is the diploid wild einkorn wheat T. urartu2, which resembles cultivated wheat more extensively than do Aegilops speltoides (the ancestor of the B genome3) and Ae. tauschii (the donor of the D genome4), especially in the morphology and development of spike and seed. Here we present the generation, assembly and analysis of a whole-genome shotgun draft sequence of the T. urartu genome. We identified protein-coding gene models, performed genome structure analyses and assessed its utility for analysing agronomically important genes and for developing molecular markers. Our T. urartu genome assembly provides a diploid reference for analysis of polyploid wheat genomes and is a valuable resource for the genetic improvement of wheat."
https://openalex.org/W2133857310,"Stig Bojesen, Georgia Chenevix-Trench, Alison Dunning and colleagues report common variants at the TERT-CLPTM1L locus associated with mean telomere length measured in whole blood. They also identify associations at this locus to breast or ovarian cancer susceptibility and report functional studies in breast and ovarian cancer tissue and cell lines. TERT-locus SNPs and leukocyte telomere measures are reportedly associated with risks of multiple cancers. Using the Illumina custom genotyping array iCOGs, we analyzed ∼480 SNPs at the TERT locus in breast (n = 103,991), ovarian (n = 39,774) and BRCA1 mutation carrier (n = 11,705) cancer cases and controls. Leukocyte telomere measurements were also available for 53,724 participants. Most associations cluster into three independent peaks. The minor allele at the peak 1 SNP rs2736108 associates with longer telomeres (P = 5.8 × 10−7), lower risks for estrogen receptor (ER)-negative (P = 1.0 × 10−8) and BRCA1 mutation carrier (P = 1.1 × 10−5) breast cancers and altered promoter assay signal. The minor allele at the peak 2 SNP rs7705526 associates with longer telomeres (P = 2.3 × 10−14), higher risk of low-malignant-potential ovarian cancer (P = 1.3 × 10−15) and greater promoter activity. The minor alleles at the peak 3 SNPs rs10069690 and rs2242652 increase ER-negative (P = 1.2 × 10−12) and BRCA1 mutation carrier (P = 1.6 × 10−14) breast and invasive ovarian (P = 1.3 × 10−11) cancer risks but not via altered telomere length. The cancer risk alleles of rs2242652 and rs10069690, respectively, increase silencing and generate a truncated TERT splice variant."
https://openalex.org/W2004429375,"Rosalind Eeles and colleagues report meta-analysis of genome-wide association studies for prostate cancer and genotyping on the custom iCOGS array in 25,074 cases and 24,272 controls from 32 studies available in the PRACTICAL Consortium. They identify 23 new prostate cancer susceptibility loci, 20 of which are associated with both aggressive and non-aggressive disease. Prostate cancer is the most frequently diagnosed cancer in males in developed countries. To identify common prostate cancer susceptibility alleles, we genotyped 211,155 SNPs on a custom Illumina array (iCOGS) in blood DNA from 25,074 prostate cancer cases and 24,272 controls from the international PRACTICAL Consortium. Twenty-three new prostate cancer susceptibility loci were identified at genome-wide significance (P < 5 × 10−8). More than 70 prostate cancer susceptibility loci, explaining ∼30% of the familial risk for this disease, have now been identified. On the basis of combined risks conferred by the new and previously known risk loci, the top 1% of the risk distribution has a 4.7-fold higher risk than the average of the population being profiled. These results will facilitate population risk stratification for clinical studies."
https://openalex.org/W2094596285,
https://openalex.org/W2132559433,"Montserrat Garcia-Closas and colleagues report a meta-analysis of three genome-wide association studies for estrogen receptor (ER)-negative breast cancer, including 4,193 ER-negative breast cancer cases and 35,194 controls, with replication using the iCOGS custom genotyping array in 40 studies, including 6,514 cases and 41,455 controls. They identify four loci associated with ER-negative but not ER-positive breast cancer. Estrogen receptor (ER)-negative tumors represent 20–30% of all breast cancers, with a higher proportion occurring in younger women and women of African ancestry1. The etiology2 and clinical behavior3 of ER-negative tumors are different from those of tumors expressing ER (ER positive), including differences in genetic predisposition4. To identify susceptibility loci specific to ER-negative disease, we combined in a meta-analysis 3 genome-wide association studies of 4,193 ER-negative breast cancer cases and 35,194 controls with a series of 40 follow-up studies (6,514 cases and 41,455 controls), genotyped using a custom Illumina array, iCOGS, developed by the Collaborative Oncological Gene-environment Study (COGS). SNPs at four loci, 1q32.1 (MDM4, P = 2.1 × 10−12 and LGR6, P = 1.4 × 10−8), 2p24.1 (P = 4.6 × 10−8) and 16q12.2 (FTO, P = 4.0 × 10−8), were associated with ER-negative but not ER-positive breast cancer (P > 0.05). These findings provide further evidence for distinct etiological pathways associated with invasive ER-positive and ER-negative breast cancers."
https://openalex.org/W2105369704,"Paul Pharoah, Joellen Schildkraut, Thomas Sellers and colleagues report a meta-analysis of genome-wide association studies for epithelial ovarian cancer and genotyping using the iCOGS array in 18,174 cases and 26,134 controls from 43 studies from the Ovarian Cancer Association Consortium. They identify three new ovarian cancer susceptibility loci, including one specific to the serous subtype, and their integrated molecular analysis of genes and regulatory regions at these loci suggests disease mechanisms. Genome-wide association studies (GWAS) have identified four susceptibility loci for epithelial ovarian cancer (EOC), with another two suggestive loci reaching near genome-wide significance. We pooled data from a GWAS conducted in North America with another GWAS from the UK. We selected the top 24,551 SNPs for inclusion on the iCOGS custom genotyping array. We performed follow-up genotyping in 18,174 individuals with EOC (cases) and 26,134 controls from 43 studies from the Ovarian Cancer Association Consortium. We validated the two loci at 3q25 and 17q21 that were previously found to have associations close to genome-wide significance and identified three loci newly associated with risk: two loci associated with all EOC subtypes at 8q21 (rs11782652, P = 5.5 × 10−9) and 10p12 (rs1243180, P = 1.8 × 10−8) and another locus specific to the serous subtype at 17q12 (rs757210, P = 8.1 × 10−10). An integrated molecular analysis of genes and regulatory regions at these loci provided evidence for functional mechanisms underlying susceptibility and implicated CHMP4C in the pathogenesis of ovarian cancer."
https://openalex.org/W2067800798,
