id,abstract
https://openalex.org/W1967087625,"Background The identification of human disease-related microRNAs (disease miRNAs) is important for further investigating their involvement in the pathogenesis of diseases. More experimentally validated miRNA-disease associations have been accumulated recently. On the basis of these associations, it is essential to predict disease miRNAs for various human diseases. It is useful in providing reliable disease miRNA candidates for subsequent experimental studies. Methodology/Principal Findings It is known that miRNAs with similar functions are often associated with similar diseases and vice versa. Therefore, the functional similarity of two miRNAs has been successfully estimated by measuring the semantic similarity of their associated diseases. To effectively predict disease miRNAs, we calculated the functional similarity by incorporating the information content of disease terms and phenotype similarity between diseases. Furthermore, the members of miRNA family or cluster are assigned higher weight since they are more probably associated with similar diseases. A new prediction method, HDMP, based on weighted k most similar neighbors is presented for predicting disease miRNAs. Experiments validated that HDMP achieved significantly higher prediction performance than existing methods. In addition, the case studies examining prostatic neoplasms, breast neoplasms, and lung neoplasms, showed that HDMP can uncover potential disease miRNA candidates. Conclusions The superior performance of HDMP can be attributed to the accurate measurement of miRNA functional similarity, the weight assignment based on miRNA family or cluster, and the effective prediction based on weighted k most similar neighbors. The online prediction and analysis tool is freely available at http://nclab.hit.edu.cn/hdmpred."
https://openalex.org/W2074431057,"Background Night work has been reported to be associated with various mental disorders and complaints. We investigated relationships between night work and anxiety, depression, insomnia, sleepiness and fatigue among Norwegian nurses. Methods The study design was cross-sectional, based on validated self-assessment questionnaires. A total of 5400 nurses were invited to participate in a health survey through the Norwegian Nurses' Organization, whereof 2059 agreed to participate (response rate 38.1%). Nurses completed a questionnaire containing items on demographic variables (gender, age, years of experience as a nurse, marital status and children living at home), work schedule, anxiety/depression (Hospital Anxiety and Depression Scale), insomnia (Bergen Insomnia Scale), sleepiness (Epworth Sleepiness Scale) and fatigue (Fatigue Questionnaire). They were also asked to report number of night shifts in the last 12 months (NNL). First, the parameters were compared between nurses i) never working nights, ii) currently working nights, and iii) previously working nights, using binary logistic regression analyses. Subsequently, a cumulative approach was used investigating associations between NNL with the continuous scores on the same dependent variables in hierarchical multiple regression analyses. Results Nurses with current night work were more often categorized with insomnia (OR = 1.48, 95% CI = 1.10–1.99) and chronic fatigue (OR = 1.78, 95% CI = 1.02–3.11) than nurses with no night work experience. Previous night work experience was also associated with insomnia (OR = 1.45, 95% CI = 1.04–2.02). NNL was not associated with any parameters in the regression analyses. Conclusion Nurses with current or previous night work reported more insomnia than nurses without any night work experience, and current night work was also associated with chronic fatigue. Anxiety, depression and sleepiness were not associated with night work, and no cumulative effect of night shifts during the last 12 months was found on any parameters."
https://openalex.org/W1986493181,"Training in action video games can increase the speed of perceptual processing. However, it is unknown whether video-game training can lead to broad-based changes in higher-level competencies such as cognitive flexibility, a core and neurally distributed component of cognition. To determine whether video gaming can enhance cognitive flexibility and, if so, why these changes occur, the current study compares two versions of a real-time strategy (RTS) game. Using a meta-analytic Bayes factor approach, we found that the gaming condition that emphasized maintenance and rapid switching between multiple information and action sources led to a large increase in cognitive flexibility as measured by a wide array of non-video gaming tasks. Theoretically, the results suggest that the distributed brain networks supporting cognitive flexibility can be tuned by engrossing video game experience that stresses maintenance and rapid manipulation of multiple information sources. Practically, these results suggest avenues for increasing cognitive function."
https://openalex.org/W1965662714,"Experimental stress has been shown to have analgesic as well as allodynic effect in animals. Despite the obvious negative influence of stress in clinical pain conditions, stress-induced alteration of pain sensitivity has not been tested in humans so far. Therefore, we tested changes of pain sensitivity using an experimental stressor in ten female healthy subjects and 13 female patients with fibromyalgia.Multiple sensory aspects of pain were evaluated in all participants with the help of the quantitative sensory testing protocol before (60 min) and after (10 and 90 min) inducing psychological stress with a standardized psychosocial stress test (""Trier Social Stress Test"").Both healthy subjects and patients with fibromyalgia showed stress-induced enhancement of pain sensitivity in response to thermal stimuli. However, only patients showed increased sensitivity in response to pressure pain.Our results provide evidence for stress-induced allodynia/hyperalgesia in humans for the first time and suggest differential underlying mechanisms determining response to stressors in healthy subjects and patients suffering from chronic pain. Possible mechanisms of the interplay of stress and mediating factors (e.g. cytokines, cortisol) on pain sensitivity are mentioned. Future studies should help understand better how stress impacts on chronic pain conditions."
https://openalex.org/W2013025375,"HIV stigma is a contributing factor to poor patient outcomes. Although HIV stigma has been documented, its impact on patient well-being in the southern US is not well understood.Thirty-two adults participated in cognitive interviews after completing the Berger HIV or the Van Rie stigma scale. Participant responses were probed to ensure the scales accurately measured stigma and to assess the impact stigma had on behavior.Three main themes emerged regarding HIV stigma: (1) negative attitudes, fear of contagion, and misperceptions about transmission; (2) acts of discrimination by families, friends, health care providers, and within the workplace; and (3) participants' use of self-isolation as a coping mechanism. Overwhelming reluctance to disclose a person's HIV status made identifying enacted stigma with a quantitative scale difficult.Fear of discrimination resulted in participants isolating themselves from friends or experiences to avoid disclosure. Participant unwillingness to disclose their HIV status to friends and family could lead to an underestimation of enacted HIV stigma in quantitative scales."
https://openalex.org/W2072386674,"Rationale TGF-β, a mediator of pulmonary fibrosis, is a genetic modifier of CF respiratory deterioration. The mechanistic relationship between TGF-β signaling and CF lung disease has not been determined. Objective To investigate myofibroblast differentiation in CF lung tissue as a novel pathway by which TGF-β signaling may contribute to pulmonary decline, airway remodeling and tissue fibrosis. Methods Lung samples from CF and non-CF subjects were analyzed morphometrically for total TGF-β1, TGF-β signaling (Smad2 phosphorylation), myofibroblast differentiation (α-smooth muscle actin), and collagen deposition (Masson trichrome stain). Results TGF-β signaling and fibrosis are markedly increased in CF (p<0.01), and the presence of myofibroblasts is four-fold higher in CF vs. normal lung tissue (p<0.005). In lung tissue with prominent TGF-β signaling, both myofibroblast differentiation and tissue fibrosis are significantly augmented (p<0.005). Conclusions These studies establish for the first time that a pathogenic mechanism described previously in pulmonary fibrosis is also prominent in cystic fibrosis lung disease. The presence of TGF-β dependent signaling in areas of prominent myofibroblast proliferation and fibrosis in CF suggests that strategies under development for other pro-fibrotic lung conditions may also be evaluated for use in CF."
https://openalex.org/W2007910709,"The corn planthopper, Peregrinus maidis, is a major pest of agronomically-important crops. Peregrinus maidis has a large geographical distribution and transmits Maize mosaic rhabdovirus (MMV) and Maize stripe tenuivirus (MSpV). The objective of this study was to develop effective RNAi methods for P. maidis. Vacuolar-ATPase (V-ATPase) is an essential enzyme for hydrolysis of ATP and for transport of protons out of cells thereby maintaining membrane ion balance, and it has been demonstrated to be an efficacious target for RNAi in other insects. In this study, two genes encoding subunits of P. maidis V-ATPase (V-ATPase B and V-ATPase D) were chosen as RNAi target genes. The open reading frames of V-ATPase B and D were generated and used for constructing dsRNA fragments. Experiments were conducted using oral delivery and microinjection of V-ATPase B and V-ATPase D dsRNA to investigate the effectiveness of RNAi in P. maidis. Real-time quantitative reverse transcriptase-PCR (qRT-PCR) analysis indicated that microinjection of V-ATPase dsRNA led to a minimum reduction of 27-fold in the normalized abundance of V-ATPase transcripts two days post injection, while ingestion of dsRNA resulted in a two-fold reduction after six days of feeding. While both methods of dsRNA delivery resulted in knockdown of target transcripts, the injection method was more rapid and effective. The reduction in V-ATPase transcript abundance resulted in observable phenotypes. Specifically, the development of nymphs injected with 200 ng of either V-ATPase B or D dsRNA was impaired, resulting in higher mortality and lower fecundity than control insects injected with GFP dsRNA. Microscopic examination of these insects revealed that female reproductive organs did not develop normally. The successful development of RNAi in P. maidis to target specific genes will enable the development of new insect control strategies and functional analysis of vital genes and genes associated with interactions between P. maidis and MMV."
https://openalex.org/W2062897910,"Numerous copies of endogenous retroviruses are present in the genome of mammals including man. Although most of them are defective, some, e.g., the human endogenous retroviruses HERV-K, were found to be expressed under certain physiological conditions. For instance, HERV-K is expressed in germ cell tumours and melanomas as well as in the placenta. Most exogenous retroviruses including the human immunodeficiency virus HIV-1 induce severe immunodeficiencies and there is increasing evidence that the transmembrane envelope (TM) proteins of these retroviruses may be involved. We show here that HERV-K particles released from a human teratocarcinoma cell line, a recombinant TM protein and a peptide corresponding to a highly conserved so-called immunosuppressive domain in the TM protein of HERV-K inhibit the proliferation of human immune cells, induce modulation of the expression of numerous cytokines, and modulate the expression of cellular genes as detected by a microarray analysis. The changes in cytokine release and gene expression induced by the TM protein of HERV-K are similar to those found previously induced by the TM protein of HIV-1. These data suggest that the mechanism of immunosuppression may be similar for different retroviruses and that the expression of the TM protein in tumours and in the placenta may suppress immune responses and thus prevent rejection of the tumour and the embryo."
https://openalex.org/W1995845338,"Previous studies have suggested that some pet dogs respond to their owners’ hypoglycaemic state. Here, we show that trained glycaemia alert dogs placed with clients living with diabetes afford significant improvements to owner well-being. We investigated whether trained dogs reliably respond to their owners’ hypoglycaemic state, and whether owners experience facilitated tightened glycaemic control, and wider psychosocial benefits. Since obtaining their dog, all seventeen clients studied reported positive effects including reduced paramedic call outs, decreased unconscious episodes and improved independence. Owner-recorded data showed that dogs alerted their owners, with significant, though variable, accuracy at times of low and high blood sugar. Eight out of the ten dogs (for which owners provided adequate records) responded consistently more often when their owner’s blood sugars were reported to be outside, than within, target range. Comparison of nine clients’ routine records showed significant overall change after obtaining their dogs, with seven clients recording a significantly higher proportion of routine tests within target range after obtaining a dog. HbA1C showed a small, non significant reduction after dog allocation. Based on owner-reported data we have shown, for the first time, that trained detection dogs perform above chance level. This study points to the potential value of alert dogs, for increasing glycaemic control, client independence and consequent quality of life and even reducing the costs of long-term health care."
https://openalex.org/W2164354285,"Protein tyrosine phosphatase non-receptor type 22 (PTPN22) is a negative regulator of T-cell activation associated with several autoimmune diseases, including systemic lupus erythematosus (SLE). Missense rs2476601 is associated with SLE in individuals with European ancestry. Since the rs2476601 risk allele frequency differs dramatically across ethnicities, we assessed robustness of PTPN22 association with SLE and its clinical sub-phenotypes across four ethnically diverse populations. Ten SNPs were genotyped in 8220 SLE cases and 7369 controls from in European-Americans (EA), African-Americans (AA), Asians (AS), and Hispanics (HS). We performed imputation-based association followed by conditional analysis to identify independent associations. Significantly associated SNPs were tested for association with SLE clinical sub-phenotypes, including autoantibody profiles. Multiple testing was accounted for by using false discovery rate. We successfully imputed and tested allelic association for 107 SNPs within the PTPN22 region and detected evidence of ethnic-specific associations from EA and HS. In EA, the strongest association was at rs2476601 (P = 4.7×10−9, OR = 1.40 (95% CI = 1.25–1.56)). Independent association with rs1217414 was also observed in EA, and both SNPs are correlated with increased European ancestry. For HS imputed intronic SNP, rs3765598, predicted to be a cis-eQTL, was associated (P = 0.007, OR = 0.79 and 95% CI = 0.67–0.94). No significant associations were observed in AA or AS. Case-only analysis using lupus-related clinical criteria revealed differences between EA SLE patients positive for moderate to high titers of IgG anti-cardiolipin (aCL IgG >20) versus negative aCL IgG at rs2476601 (P = 0.012, OR = 1.65). Association was reinforced when these cases were compared to controls (P = 2.7×10−5, OR = 2.11). Our results validate that rs2476601 is the most significantly associated SNP in individuals with European ancestry. Additionally, rs1217414 and rs3765598 may be associated with SLE. Further studies are required to confirm the involvement of rs2476601 with aCL IgG."
