id,abstract
https://openalex.org/W4295929648,
https://openalex.org/W4295951576,"Ferroptosis is a type of cell death caused by radical-driven lipid peroxidation, leading to membrane damage and rupture. Here we show that enzymatically produced sulfane sulfur (S0) species, specifically hydropersulfides, scavenge endogenously generated free radicals and, thereby, suppress lipid peroxidation and ferroptosis. By providing sulfur for S0 biosynthesis, cysteine can support ferroptosis resistance independently of the canonical GPX4 pathway. Our results further suggest that hydropersulfides terminate radical chain reactions through the formation and self-recombination of perthiyl radicals. The autocatalytic regeneration of hydropersulfides may explain why low micromolar concentrations of persulfides suffice to produce potent cytoprotective effects on a background of millimolar concentrations of glutathione. We propose that increased S0 biosynthesis is an adaptive cellular response to radical-driven lipid peroxidation, potentially representing a primordial radical protection system."
https://openalex.org/W4295929883,"Abstract Fecal microbiota transplantation (FMT) is a therapeutic intervention for inflammatory diseases of the gastrointestinal tract, but its clinical mode of action and subsequent microbiome dynamics remain poorly understood. Here we analyzed metagenomes from 316 FMTs, sampled pre and post intervention, for the treatment of ten different disease indications. We quantified strain-level dynamics of 1,089 microbial species, complemented by 47,548 newly constructed metagenome-assembled genomes. Donor strain colonization and recipient strain resilience were mostly independent of clinical outcomes, but accurately predictable using LASSO-regularized regression models that accounted for host, microbiome and procedural variables. Recipient factors and donor–recipient complementarity, encompassing entire microbial communities to individual strains, were the main determinants of strain population dynamics, providing insights into the underlying processes that shape the post-FMT gut microbiome. Applying an ecology-based framework to our findings indicated parameters that may inform the development of more effective, targeted microbiome therapies in the future, and suggested how patient stratification can be used to enhance donor microbiota colonization or the displacement of recipient microbes in clinical practice."
https://openalex.org/W4296025922,"The common view is that T lymphocytes activate telomerase to delay senescence. Here we show that some T cells (primarily naïve and central memory cells) elongated telomeres by acquiring telomere vesicles from antigen-presenting cells (APCs) independently of telomerase action. Upon contact with these T cells, APCs degraded shelterin to donate telomeres, which were cleaved by the telomere trimming factor TZAP, and then transferred in extracellular vesicles at the immunological synapse. Telomere vesicles retained the Rad51 recombination factor that enabled telomere fusion with T-cell chromosome ends lengthening them by an average of ~3,000 base pairs. Thus, there are antigen-specific populations of T cells whose ageing fate decisions are based on telomere vesicle transfer upon initial contact with APCs. These telomere-acquiring T cells are protected from senescence before clonal division begins, conferring long-lasting immune protection."
https://openalex.org/W4296038329,"The Natural Product Domain Seeker (NaPDoS) webtool detects and classifies ketosynthase (KS) and condensation domains from genomic, metagenomic, and amplicon sequence data. Unlike other tools, a phylogeny-based classification scheme is used to make broader predictions about the polyketide synthase (PKS) and nonribosomal peptide synthetase (NRPS) genes in which these domains are found. NaPDoS is particularly useful for the analysis of incomplete biosynthetic genes or gene clusters, as are often observed in poorly assembled genomes and metagenomes, or when loci are not clustered, as in eukaryotic genomes. To help support the growing interest in sequence-based analyses of natural product biosynthetic diversity, here we introduce version 2 of the webtool, NaPDoS2, available at http://napdos.ucsd.edu/napdos2. This update includes the addition of 1417 KS sequences, representing a major expansion of the taxonomic and functional diversity represented in the webtool database. The phylogeny-based KS classification scheme now recognizes 41 class and subclass assignments, including new type II PKS subclasses. Workflow modifications accelerate run times, allowing larger datasets to be analyzed. In addition, default parameters were established using statistical validation tests to maximize KS detection and classification accuracy while minimizing false positives. We further demonstrate the applications of NaPDoS2 to assess PKS biosynthetic potential using genomic, metagenomic, and PCR amplicon datasets. These examples illustrate how NaPDoS2 can be used to predict biosynthetic potential and detect genes involved in the biosynthesis of specific structure classes or new biosynthetic mechanisms."
https://openalex.org/W4295950911,"The liver has been studied extensively due to the broad number of diseases affecting its vital functions. However, therapeutic advances have been hampered by the lack of knowledge concerning human hepatic development. Here, we addressed this limitation by describing the developmental trajectories of different cell types that make up the human liver at single-cell resolution. These transcriptomic analyses revealed that sequential cell-to-cell interactions direct functional maturation of hepatocytes, with non-parenchymal cells playing essential roles during organogenesis. We utilized this information to derive bipotential hepatoblast organoids and then exploited this model system to validate the importance of signalling pathways in hepatocyte and cholangiocyte specification. Further insights into hepatic maturation also enabled the identification of stage-specific transcription factors to improve the functionality of hepatocyte-like cells generated from human pluripotent stem cells. Thus, our study establishes a platform to investigate the basic mechanisms directing human liver development and to produce cell types for clinical applications."
https://openalex.org/W4295929825,"Results from clinical trials can be deemed trustworthy only if they are properly conducted and their methods are fully reported. The SPIRIT and CONSORT checklists, which have improved clinical trial design, conduct and reporting, are being updated to reflect recent advances and improve the assessment of healthcare interventions."
https://openalex.org/W4296039169,"Accurate identification and effective removal of unwanted variation is essential to derive meaningful biological results from RNA sequencing (RNA-seq) data, especially when the data come from large and complex studies. Using RNA-seq data from The Cancer Genome Atlas (TCGA), we examined several sources of unwanted variation and demonstrate here how these can significantly compromise various downstream analyses, including cancer subtype identification, association between gene expression and survival outcomes and gene co-expression analysis. We propose a strategy, called pseudo-replicates of pseudo-samples (PRPS), for deploying our recently developed normalization method, called removing unwanted variation III (RUV-III), to remove the variation caused by library size, tumor purity and batch effects in TCGA RNA-seq data. We illustrate the value of our approach by comparing it to the standard TCGA normalizations on several TCGA RNA-seq datasets. RUV-III with PRPS can be used to integrate and normalize other large transcriptomic datasets coming from multiple laboratories or platforms."
https://openalex.org/W4296029724,"Here we introduce a mostly natural sequencing-by-synthesis (mnSBS) method for single-cell RNA sequencing (scRNA-seq), adapted to the Ultima genomics platform, and systematically benchmark it against current scRNA-seq technology. mnSBS uses mostly natural, unmodified nucleotides and only a low fraction of fluorescently labeled nucleotides, which allows for high polymerase processivity and lower costs. We demonstrate successful application in four scRNA-seq case studies of different technical and biological types, including 5' and 3' scRNA-seq, human peripheral blood mononuclear cells from a single individual and in multiplex, as well as Perturb-Seq. Benchmarking shows that results from mnSBS-based scRNA-seq are very similar to those using Illumina sequencing, with minor differences in results related to the position of reads relative to annotated gene boundaries, owing to single-end reads of Ultima being closer to gene ends than reads from Illumina. The method is thus compatible with state-of-the-art scRNA-seq libraries independent of the sequencing technology. We expect mnSBS to be of particular utility for cost-effective large-scale scRNA-seq projects."
https://openalex.org/W4296033645,"Mesenchymal stromal cells (MSCs) are attractive candidates for treating hepatic disorders given their potential to enhance liver regeneration and function. The paracrine paradigm may be involved in the mechanism of MSC-based therapy, and exosomes (Exo) play an important role in this paracrine activity. Hypoxia significantly improves the effectiveness of MSC transplantation. However, whether hypoxia preconditioned MSCs (Hp-MSCs) can enhance liver regeneration, and whether this enhancement is mediated by Exo, are unknown. In this study, mouse bone marrow-derived MSCs (BM-MSCs) and secreted Exo were injected through the tail vein. We report that Hp-MSCs promote liver regeneration after partial hepatectomy in mice through their secreted exosomes. Interestingly, MSC-Exo were concentrated in liver 6 h after administration and mainly taken up by macrophages, but not hepatocytes. Compared with normoxic MSC-Exo (N-Exo), hypoxic MSC-Exo (Hp-Exo) enhanced M2 macrophage polarization both in vivo and in vitro. Microarray analysis revealed significant enrichment of microRNA (miR)-182-5p in Hp-Exo compared with that in N-Exo. In addition, miR-182-5p knockdown partially abolished the beneficial effect of Hp-Exo. Finally, Hp-MSC-derived exosomal miR-182-5p inhibited theprotein expression of forkhead box transcription factor 1 (FOXO1) in macrophages, which inhibited toll-like receptor 4 (TLR4) expression and subsequently induced an anti-inflammatory response. These results highlight the therapeutic potential of Hp-Exo in liver regeneration and suggest that miR-182-5p from Hp-Exo facilitates macrophage polarization during liver regeneration by modulating the FOXO1/TLR4 signaling pathway."
