id,abstract
https://openalex.org/W4248259718,"Mesenchymal stem cells can give rise to several cell types, but varying results depending on isolation methods and tissue source have led to controversies about their usefulness in clinical medicine. Here we show that vascular endothelial cells can transform into multipotent stem-like cells by an activin-like kinase-2 (ALK2) receptor-dependent mechanism. In lesions from individuals with fibrodysplasia ossificans progressiva (FOP), a disease in which heterotopic ossification occurs as a result of activating ALK2 mutations, or from transgenic mice expressing constitutively active ALK2, chondrocytes and osteoblasts expressed endothelial markers. Lineage tracing of heterotopic ossification in mice using a Tie2-Cre construct also suggested an endothelial origin of these cell types. Expression of constitutively active ALK2 in endothelial cells caused endothelial-to-mesenchymal transition and acquisition of a stem cell-like phenotype. Similar results were obtained by treatment of untransfected endothelial cells with the ligands transforming growth factor-β2 (TGF-β2) or bone morphogenetic protein-4 (BMP4) in an ALK2-dependent manner. These stem-like cells could be triggered to differentiate into osteoblasts, chondrocytes or adipocytes. We suggest that conversion of endothelial cells to stem-like cells may provide a new approach to tissue engineering."
https://openalex.org/W2097497116,
https://openalex.org/W1996376317,"Recent studies indicate that a subset of cancer cells possessing stem cell properties, referred to as cancer-initiating or cancer stem cells (CSCs), have crucial roles in tumor initiation, metastasis and resistance to anticancer therapies. Transforming growth factor (TGF)-β and their family members have been implicated in both normal (embryonic and somatic) stem cells and CSCs. In this study, we observed that exposure to TGF-β increased the population of breast cancer (BC) cells that can form mammospheres in suspension, a feature endowed by stem cells. This was mediated by the micro (mi)RNA family miR-181, which was upregulated by TGF-β at the post-transcriptional level. Levels of the miR-181 family members were elevated in mammospheres grown in undifferentiating conditions, compared with cells grown in two-dimensional conditions. Ataxia telangiectasia mutated (ATM), a target gene of miR-181, exhibited reduced expression in mammospheres and upon TGF-β treatment. Overexpression of miR-181a/b, or depletion of ATM or its substrate CHK2, was sufficient to induce sphere formation in BC cells. Finally, knockdown of ATM enhanced in vivo tumorigenesis of the MDA361 BC cells. Our results elucidate a novel mechanism through which the TGF-β pathway regulates the CSC property by interfering with the tumor suppressor ATM, providing insights into the cellular and environmental factors regulating CSCs, which may guide future studies on therapeutic strategies targeting these cells."
https://openalex.org/W2095887087,"Increased motility and invasiveness of pancreatic cancer cells are associated with epithelial to mesenchymal transition (EMT). Snai1 and Slug are zinc-finger transcription factors that trigger this process by repressing E-cadherin and enhancing vimentin and N-cadherin protein expression. However, the mechanisms that regulate this activation in pancreatic tumors remain elusive. MUC1, a transmembrane mucin glycoprotein, is associated with the most invasive forms of pancreatic ductal adenocarcinomas (PDA). In this study, we show that over expression of MUC1 in pancreatic cancer cells triggers the molecular process of EMT, which translates to increased invasiveness and metastasis. EMT was significantly reduced when MUC1 was genetically deleted in a mouse model of PDA or when all seven tyrosines in the cytoplasmic tail of MUC1 were mutated to phenylalanine (mutated MUC1 CT). Using proteomics, RT–PCR and western blotting, we revealed a significant increase in vimentin, Slug and Snail expression with repression of E-Cadherin in MUC1-expressing cells compared with cells expressing the mutated MUC1 CT. In the cells that carried the mutated MUC1 CT, MUC1 failed to co-immunoprecipitate with β-catenin and translocate to the nucleus, thereby blocking transcription of the genes associated with EMT and metastasis. Thus, functional tyrosines are critical in stimulating the interactions between MUC1 and β-catenin and their nuclear translocation to initiate the process of EMT. This study signifies the oncogenic role of MUC1 CT and is the first to identify a direct role of the MUC1 in initiating EMT during pancreatic cancer. The data may have implications in future design of MUC1-targeted therapies for pancreatic cancer."
https://openalex.org/W2097427157,"Background Host-associated microbes comprise an integral part of animal digestive systems and these interactions have a long evolutionary history. It has been hypothesized that the gastrointestinal microbiome of humans and other non-human primates may have played significant roles in host evolution by facilitating a range of dietary adaptations. We have undertaken a comparative sequencing survey of the gastrointestinal microbiomes of several non-human primate species, with the goal of better understanding how these microbiomes relate to the evolution of non-human primate diversity. Here we present a comparative analysis of gastrointestinal microbial communities from three different species of Old World wild monkeys. Methodology/Principal Findings We analyzed fecal samples from three different wild non-human primate species (black-and-white colobus [Colubus guereza], red colobus [Piliocolobus tephrosceles], and red-tailed guenon [Cercopithecus ascanius]). Three samples from each species were subjected to small subunit rRNA tag pyrosequencing. Firmicutes comprised the vast majority of the phyla in each sample. Other phyla represented were Bacterioidetes, Proteobacteria, Spirochaetes, Actinobacteria, Verrucomicrobia, Lentisphaerae, Tenericutes, Planctomycetes, Fibrobacateres, and TM7. Bray-Curtis similarity analysis of these microbiomes indicated that microbial community composition within the same primate species are more similar to each other than to those of different primate species. Comparison of fecal microbiota from non-human primates with microbiota of human stool samples obtained in previous studies revealed that the gut microbiota of these primates are distinct and reflect host phylogeny. Conclusion/Significance Our analysis provides evidence that the fecal microbiomes of wild primates co-vary with their hosts, and that this is manifested in higher intraspecies similarity among wild primate species, perhaps reflecting species specificity of the microbiome in addition to dietary influences. These results contribute to the limited body of primate microbiome studies and provide a framework for comparative microbiome analysis between human and non-human primates as well as a comparative evolutionary understanding of the human microbiome."
https://openalex.org/W2093344305,"Background The evolutionary origin of cooperation among unrelated individuals remains a key unsolved issue across several disciplines. Prominent among the several mechanisms proposed to explain how cooperation can emerge is the existence of a population structure that determines the interactions among individuals. Many models have explored analytically and by simulation the effects of such a structure, particularly in the framework of the Prisoner's Dilemma, but the results of these models largely depend on details such as the type of spatial structure or the evolutionary dynamics. Therefore, experimental work suitably designed to address this question is needed to probe these issues. Methods and Findings We have designed an experiment to test the emergence of cooperation when humans play Prisoner's Dilemma on a network whose size is comparable to that of simulations. We find that the cooperation level declines to an asymptotic state with low but nonzero cooperation. Regarding players' behavior, we observe that the population is heterogeneous, consisting of a high percentage of defectors, a smaller one of cooperators, and a large group that shares features of the conditional cooperators of public goods games. We propose an agent-based model based on the coexistence of these different strategies that is in good agreement with all the experimental observations. Conclusions In our large experimental setup, cooperation was not promoted by the existence of a lattice beyond a residual level (around 20%) typical of public goods experiments. Our findings also indicate that both heterogeneity and a “moody” conditional cooperation strategy, in which the probability of cooperating also depends on the player's previous action, are required to understand the outcome of the experiment. These results could impact the way game theory on graphs is used to model human interactions in structured groups."
https://openalex.org/W2144012199,
https://openalex.org/W2027200579,"In preimplantation mammalian development the transcription factor Sox2 (SRY-related HMG-box gene 2) forms a complex with Oct4 and functions in maintenance of self-renewal of the pluripotent inner cell mass (ICM). Previously it was shown that Sox2-/- embryos die soon after implantation. However, maternal Sox2 transcripts may mask an earlier phenotype. We investigated whether Sox2 is involved in controlling cell fate decisions at an earlier stage.We addressed the question of an earlier role for Sox2 using RNAi, which removes both maternal and embryonic Sox2 mRNA present during the preimplantation period. By depleting both maternal and embryonic Sox2 mRNA at the 2-cell stage and monitoring embryo development in vitro we show that, in the absence of Sox2, embryos arrest at the morula stage and fail to form trophectoderm (TE) or cavitate. Following knock-down of Sox2 via three different short interfering RNA (siRNA) constructs in 2-cell stage mouse embryos, we have shown that the majority of embryos (76%) arrest at the morula stage or slightly earlier and only 18.7-21% form blastocysts compared to 76.2-83% in control groups. In Sox2 siRNA-treated embryos expression of pluripotency associated markers Oct4 and Nanog remained unaffected, whereas TE associated markers Tead4, Yap, Cdx2, Eomes, Fgfr2, as well as Fgf4, were downregulated in the absence of Sox2. Apoptosis was also increased in Sox2 knock-down embryos. Rescue experiments using cell-permeant Sox2 protein resulted in increased blastocyst formation from 18.7% to 62.6% and restoration of Sox2, Oct4, Cdx2 and Yap protein levels in the rescued Sox2-siRNA blastocysts.We conclude that the first essential function of Sox2 in the preimplantation mouse embryo is to facilitate establishment of the trophectoderm lineage. Our findings provide a novel insight into the first differentiation event within the preimplantation embryo, namely the segregation of the ICM and TE lineages."
https://openalex.org/W1991473393,
https://openalex.org/W2072847924,
https://openalex.org/W1970307328,"PKA initiates and modulates the frequency of oscillations of Ca2+ and cAMP in insulin-secreting cells and itself oscillates to provide spatiotemporal control of downstream signals on the basis of diverse inputs. Many protein kinases are key nodal signaling molecules that regulate a wide range of cellular functions. These functions may require complex spatiotemporal regulation of kinase activities. Here, we show that protein kinase A (PKA), Ca2+ and cyclic AMP (cAMP) oscillate in sync in insulin-secreting MIN6 beta cells, forming a highly integrated oscillatory circuit. We found that PKA activity was essential for this oscillatory circuit and was capable of not only initiating the signaling oscillations but also modulating their frequency, thereby diversifying the spatiotemporal control of downstream signaling. Our findings suggest that exquisite temporal control of kinase activity, mediated via signaling circuits resulting from cross-regulation of signaling pathways, can encode diverse inputs into temporal parameters such as oscillation frequency, which in turn contribute to proper regulation of complex cellular functions in a context-dependent manner."
