id,abstract
https://openalex.org/W437024349,"Clinical trials that end prematurely (or ""terminate"") raise financial, ethical, and scientific concerns. The extent to which the results of such trials are disseminated and the reasons for termination have not been well characterized.A cross-sectional, descriptive study of terminated clinical trials posted on the ClinicalTrials.gov results database as of February 2013 was conducted. The main outcomes were to characterize the availability of primary outcome data on ClinicalTrials.gov and in the published literature and to identify the reasons for trial termination. Approximately 12% of trials with results posted on the ClinicalTrials.gov results database (905/7,646) were terminated. Most trials were terminated for reasons other than accumulated data from the trial (68%; 619/905), with an insufficient rate of accrual being the lead reason for termination among these trials (57%; 350/619). Of the remaining trials, 21% (193/905) were terminated based on data from the trial (findings of efficacy or toxicity) and 10% (93/905) did not specify a reason. Overall, data for a primary outcome measure were available on ClinicalTrials.gov and in the published literature for 72% (648/905) and 22% (198/905) of trials, respectively. Primary outcome data were reported on the ClinicalTrials.gov results database and in the published literature more frequently (91% and 46%, respectively) when the decision to terminate was based on data from the trial.Trials terminate for a variety of reasons, not all of which reflect failures in the process or an inability to achieve the intended goals. Primary outcome data were reported most often when termination was based on data from the trial. Further research is needed to identify best practices for disseminating the experience and data resulting from terminated trials in order to help ensure maximal societal benefit from the investments of trial participants and others involved with the study."
https://openalex.org/W1504375771,"Linkage maps are valuable tools in genetic and genomic studies. For sweet cherry, linkage maps have been constructed using mainly microsatellite markers (SSRs) and, recently, using single nucleotide polymorphism markers (SNPs) from a cherry 6K SNP array. Genotyping-by-sequencing (GBS), a new methodology based on high-throughput sequencing, holds great promise for identification of high number of SNPs and construction of high density linkage maps. In this study, GBS was used to identify SNPs from an intra-specific sweet cherry cross. A total of 8,476 high quality SNPs were selected for mapping. The physical position for each SNP was determined using the peach genome, Peach v1.0, as reference, and a homogeneous distribution of markers along the eight peach scaffolds was obtained. On average, 65.6% of the SNPs were present in genic regions and 49.8% were located in exonic regions. In addition to the SNPs, a group of SSRs was also used for construction of linkage maps. Parental and consensus high density maps were constructed by genotyping 166 siblings from a 'Rainier' x 'Rivedel' (Ra x Ri) cross. Using Ra x Ri population, 462, 489 and 985 markers were mapped into eight linkage groups in 'Rainier', 'Rivedel' and the Ra x Ri map, respectively, with 80% of mapped SNPs located in genic regions. Obtained maps spanned 549.5, 582.6 and 731.3 cM for 'Rainier', 'Rivedel' and consensus maps, respectively, with an average distance of 1.2 cM between adjacent markers for both 'Rainier' and 'Rivedel' maps and of 0.7 cM for Ra x Ri map. High synteny and co-linearity was observed between obtained maps and with Peach v1.0. These new high density linkage maps provide valuable information on the sweet cherry genome, and serve as the basis for identification of QTLs and genes relevant for the breeding of the species."
https://openalex.org/W403165401,"Single-molecule switching nanoscopy overcomes the diffraction limit of light by stochastically switching single fluorescent molecules on and off, and then localizing their positions individually. Recent advances in this technique have greatly accelerated the data acquisition speed and improved the temporal resolution of super-resolution imaging. However, it has not been quantified whether this speed increase comes at the cost of compromised image quality. The spatial and temporal resolution depends on many factors, among which laser intensity and camera speed are the two most critical parameters. Here we quantitatively compare the image quality achieved when imaging Alexa Fluor 647-immunolabeled microtubules over an extended range of laser intensities and camera speeds using three criteria – localization precision, density of localized molecules, and resolution of reconstructed images based on Fourier Ring Correlation. We found that, with optimized parameters, single-molecule switching nanoscopy at high speeds can achieve the same image quality as imaging at conventional speeds in a 5–25 times shorter time period. Furthermore, we measured the photoswitching kinetics of Alexa Fluor 647 from single-molecule experiments, and, based on this kinetic data, we developed algorithms to simulate single-molecule switching nanoscopy images. We used this software tool to demonstrate how laser intensity and camera speed affect the density of active fluorophores and influence the achievable resolution. Our study provides guidelines for choosing appropriate laser intensities for imaging Alexa Fluor 647 at different speeds and a quantification protocol for future evaluations of other probes and imaging parameters."
https://openalex.org/W1509422947,"Fibromyalgia Syndrome (FMS) is a persistent and debilitating disorder estimated to impair the quality of life of 2-4% of the population, with 9:1 female-to-male incidence ratio. FMS is an important representative example of central nervous system sensitization and is associated with abnormal brain activity. Key symptoms include chronic widespread pain, allodynia and diffuse tenderness, along with fatigue and sleep disturbance. The syndrome is still elusive and refractory. The goal of this study was to evaluate the effect of hyperbaric oxygen therapy (HBOT) on symptoms and brain activity in FMS.A prospective, active control, crossover clinical trial. Patients were randomly assigned to treated and crossover groups: The treated group patients were evaluated at baseline and after HBOT. Patients in the crossover-control group were evaluated three times: baseline, after a control period of no treatment, and after HBOT. Evaluations consisted of physical examination, including tender point count and pain threshold, extensive evaluation of quality of life, and single photon emission computed tomography (SPECT) imaging for evaluation of brain activity. The HBOT protocol comprised 40 sessions, 5 days/week, 90 minutes, 100% oxygen at 2ATA. Sixty female patients were included, aged 21-67 years and diagnosed with FMS at least 2 years earlier. HBOT in both groups led to significant amelioration of all FMS symptoms, with significant improvement in life quality. Analysis of SPECT imaging revealed rectification of the abnormal brain activity: decrease of the hyperactivity mainly in the posterior region and elevation of the reduced activity mainly in frontal areas. No improvement in any of the parameters was observed following the control period.The study provides evidence that HBOT can improve the symptoms and life quality of FMS patients. Moreover, it shows that HBOT can induce neuroplasticity and significantly rectify abnormal brain activity in pain related areas of FMS patients.ClinicalTrials.gov NCT01827683."
https://openalex.org/W420652368,"Possible benefits of barefoot running have been widely discussed in recent years. Uncertainty exists about which footwear strategy adequately simulates barefoot running kinematics. The objective of this study was to investigate the effects of athletic footwear with different minimalist strategies on running kinematics. Thirty-five distance runners (22 males, 13 females, 27.9 ± 6.2 years, 179.2 ± 8.4 cm, 73.4 ± 12.1 kg, 24.9 ± 10.9 km x week(-1)) performed a treadmill protocol at three running velocities (2.22, 2.78 and 3.33 m x s(-1)) using four footwear conditions: barefoot, uncushioned minimalist shoes, cushioned minimalist shoes, and standard running shoes. 3D kinematic analysis was performed to determine ankle and knee angles at initial foot-ground contact, rate of rear-foot strikes, stride frequency and step length. Ankle angle at foot strike, step length and stride frequency were significantly influenced by footwear conditions (p<0.001) at all running velocities. Posthoc pairwise comparisons showed significant differences (p<0.001) between running barefoot and all shod situations as well as between the uncushioned minimalistic shoe and both cushioned shoe conditions. The rate of rear-foot strikes was lowest during barefoot running (58.6% at 3.33 m x s(-1)), followed by running with uncushioned minimalist shoes (62.9%), cushioned minimalist (88.6%) and standard shoes (94.3%). Aside from showing the influence of shod conditions on running kinematics, this study helps to elucidate differences between footwear marked as minimalist shoes and their ability to mimic barefoot running adequately. These findings have implications on the use of footwear applied in future research debating the topic of barefoot or minimalist shoe running."
https://openalex.org/W1903786982,"Our society faces the pressing challenge of increasing agricultural production while minimizing negative consequences on ecosystems and the global climate. Indonesia, which has pledged to reduce greenhouse gas (GHG) emissions from deforestation while doubling production of several major agricultural commodities, exemplifies this challenge. Here we focus on palm oil, the world’s most abundant vegetable oil and a commodity that has contributed significantly to Indonesia’s economy. Most oil palm expansion in the country has occurred at the expense of forests, resulting in significant GHG emissions. We examine the extent to which land management policies can resolve the apparently conflicting goals of oil palm expansion and GHG mitigation in Kalimantan, a major oil palm growing region of Indonesia. Using a logistic regression model to predict the locations of new oil palm between 2010 and 2020 we evaluate the impacts of six alternative policy scenarios on future emissions. We estimate net emissions of 128.4–211.4 MtCO2 yr-1 under business as usual expansion of oil palm plantations. The impact of diverting new plantations to low carbon stock land depends on the design of the policy. We estimate that emissions can be reduced by 9-10% by extending the current moratorium on new concessions in primary forests and peat lands, 35% by limiting expansion on all peat and forestlands, 46% by limiting expansion to areas with moderate carbon stocks, and 55–60% by limiting expansion to areas with low carbon stocks. Our results suggest that these policies would reduce oil palm profits only moderately but would vary greatly in terms of cost-effectiveness of emissions reductions. We conclude that a carefully designed and implemented oil palm expansion plan can contribute significantly towards Indonesia’s national emissions mitigation goal, while allowing oil palm area to double."
https://openalex.org/W391959770,"Despite improvement in therapeutic strategies, median survival in advanced hepatocellular carcinoma (HCC) remains less than one year. Therefore, molecularly targeted compounds with less toxic profiles are needed. Xanthohumol (XN), a prenylated chalcone has been shown to have anti-proliferative effects in various cancers types in vitro. XN treatment in healthy mice and humans yielded favorable pharmacokinetics and bioavailability. Therefore, we determined to study the effects of XN and understand the mechanism of its action in HCC. The effects of XN on a panel of HCC cell lines were assessed for cell viability, colony forming ability, and cellular proliferation. Cell lysates were analyzed for pro-apoptotic (c-PARP and cleaved caspase-3) and anti-apoptotic markers (survivin, cyclin D1, and Mcl-1). XN concentrations of 5 μM and above significantly reduced the cell viability, colony forming ability and also confluency of all four HCC cell lines studied. Furthermore, growth suppression due to apoptosis was evidenced by increased expression of pro-apoptotic and reduced expression of anti-apoptotic proteins. Importantly, XN treatment inhibited the Notch signaling pathway as evidenced by the decrease in the expression of Notch1 and HES-1 proteins. Ectopic expression of Notch1 in HCC cells reverses the anti-proliferative effect of XN as evidenced by reduced growth suppression compared to control. Taken together these results suggested that XN mediated growth suppression is appeared to be mediated by the inhibition of the Notch signaling pathway. Therefore, our findings warrants further studies on XN as a potential agent for the treatment for HCC."
https://openalex.org/W390361523,"Introduction Injecting drug use is a primary driver of HIV epidemics in many countries. People who inject drugs (PWID) and are HIV infected are often doubly stigmatized and many encounter difficulties reducing risk behaviors. Prevention interventions for HIV-infected PWID that provide enhanced support at the individual, family, and community level to facilitate risk-reduction are needed. Methods 455 HIV-infected PWID and 355 of their HIV negative injecting network members living in 32 sub-districts in Thai Nguyen Province were enrolled. We conducted a two-stage randomization: First, sub-districts were randomized to either a community video screening and house-to-house visits or standard of care educational pamphlets. Second, within each sub-district, participants were randomized to receive either enhanced individual level post-test counseling and group support sessions or standard of care HIV testing and counseling. This resulted in four arms: 1) standard of care; 2) community level intervention; 3) individual level intervention; and 4) community plus individual intervention. Follow-up was conducted at 6, 12, 18, and 24 months. Primary outcomes were self-reported HIV injecting and sexual risk behaviors. Secondary outcomes included HIV incidence among HIV negative network members. Results Fewer participants reported sharing injecting equipment and unprotected sex from baseline to 24 months in all arms (77% to 4% and 24% to 5% respectively). There were no significant differences at the 24-month visit among the 4 arms (Wald = 3.40 (3 df); p = 0.33; Wald = 6.73 (3 df); p = 0.08). There were a total of 4 HIV seroconversions over 24 months with no significant difference between intervention and control arms. Discussion Understanding the mechanisms through which all arms, particularly the control arm, demonstrated both low risk behaviors and low HIV incidence has important implications for policy and prevention programming. Trial Registration ClinicalTrials.gov NCT01689545"
https://openalex.org/W409904893,"Quercetin and 2-Methoxyestradiol (2-ME) are promising anti-cancer substances. Our previous in vitro study showed that quercetin synergized with 2-Methoxyestradiol exhibiting increased antiproliferative and proapoptotic activity in both androgen-dependent LNCaP and androgen-independent PC-3 human prostate cancer cell lines. In the present study, we determined whether their combination could inhibit LNCaP and PC-3 xenograft tumor growth in vivo and explored the underlying mechanism. Human prostate cancer LNCaP and PC-3 cells were inoculated subcutaneously in male BALB/c nude mice. When xenograft tumors reached about 100 mm3, mice were randomly allocated to vehicle control, quercetin or 2-Methoxyestradiol singly treated and combination treatment groups. After therapeutic intervention for 4 weeks, combination treatment of quercetin and 2-ME i) significantly inhibited prostate cancer xenograft tumor growth by 46.8% for LNCaP and 51.3% for PC-3 as compared to vehicle control group, more effective than quercetin (28.4% for LNCaP, 24.8% for PC3) or 2-ME (32.1% for LNCaP, 28.9% for PC3) alone; ii) was well tolerated by BALB/c mice and no obvious toxic reactions were observed; iii) led to higher Bax/Bcl-2 ratio, cleaved caspase-3 protein expression and apoptosis rate; and iv) resulted in lower phosphorylated AKT (pAKT) protein level, vascular endothelial growth factor protein and mRNA expression, microvascular density and proliferation rate than single drug treatment. These effects were more remarkable compared to vehicle group. Therefore, combination of quercetin and 2-ME can serve as a novel clinical treatment regimen owning the potential of enhancing antitumor effect on prostate cancer in vivo and lessening the dose and side effects of either quercetin or 2-ME alone. These in vivo results will lay a further solid basis for subsequent researches on this novel therapeutic regimen in human prostate cancer."
https://openalex.org/W2211301921,"Evidence about the association between Bisphenol A (BPA) and the risk of recurrent miscarriage (RM) in human being is still limited.We evaluated the association of urinary BPA concentrations with RM in human being.A hospital-based 1:2 matched case-control study on RM was carried out in Suzhou and Kunshan in Jiangsu Province in China between August 2008 and November 2011. Total urinary BPA concentrations in 264 eligible urine samples (102 RM patients and 162 controls) were measured using liquid chromatography-tandem mass spectrometry (LC-MS/MS). The Wilcoxon test and conditional logistic regression were used to estimate the differences between the groups and odds ratios (OR) with 95% confidence intervals (CI), respectively.The median ± IQR (interquartile range) (P75-P25) values of non-creatinine-adjusted total urinary BPA levels in the RM patients and the controls were 1.66 ± 3.69 ng/ml and 0.58 ± 1.07 ng/ml, respectively (0.98 ± 2.67 μg/g Cr (creatinine) and 0.40 ± 0.77 μg/g Cr. The adjusted BPA level was significantly higher in the RM patients than in the controls (Wilcoxon test, Z = 4.476, P < 0.001). Higher level of urinary BPA was significantly associated with an increased risk of RM (P-trend < 0.001). Compared to the groups with urinary BPA levels less than 0.16 μg/g Cr, the women with levels of 0.40-0.93 μg/g Cr and 0.93 μg/g Cr or above had a significantly higher risk of RM (OR = 3.91, 95%CI: 1.23-12.45 and OR = 9.34, 95%CI: 3.06-28.44) that persisted after adjusting for confounding factors. The time from recently RM date to recruitment does not significantly influence the urinary BPA level (P = 0.090).Exposure to BPA may be associated with RM risk."
