pmid,date,mesh,journal,affil,athrs,pt,gr
27684063,NA,NA,"<Journal>  <ISSN IssnType=""Electronic"">1932-6203</ISSN>  <JournalIssue CitedMedium=""Internet"">    <Volume>11</Volume>    <Issue>9</Issue>    <PubDate>      <Year>2016</Year>    </PubDate>  </JournalIssue>  <Title>PloS one</Title>  <ISOAbbreviation>PLoS One</ISOAbbreviation></Journal>","<AffiliationInfo>  <Affiliation>Department of Biology, Queen's University, Kingston, Ontario, Canada, K7L 3N6.</Affiliation></AffiliationInfo>","<AuthorList CompleteYN=""Y"">  <Author ValidYN=""Y"">    <LastName>Qiu</LastName>    <ForeName>Shuang</ForeName>    <Initials>S</Initials>    <AffiliationInfo>      <Affiliation>Department of Biology, Queen's University, Kingston, Ontario, Canada, K7L 3N6.</Affiliation>    </AffiliationInfo>  </Author>  <Author ValidYN=""Y"">    <LastName>Xiao</LastName>    <ForeName>Chengfeng</ForeName>    <Initials>C</Initials>    <AffiliationInfo>      <Affiliation>Department of Biology, Queen's University, Kingston, Ontario, Canada, K7L 3N6.</Affiliation>    </AffiliationInfo>  </Author>  <Author ValidYN=""Y"">    <LastName>Robertson</LastName>    <ForeName>R Meldrum</ForeName>    <Initials>RM</Initials>    <AffiliationInfo>      <Affiliation>Department of Biology, Queen's University, Kingston, Ontario, Canada, K7L 3N6.</Affiliation>    </AffiliationInfo>  </Author></AuthorList>","<PublicationTypeList>  <PublicationType UI=""D016428"">Journal Article</PublicationType></PublicationTypeList>",NA
27684065,NA,NA,"<Journal>  <ISSN IssnType=""Electronic"">1932-6203</ISSN>  <JournalIssue CitedMedium=""Internet"">    <Volume>11</Volume>    <Issue>9</Issue>    <PubDate>      <Year>2016</Year>    </PubDate>  </JournalIssue>  <Title>PloS one</Title>  <ISOAbbreviation>PLoS One</ISOAbbreviation></Journal>","<AffiliationInfo>  <Affiliation>University of Medicine and Pharmacy of Craiova, Human Genomics Laboratory, 200638 Craiova, Romania.</Affiliation></AffiliationInfo>","<AuthorList CompleteYN=""Y"">  <Author ValidYN=""Y"">    <LastName>Streata</LastName>    <ForeName>Ioana</ForeName>    <Initials>I</Initials>    <AffiliationInfo>      <Affiliation>University of Medicine and Pharmacy of Craiova, Human Genomics Laboratory, 200638 Craiova, Romania.</Affiliation>    </AffiliationInfo>  </Author>  <Author ValidYN=""Y"">    <LastName>Weiner</LastName>    <ForeName>January</ForeName>    <Initials>J</Initials>    <Suffix>3rd</Suffix>    <AffiliationInfo>      <Affiliation>Max Planck Institute for Infection Biology, 10117 Berlin, Germany.</Affiliation>    </AffiliationInfo>  </Author>  <Author ValidYN=""Y"">    <LastName>Iannaconne</LastName>    <ForeName>Marco</ForeName>    <Initials>M</Initials>    <AffiliationInfo>      <Affiliation>University of Naples Federico II, Department of Agriculture, 80055 Naples, Italy.</Affiliation>    </AffiliationInfo>  </Author>  <Author ValidYN=""Y"">    <LastName>McEwen</LastName>    <ForeName>Gayle</ForeName>    <Initials>G</Initials>    <AffiliationInfo>      <Affiliation>Max Planck Institute for Infection Biology, 10117 Berlin, Germany.</Affiliation>    </AffiliationInfo>  </Author>  <Author ValidYN=""Y"">    <LastName>Ciontea</LastName>    <ForeName>Marius Sorin</ForeName>    <Initials>MS</Initials>    <AffiliationInfo>      <Affiliation>""Tudor Vladimirescu"" Pneumophtisiology Hospital Runcu, 217390 Gorj, Romania.</Affiliation>    </AffiliationInfo>  </Author>  <Author ValidYN=""Y"">    <LastName>Olaru</LastName>    <ForeName>Marian</ForeName>    <Initials>M</Initials>    <AffiliationInfo>      <Affiliation>""Tudor Vladimirescu"" Pneumophtisiology Hospital Runcu, 217390 Gorj, Romania.</Affiliation>    </AffiliationInfo>  </Author>  <Author ValidYN=""Y"">    <LastName>Capparelli</LastName>    <ForeName>Rosanna</ForeName>    <Initials>R</Initials>    <AffiliationInfo>      <Affiliation>University of Naples Federico II, Department of Agriculture, 80055 Naples, Italy.</Affiliation>    </AffiliationInfo>  </Author>  <Author ValidYN=""Y"">    <LastName>Ioana</LastName>    <ForeName>Mihai</ForeName>    <Initials>M</Initials>    <AffiliationInfo>      <Affiliation>University of Medicine and Pharmacy of Craiova, Human Genomics Laboratory, 200638 Craiova, Romania.</Affiliation>    </AffiliationInfo>  </Author>  <Author ValidYN=""Y"">    <LastName>Kaufmann</LastName>    <ForeName>Stefan H E</ForeName>    <Initials>SH</Initials>    <AffiliationInfo>      <Affiliation>Max Planck Institute for Infection Biology, 10117 Berlin, Germany.</Affiliation>    </AffiliationInfo>  </Author>  <Author ValidYN=""Y"">    <LastName>Dorhoi</LastName>    <ForeName>Anca</ForeName>    <Initials>A</Initials>    <AffiliationInfo>      <Affiliation>Max Planck Institute for Infection Biology, 10117 Berlin, Germany.</Affiliation>    </AffiliationInfo>  </Author></AuthorList>","<PublicationTypeList>  <PublicationType UI=""D016428"">Journal Article</PublicationType></PublicationTypeList>",NA
27684066,NA,NA,"<Journal>  <ISSN IssnType=""Electronic"">1932-6203</ISSN>  <JournalIssue CitedMedium=""Internet"">    <Volume>11</Volume>    <Issue>9</Issue>    <PubDate>      <Year>2016</Year>    </PubDate>  </JournalIssue>  <Title>PloS one</Title>  <ISOAbbreviation>PLoS One</ISOAbbreviation></Journal>","<AffiliationInfo>  <Affiliation>Department of Community Health, School of Public Health and Social Sciences, Muhimbili University of Health and Allied Sciences, P.O. Box 65015, Dar-es-Salaam, Tanzania.</Affiliation></AffiliationInfo>","<AuthorList CompleteYN=""Y"">  <Author ValidYN=""Y"">    <LastName>Simba</LastName>    <ForeName>Daudi</ForeName>    <Initials>D</Initials>    <AffiliationInfo>      <Affiliation>Department of Community Health, School of Public Health and Social Sciences, Muhimbili University of Health and Allied Sciences, P.O. Box 65015, Dar-es-Salaam, Tanzania.</Affiliation>    </AffiliationInfo>  </Author>  <Author ValidYN=""Y"">    <LastName>Kakoko</LastName>    <ForeName>Deodatus</ForeName>    <Initials>D</Initials>    <AffiliationInfo>      <Affiliation>Department of Behavioural Sciences, School of Public Health and Social Sciences, Muhimbili University of Health and Allied Sciences, P.O. Box 65015, Dar-es-Salaam, Tanzania.</Affiliation>    </AffiliationInfo>  </Author>  <Author ValidYN=""Y"">    <LastName>Semali</LastName>    <ForeName>Innocent</ForeName>    <Initials>I</Initials>    <AffiliationInfo>      <Affiliation>Department of Epidemiology and Biostatistics, School of Public Health and Social Sciences, Muhimbili University of Health and Allied Sciences, P.O. Box 65015, Dar-es-Salaam, Tanzania.</Affiliation>    </AffiliationInfo>  </Author>  <Author ValidYN=""Y"">    <LastName>Kessy</LastName>    <ForeName>Anna</ForeName>    <Initials>A</Initials>    <AffiliationInfo>      <Affiliation>Department of Community Health, School of Public Health and Social Sciences, Muhimbili University of Health and Allied Sciences, P.O. Box 65015, Dar-es-Salaam, Tanzania.</Affiliation>    </AffiliationInfo>  </Author>  <Author ValidYN=""Y"">    <LastName>Embrey</LastName>    <ForeName>Martha</ForeName>    <Initials>M</Initials>    <AffiliationInfo>      <Affiliation>Management Sciences for Health, Arlington, VA, United States of America.</Affiliation>    </AffiliationInfo>  </Author></AuthorList>","<PublicationTypeList>  <PublicationType UI=""D016428"">Journal Article</PublicationType></PublicationTypeList>",NA
27684068,NA,NA,"<Journal>  <ISSN IssnType=""Electronic"">1932-6203</ISSN>  <JournalIssue CitedMedium=""Internet"">    <Volume>11</Volume>    <Issue>9</Issue>    <PubDate>      <Year>2016</Year>    </PubDate>  </JournalIssue>  <Title>PloS one</Title>  <ISOAbbreviation>PLoS One</ISOAbbreviation></Journal>","<AffiliationInfo>  <Affiliation>Division of Immunology, Department of Pediatrics, Faculty of Medicine and Health Sciences, Université de Sherbrooke, CRCHUS, Sherbrooke, Québec, Canada.</Affiliation></AffiliationInfo>","<AuthorList CompleteYN=""Y"">  <Author ValidYN=""Y"">    <LastName>Lacraz</LastName>    <ForeName>Gregory</ForeName>    <Initials>G</Initials>    <AffiliationInfo>      <Affiliation>Division of Immunology, Department of Pediatrics, Faculty of Medicine and Health Sciences, Université de Sherbrooke, CRCHUS, Sherbrooke, Québec, Canada.</Affiliation>    </AffiliationInfo>  </Author>  <Author ValidYN=""Y"">    <LastName>Rakotoarivelo</LastName>    <ForeName>Volatiana</ForeName>    <Initials>V</Initials>    <AffiliationInfo>      <Affiliation>Division of Immunology, Department of Pediatrics, Faculty of Medicine and Health Sciences, Université de Sherbrooke, CRCHUS, Sherbrooke, Québec, Canada.</Affiliation>    </AffiliationInfo>  </Author>  <Author ValidYN=""Y"">    <LastName>Labbé</LastName>    <ForeName>Sebastien M</ForeName>    <Initials>SM</Initials>    <AffiliationInfo>      <Affiliation>Institut Universitaire de Cardiologie et de Pneumologie, Québec City, Québec, Canada.</Affiliation>    </AffiliationInfo>  </Author>  <Author ValidYN=""Y"">    <LastName>Vernier</LastName>    <ForeName>Mathieu</ForeName>    <Initials>M</Initials>    <AffiliationInfo>      <Affiliation>Department of Biochemistry, University of Montréal, Montreal, Québec, Canada.</Affiliation>    </AffiliationInfo>  </Author>  <Author ValidYN=""Y"">    <LastName>Noll</LastName>    <ForeName>Christophe</ForeName>    <Initials>C</Initials>    <AffiliationInfo>      <Affiliation>Department of Medicine, Faculty of Medicine and Health Sciences, Université de Sherbrooke, CRCHUS, Sherbrooke, Québec, Canada.</Affiliation>    </AffiliationInfo>  </Author>  <Author ValidYN=""Y"">    <LastName>Mayhue</LastName>    <ForeName>Marian</ForeName>    <Initials>M</Initials>    <AffiliationInfo>      <Affiliation>Division of Immunology, Department of Pediatrics, Faculty of Medicine and Health Sciences, Université de Sherbrooke, CRCHUS, Sherbrooke, Québec, Canada.</Affiliation>    </AffiliationInfo>  </Author>  <Author ValidYN=""Y"">    <LastName>Stankova</LastName>    <ForeName>Jana</ForeName>    <Initials>J</Initials>    <AffiliationInfo>      <Affiliation>Division of Immunology, Department of Pediatrics, Faculty of Medicine and Health Sciences, Université de Sherbrooke, CRCHUS, Sherbrooke, Québec, Canada.</Affiliation>    </AffiliationInfo>  </Author>  <Author ValidYN=""Y"">    <LastName>Schwertani</LastName>    <ForeName>Adel</ForeName>    <Initials>A</Initials>    <AffiliationInfo>      <Affiliation>Department of Cardiology, McGill University, Montreal, Québec, Canada.</Affiliation>    </AffiliationInfo>  </Author>  <Author ValidYN=""Y"">    <LastName>Grenier</LastName>    <ForeName>Guillaume</ForeName>    <Initials>G</Initials>    <AffiliationInfo>      <Affiliation>Department of Surgery, Faculty of Medicine and Health Sciences, Université de Sherbrooke, CRCHUS, Sherbrooke, Québec, Canada.</Affiliation>    </AffiliationInfo>  </Author>  <Author ValidYN=""Y"">    <LastName>Carpentier</LastName>    <ForeName>André</ForeName>    <Initials>A</Initials>    <AffiliationInfo>      <Affiliation>Department of Medicine, Faculty of Medicine and Health Sciences, Université de Sherbrooke, CRCHUS, Sherbrooke, Québec, Canada.</Affiliation>    </AffiliationInfo>  </Author>  <Author ValidYN=""Y"">    <LastName>Richard</LastName>    <ForeName>Denis</ForeName>    <Initials>D</Initials>    <AffiliationInfo>      <Affiliation>Institut Universitaire de Cardiologie et de Pneumologie, Québec City, Québec, Canada.</Affiliation>    </AffiliationInfo>  </Author>  <Author ValidYN=""Y"">    <LastName>Ferbeyre</LastName>    <ForeName>Gerardo</ForeName>    <Initials>G</Initials>    <AffiliationInfo>      <Affiliation>Department of Biochemistry, University of Montréal, Montreal, Québec, Canada.</Affiliation>    </AffiliationInfo>  </Author>  <Author ValidYN=""Y"">    <LastName>Fradette</LastName>    <ForeName>Julie</ForeName>    <Initials>J</Initials>    <AffiliationInfo>      <Affiliation>Department of Surgery, Laval University, CRCHU de Québec-Université Laval, Québec, Canada.</Affiliation>    </AffiliationInfo>  </Author>  <Author ValidYN=""Y"">    <LastName>Rola-Pleszczynski</LastName>    <ForeName>Marek</ForeName>    <Initials>M</Initials>    <AffiliationInfo>      <Affiliation>Division of Immunology, Department of Pediatrics, Faculty of Medicine and Health Sciences, Université de Sherbrooke, CRCHUS, Sherbrooke, Québec, Canada.</Affiliation>    </AffiliationInfo>  </Author>  <Author ValidYN=""Y"">    <LastName>Menendez</LastName>    <ForeName>Alfredo</ForeName>    <Initials>A</Initials>    <AffiliationInfo>      <Affiliation>Department of Microbiology, Faculty of Medicine and Health Sciences, Université de Sherbrooke, CRCHUS, Sherbrooke, Québec, Canada.</Affiliation>    </AffiliationInfo>  </Author>  <Author ValidYN=""Y"">    <LastName>Langlois</LastName>    <ForeName>Marie-France</ForeName>    <Initials>MF</Initials>    <AffiliationInfo>      <Affiliation>Department of Medicine, Faculty of Medicine and Health Sciences, Université de Sherbrooke, CRCHUS, Sherbrooke, Québec, Canada.</Affiliation>    </AffiliationInfo>  </Author>  <Author ValidYN=""Y"">    <LastName>Ilangumaran</LastName>    <ForeName>Subburaj</ForeName>    <Initials>S</Initials>    <AffiliationInfo>      <Affiliation>Division of Immunology, Department of Pediatrics, Faculty of Medicine and Health Sciences, Université de Sherbrooke, CRCHUS, Sherbrooke, Québec, Canada.</Affiliation>    </AffiliationInfo>  </Author>  <Author ValidYN=""Y"">    <LastName>Ramanathan</LastName>    <ForeName>Sheela</ForeName>    <Initials>S</Initials>    <AffiliationInfo>      <Affiliation>Division of Immunology, Department of Pediatrics, Faculty of Medicine and Health Sciences, Université de Sherbrooke, CRCHUS, Sherbrooke, Québec, Canada.</Affiliation>    </AffiliationInfo>  </Author></AuthorList>","<PublicationTypeList>  <PublicationType UI=""D016428"">Journal Article</PublicationType></PublicationTypeList>",NA
27684069,NA,NA,"<Journal>  <ISSN IssnType=""Electronic"">1932-6203</ISSN>  <JournalIssue CitedMedium=""Internet"">    <Volume>11</Volume>    <Issue>9</Issue>    <PubDate>      <Year>2016</Year>    </PubDate>  </JournalIssue>  <Title>PloS one</Title>  <ISOAbbreviation>PLoS One</ISOAbbreviation></Journal>","<AffiliationInfo>  <Affiliation>RWTH Aachen University, Institute for Environmental Research, Department of Ecosystem Analysis, Aachen, Germany.</Affiliation></AffiliationInfo>","<AuthorList CompleteYN=""Y"">  <Author ValidYN=""Y"">    <LastName>Heger</LastName>    <ForeName>Sebastian</ForeName>    <Initials>S</Initials>    <Identifier Source=""ORCID"">0000-0001-7357-3553</Identifier>    <AffiliationInfo>      <Affiliation>RWTH Aachen University, Institute for Environmental Research, Department of Ecosystem Analysis, Aachen, Germany.</Affiliation>    </AffiliationInfo>  </Author>  <Author ValidYN=""Y"">    <LastName>Bluhm</LastName>    <ForeName>Kerstin</ForeName>    <Initials>K</Initials>    <AffiliationInfo>      <Affiliation>RWTH Aachen University, Institute for Environmental Research, Department of Ecosystem Analysis, Aachen, Germany.</Affiliation>    </AffiliationInfo>  </Author>  <Author ValidYN=""Y"">    <LastName>Brendt</LastName>    <ForeName>Julia</ForeName>    <Initials>J</Initials>    <AffiliationInfo>      <Affiliation>RWTH Aachen University, Institute for Environmental Research, Department of Ecosystem Analysis, Aachen, Germany.</Affiliation>    </AffiliationInfo>  </Author>  <Author ValidYN=""Y"">    <LastName>Mayer</LastName>    <ForeName>Philipp</ForeName>    <Initials>P</Initials>    <AffiliationInfo>      <Affiliation>Technical University of Denmark, Department of Environmental Engineering, Kongens Lyngby, Denmark.</Affiliation>    </AffiliationInfo>  </Author>  <Author ValidYN=""Y"">    <LastName>Anders</LastName>    <ForeName>Nico</ForeName>    <Initials>N</Initials>    <AffiliationInfo>      <Affiliation>RWTH Aachen University, Chemical Engineering, Enzyme Process Technology, Aachen, Germany.</Affiliation>    </AffiliationInfo>  </Author>  <Author ValidYN=""Y"">    <LastName>Schäffer</LastName>    <ForeName>Andreas</ForeName>    <Initials>A</Initials>    <AffiliationInfo>      <Affiliation>RWTH Aachen University, Institute for Environmental Research, Chair of Environmental Biology and Chemodynamcis, Aachen, Germany.</Affiliation>    </AffiliationInfo>    <AffiliationInfo>      <Affiliation>Chongqing University, College of Resources and Environmental Science, Chongqing, China.</Affiliation>    </AffiliationInfo>    <AffiliationInfo>      <Affiliation>Nanjing University, State Key Laboratory of Pollution Control and Resource Reuse, School of the Environment, Nanjing, China.</Affiliation>    </AffiliationInfo>  </Author>  <Author ValidYN=""Y"">    <LastName>Seiler</LastName>    <ForeName>Thomas-Benjamin</ForeName>    <Initials>TB</Initials>    <AffiliationInfo>      <Affiliation>RWTH Aachen University, Institute for Environmental Research, Department of Ecosystem Analysis, Aachen, Germany.</Affiliation>    </AffiliationInfo>  </Author>  <Author ValidYN=""Y"">    <LastName>Hollert</LastName>    <ForeName>Henner</ForeName>    <Initials>H</Initials>    <AffiliationInfo>      <Affiliation>RWTH Aachen University, Institute for Environmental Research, Department of Ecosystem Analysis, Aachen, Germany.</Affiliation>    </AffiliationInfo>    <AffiliationInfo>      <Affiliation>Chongqing University, College of Resources and Environmental Science, Chongqing, China.</Affiliation>    </AffiliationInfo>    <AffiliationInfo>      <Affiliation>Nanjing University, State Key Laboratory of Pollution Control and Resource Reuse, School of the Environment, Nanjing, China.</Affiliation>    </AffiliationInfo>    <AffiliationInfo>      <Affiliation>Tongji University, College of Environmental Science and Engineering and State Key Laboratory of Pollution Control and Resource Reuse, Shanghai, China.</Affiliation>    </AffiliationInfo>  </Author></AuthorList>","<PublicationTypeList>  <PublicationType UI=""D016428"">Journal Article</PublicationType></PublicationTypeList>",NA
27684071,NA,NA,"<Journal>  <ISSN IssnType=""Electronic"">1932-6203</ISSN>  <JournalIssue CitedMedium=""Internet"">    <Volume>11</Volume>    <Issue>9</Issue>    <PubDate>      <Year>2016</Year>    </PubDate>  </JournalIssue>  <Title>PloS one</Title>  <ISOAbbreviation>PLoS One</ISOAbbreviation></Journal>","<AffiliationInfo>  <Affiliation>Hammersmith Hospital, Imperial College Healthcare NHS Trust, NHS Trust, London, United Kingdom.</Affiliation></AffiliationInfo>","<AuthorList CompleteYN=""Y"">  <Author ValidYN=""Y"">    <LastName>Jakes</LastName>    <ForeName>Adam D</ForeName>    <Initials>AD</Initials>    <AffiliationInfo>      <Affiliation>Hammersmith Hospital, Imperial College Healthcare NHS Trust, NHS Trust, London, United Kingdom.</Affiliation>    </AffiliationInfo>  </Author>  <Author ValidYN=""Y"">    <LastName>Jani</LastName>    <ForeName>Poonam</ForeName>    <Initials>P</Initials>    <AffiliationInfo>      <Affiliation>King's College Hospital NHS Foundation Trust, Denmark Hill, London, United Kingdom.</Affiliation>    </AffiliationInfo>  </Author>  <Author ValidYN=""Y"">    <LastName>Allgar</LastName>    <ForeName>Victoria</ForeName>    <Initials>V</Initials>    <AffiliationInfo>      <Affiliation>University of York, York, United Kingdom.</Affiliation>    </AffiliationInfo>  </Author>  <Author ValidYN=""Y"">    <LastName>Lamplugh</LastName>    <ForeName>Archie</ForeName>    <Initials>A</Initials>    <AffiliationInfo>      <Affiliation>Department of Renal Medicine, Hull Royal Infirmary, Hull and East Yorkshire Hospital NHS Trust, Kingston upon Hull, United Kingdom.</Affiliation>    </AffiliationInfo>  </Author>  <Author ValidYN=""Y"">    <LastName>Zeidan</LastName>    <ForeName>Ahmed</ForeName>    <Initials>A</Initials>    <AffiliationInfo>      <Affiliation>Department of Renal Medicine, Hull Royal Infirmary, Hull and East Yorkshire Hospital NHS Trust, Kingston upon Hull, United Kingdom.</Affiliation>    </AffiliationInfo>  </Author>  <Author ValidYN=""Y"">    <LastName>Bhandari</LastName>    <ForeName>Sunil</ForeName>    <Initials>S</Initials>    <AffiliationInfo>      <Affiliation>Department of Renal Medicine, Hull Royal Infirmary, Hull and East Yorkshire Hospital NHS Trust, Kingston upon Hull, United Kingdom.</Affiliation>    </AffiliationInfo>    <AffiliationInfo>      <Affiliation>Hull York Medical School, East Yorkshire, United Kingdom.</Affiliation>    </AffiliationInfo>  </Author></AuthorList>","<PublicationTypeList>  <PublicationType UI=""D016428"">Journal Article</PublicationType></PublicationTypeList>",NA
27684072,NA,NA,"<Journal>  <ISSN IssnType=""Electronic"">1932-6203</ISSN>  <JournalIssue CitedMedium=""Internet"">    <Volume>11</Volume>    <Issue>9</Issue>    <PubDate>      <Year>2016</Year>    </PubDate>  </JournalIssue>  <Title>PloS one</Title>  <ISOAbbreviation>PLoS One</ISOAbbreviation></Journal>","<AffiliationInfo>  <Affiliation>Department of Environmental Sciences, Wageningen University, Wageningen, The Netherlands.</Affiliation></AffiliationInfo>","<AuthorList CompleteYN=""Y"">  <Author ValidYN=""Y"">    <LastName>Bakker</LastName>    <ForeName>Martha M</ForeName>    <Initials>MM</Initials>    <AffiliationInfo>      <Affiliation>Department of Environmental Sciences, Wageningen University, Wageningen, The Netherlands.</Affiliation>    </AffiliationInfo>  </Author>  <Author ValidYN=""Y"">    <LastName>Jacobs</LastName>    <ForeName>Maarten H</ForeName>    <Initials>MH</Initials>    <AffiliationInfo>      <Affiliation>Department of Environmental Sciences, Wageningen University, Wageningen, The Netherlands.</Affiliation>    </AffiliationInfo>  </Author></AuthorList>","<PublicationTypeList>  <PublicationType UI=""D016428"">Journal Article</PublicationType></PublicationTypeList>",NA
27684075,NA,NA,"<Journal>  <ISSN IssnType=""Electronic"">1932-6203</ISSN>  <JournalIssue CitedMedium=""Internet"">    <Volume>11</Volume>    <Issue>9</Issue>    <PubDate>      <Year>2016</Year>    </PubDate>  </JournalIssue>  <Title>PloS one</Title>  <ISOAbbreviation>PLoS One</ISOAbbreviation></Journal>","<AffiliationInfo>  <Affiliation>Department of Natural Resource Ecology and Management, Oklahoma State University, Stillwater, Oklahoma, United States of America.</Affiliation></AffiliationInfo>","<AuthorList CompleteYN=""Y"">  <Author ValidYN=""Y"">    <LastName>Earl</LastName>    <ForeName>Julia E</ForeName>    <Initials>JE</Initials>    <Identifier Source=""ORCID"">0000-0003-0480-9635</Identifier>    <AffiliationInfo>      <Affiliation>Department of Natural Resource Ecology and Management, Oklahoma State University, Stillwater, Oklahoma, United States of America.</Affiliation>    </AffiliationInfo>  </Author>  <Author ValidYN=""Y"">    <LastName>Fuhlendorf</LastName>    <ForeName>Samuel D</ForeName>    <Initials>SD</Initials>    <AffiliationInfo>      <Affiliation>Department of Natural Resource Ecology and Management, Oklahoma State University, Stillwater, Oklahoma, United States of America.</Affiliation>    </AffiliationInfo>  </Author></AuthorList>","<PublicationTypeList>  <PublicationType UI=""D016428"">Journal Article</PublicationType></PublicationTypeList>",NA
27684076,NA,NA,"<Journal>  <ISSN IssnType=""Electronic"">1932-6203</ISSN>  <JournalIssue CitedMedium=""Internet"">    <Volume>11</Volume>    <Issue>9</Issue>    <PubDate>      <Year>2016</Year>    </PubDate>  </JournalIssue>  <Title>PloS one</Title>  <ISOAbbreviation>PLoS One</ISOAbbreviation></Journal>","<AffiliationInfo>  <Affiliation>Center for Ocean Renewable Energy, University of New Hampshire, Durham, NH, 03824, United States of America.</Affiliation></AffiliationInfo>","<AuthorList CompleteYN=""Y"">  <Author ValidYN=""Y"">    <LastName>Bachant</LastName>    <ForeName>Peter</ForeName>    <Initials>P</Initials>    <Identifier Source=""ORCID"">0000-0003-4039-6954</Identifier>    <AffiliationInfo>      <Affiliation>Center for Ocean Renewable Energy, University of New Hampshire, Durham, NH, 03824, United States of America.</Affiliation>    </AffiliationInfo>  </Author>  <Author ValidYN=""Y"">    <LastName>Wosnik</LastName>    <ForeName>Martin</ForeName>    <Initials>M</Initials>    <AffiliationInfo>      <Affiliation>Center for Ocean Renewable Energy, University of New Hampshire, Durham, NH, 03824, United States of America.</Affiliation>    </AffiliationInfo>  </Author>  <Author ValidYN=""Y"">    <LastName>Gunawan</LastName>    <ForeName>Budi</ForeName>    <Initials>B</Initials>    <AffiliationInfo>      <Affiliation>Water Power Technologies, Sandia National Laboratories, P.O. Box 5800, Albuquerque, New Mexico 87185-MS1124, United States of America.</Affiliation>    </AffiliationInfo>  </Author>  <Author ValidYN=""Y"">    <LastName>Neary</LastName>    <ForeName>Vincent S</ForeName>    <Initials>VS</Initials>    <AffiliationInfo>      <Affiliation>Water Power Technologies, Sandia National Laboratories, P.O. Box 5800, Albuquerque, New Mexico 87185-MS1124, United States of America.</Affiliation>    </AffiliationInfo>  </Author></AuthorList>","<PublicationTypeList>  <PublicationType UI=""D016428"">Journal Article</PublicationType></PublicationTypeList>",NA
27684077,NA,NA,"<Journal>  <ISSN IssnType=""Electronic"">1932-6203</ISSN>  <JournalIssue CitedMedium=""Internet"">    <Volume>11</Volume>    <Issue>9</Issue>    <PubDate>      <Year>2016</Year>    </PubDate>  </JournalIssue>  <Title>PloS one</Title>  <ISOAbbreviation>PLoS One</ISOAbbreviation></Journal>","<AffiliationInfo>  <Affiliation>Department of General Surgery, The Second Affiliated Hospital of Nanchang University, Nanchang, Jiangxi, China.</Affiliation></AffiliationInfo>","<AuthorList CompleteYN=""Y"">  <Author ValidYN=""Y"">    <LastName>Xu</LastName>    <ForeName>Zhengshui</ForeName>    <Initials>Z</Initials>    <AffiliationInfo>      <Affiliation>Department of General Surgery, The Second Affiliated Hospital of Nanchang University, Nanchang, Jiangxi, China.</Affiliation>    </AffiliationInfo>  </Author>  <Author ValidYN=""Y"">    <LastName>Xu</LastName>    <ForeName>Wei</ForeName>    <Initials>W</Initials>    <AffiliationInfo>      <Affiliation>Department of General Surgery, The Second Affiliated Hospital of Nanchang University, Nanchang, Jiangxi, China.</Affiliation>    </AffiliationInfo>  </Author>  <Author ValidYN=""Y"">    <LastName>Cheng</LastName>    <ForeName>Hua</ForeName>    <Initials>H</Initials>    <AffiliationInfo>      <Affiliation>Department of General Surgery, The Second Affiliated Hospital of Nanchang University, Nanchang, Jiangxi, China.</Affiliation>    </AffiliationInfo>  </Author>  <Author ValidYN=""Y"">    <LastName>Shen</LastName>    <ForeName>Wei</ForeName>    <Initials>W</Initials>    <AffiliationInfo>      <Affiliation>Department of General Surgery, The Second Affiliated Hospital of Nanchang University, Nanchang, Jiangxi, China.</Affiliation>    </AffiliationInfo>  </Author>  <Author ValidYN=""Y"">    <LastName>Ying</LastName>    <ForeName>Jiaqi</ForeName>    <Initials>J</Initials>    <AffiliationInfo>      <Affiliation>Department of General Surgery, The Second Affiliated Hospital of Nanchang University, Nanchang, Jiangxi, China.</Affiliation>    </AffiliationInfo>  </Author>  <Author ValidYN=""Y"">    <LastName>Cheng</LastName>    <ForeName>Fei</ForeName>    <Initials>F</Initials>    <AffiliationInfo>      <Affiliation>Department of General Surgery, The Second Affiliated Hospital of Nanchang University, Nanchang, Jiangxi, China.</Affiliation>    </AffiliationInfo>  </Author>  <Author ValidYN=""Y"">    <LastName>Xu</LastName>    <ForeName>Wenji</ForeName>    <Initials>W</Initials>    <AffiliationInfo>      <Affiliation>Department of General Surgery, The Second Affiliated Hospital of Nanchang University, Nanchang, Jiangxi, China.</Affiliation>    </AffiliationInfo>  </Author></AuthorList>","<PublicationTypeList>  <PublicationType UI=""D016428"">Journal Article</PublicationType></PublicationTypeList>",NA
