pmid,date,mesh,journal,affil,athrs,pt,gr
35383330,<DateCompleted>  <Year>2022</Year>  <Month>04</Month>  <Day>08</Day></DateCompleted>,"<MeshHeadingList>  <MeshHeading>    <DescriptorName UI=""D004827"" MajorTopicYN=""Y"">Epilepsy</DescriptorName>  </MeshHeading>  <MeshHeading>    <DescriptorName UI=""D004833"" MajorTopicYN=""Y"">Epilepsy, Temporal Lobe</DescriptorName>  </MeshHeading>  <MeshHeading>    <DescriptorName UI=""D006624"" MajorTopicYN=""N"">Hippocampus</DescriptorName>  </MeshHeading>  <MeshHeading>    <DescriptorName UI=""D006801"" MajorTopicYN=""N"">Humans</DescriptorName>  </MeshHeading>  <MeshHeading>    <DescriptorName UI=""D008279"" MajorTopicYN=""N"">Magnetic Resonance Imaging</DescriptorName>  </MeshHeading>  <MeshHeading>    <DescriptorName UI=""D055495"" MajorTopicYN=""N"">Neurogenesis</DescriptorName>  </MeshHeading>  <MeshHeading>    <DescriptorName UI=""D012640"" MajorTopicYN=""N"">Seizures</DescriptorName>  </MeshHeading></MeshHeadingList>","<Journal>  <ISSN IssnType=""Electronic"">1546-1726</ISSN>  <JournalIssue CitedMedium=""Internet"">    <Volume>25</Volume>    <Issue>4</Issue>    <PubDate>      <Year>2022</Year>      <Month>Apr</Month>    </PubDate>  </JournalIssue>  <Title>Nature neuroscience</Title>  <ISOAbbreviation>Nat Neurosci</ISOAbbreviation></Journal>","<AffiliationInfo>  <Affiliation>Department of Stem Cell Biology and Regenerative Medicine, Eli and Edythe Broad Center for Regenerative Medicine and Stem Cell Research, Keck School of Medicine, University of Southern California, Los Angeles, CA, USA.</Affiliation></AffiliationInfo>","<AuthorList CompleteYN=""Y"">  <Author ValidYN=""Y"">    <LastName>Ammothumkandy</LastName>    <ForeName>Aswathy</ForeName>    <Initials>A</Initials>    <AffiliationInfo>      <Affiliation>Department of Stem Cell Biology and Regenerative Medicine, Eli and Edythe Broad Center for Regenerative Medicine and Stem Cell Research, Keck School of Medicine, University of Southern California, Los Angeles, CA, USA.</Affiliation>    </AffiliationInfo>  </Author>  <Author ValidYN=""Y"">    <LastName>Ravina</LastName>    <ForeName>Kristine</ForeName>    <Initials>K</Initials>    <AffiliationInfo>      <Affiliation>Neurorestoration Center, Keck School of Medicine, University of Southern California, Los Angeles, CA, USA.</Affiliation>    </AffiliationInfo>  </Author>  <Author ValidYN=""Y"">    <LastName>Wolseley</LastName>    <ForeName>Victoria</ForeName>    <Initials>V</Initials>    <AffiliationInfo>      <Affiliation>Department of Stem Cell Biology and Regenerative Medicine, Eli and Edythe Broad Center for Regenerative Medicine and Stem Cell Research, Keck School of Medicine, University of Southern California, Los Angeles, CA, USA.</Affiliation>    </AffiliationInfo>    <AffiliationInfo>      <Affiliation>Department of Physiology and Neuroscience, Zilkha Neurogenetic Institute, Keck School of Medicine, University of Southern California, Los Angeles, CA, USA.</Affiliation>    </AffiliationInfo>  </Author>  <Author ValidYN=""Y"">    <LastName>Tartt</LastName>    <ForeName>Alexandria N</ForeName>    <Initials>AN</Initials>    <AffiliationInfo>      <Affiliation>Division of Molecular Imaging and Neuropathology, NYS Psychiatric Institute, New York, NY, USA.</Affiliation>    </AffiliationInfo>  </Author>  <Author ValidYN=""Y"">    <LastName>Yu</LastName>    <ForeName>Pen-Ning</ForeName>    <Initials>PN</Initials>    <AffiliationInfo>      <Affiliation>Department of Biomedical Engineering, Viterbi School of Engineering, University of Southern California, Los Angeles, CA, USA.</Affiliation>    </AffiliationInfo>  </Author>  <Author ValidYN=""Y"">    <LastName>Corona</LastName>    <ForeName>Luis</ForeName>    <Initials>L</Initials>    <AffiliationInfo>      <Affiliation>Department of Stem Cell Biology and Regenerative Medicine, Eli and Edythe Broad Center for Regenerative Medicine and Stem Cell Research, Keck School of Medicine, University of Southern California, Los Angeles, CA, USA.</Affiliation>    </AffiliationInfo>  </Author>  <Author ValidYN=""Y"">    <LastName>Zhang</LastName>    <ForeName>Naibo</ForeName>    <Initials>N</Initials>    <AffiliationInfo>      <Affiliation>Department of Stem Cell Biology and Regenerative Medicine, Eli and Edythe Broad Center for Regenerative Medicine and Stem Cell Research, Keck School of Medicine, University of Southern California, Los Angeles, CA, USA.</Affiliation>    </AffiliationInfo>  </Author>  <Author ValidYN=""Y"">    <LastName>Nune</LastName>    <ForeName>George</ForeName>    <Initials>G</Initials>    <AffiliationInfo>      <Affiliation>Neurorestoration Center, Keck School of Medicine, University of Southern California, Los Angeles, CA, USA.</Affiliation>    </AffiliationInfo>    <AffiliationInfo>      <Affiliation>Department of Neurology, Keck School of Medicine, University of Southern California, Los Angeles, CA, USA.</Affiliation>    </AffiliationInfo>  </Author>  <Author ValidYN=""Y"">    <LastName>Kalayjian</LastName>    <ForeName>Laura</ForeName>    <Initials>L</Initials>    <AffiliationInfo>      <Affiliation>Department of Neurology, Keck School of Medicine, University of Southern California, Los Angeles, CA, USA.</Affiliation>    </AffiliationInfo>  </Author>  <Author ValidYN=""Y"">    <LastName>Mann</LastName>    <ForeName>J John</ForeName>    <Initials>JJ</Initials>    <Identifier Source=""ORCID"">0000-0002-0265-6586</Identifier>    <AffiliationInfo>      <Affiliation>Division of Molecular Imaging and Neuropathology, NYS Psychiatric Institute, New York, NY, USA.</Affiliation>    </AffiliationInfo>    <AffiliationInfo>      <Affiliation>Department of Psychiatry, Columbia University, New York, NY, USA.</Affiliation>    </AffiliationInfo>  </Author>  <Author ValidYN=""Y"">    <LastName>Rosoklija</LastName>    <ForeName>Gorazd B</ForeName>    <Initials>GB</Initials>    <AffiliationInfo>      <Affiliation>Division of Molecular Imaging and Neuropathology, NYS Psychiatric Institute, New York, NY, USA.</Affiliation>    </AffiliationInfo>    <AffiliationInfo>      <Affiliation>Department of Psychiatry, Columbia University, New York, NY, USA.</Affiliation>    </AffiliationInfo>    <AffiliationInfo>      <Affiliation>Macedonian Academy of Sciences and Arts, Skopje, Republic of Macedonia.</Affiliation>    </AffiliationInfo>  </Author>  <Author ValidYN=""Y"">    <LastName>Arango</LastName>    <ForeName>Victoria</ForeName>    <Initials>V</Initials>    <AffiliationInfo>      <Affiliation>Division of Molecular Imaging and Neuropathology, NYS Psychiatric Institute, New York, NY, USA.</Affiliation>    </AffiliationInfo>    <AffiliationInfo>      <Affiliation>Department of Psychiatry, Columbia University, New York, NY, USA.</Affiliation>    </AffiliationInfo>  </Author>  <Author ValidYN=""Y"">    <LastName>Dwork</LastName>    <ForeName>Andrew J</ForeName>    <Initials>AJ</Initials>    <AffiliationInfo>      <Affiliation>Division of Molecular Imaging and Neuropathology, NYS Psychiatric Institute, New York, NY, USA.</Affiliation>    </AffiliationInfo>    <AffiliationInfo>      <Affiliation>Department of Psychiatry, Columbia University, New York, NY, USA.</Affiliation>    </AffiliationInfo>    <AffiliationInfo>      <Affiliation>Macedonian Academy of Sciences and Arts, Skopje, Republic of Macedonia.</Affiliation>    </AffiliationInfo>    <AffiliationInfo>      <Affiliation>Department of Pathology and Cell Biology, Columbia University, New York, NY, USA.</Affiliation>    </AffiliationInfo>  </Author>  <Author ValidYN=""Y"">    <LastName>Lee</LastName>    <ForeName>Brian</ForeName>    <Initials>B</Initials>    <AffiliationInfo>      <Affiliation>Neurorestoration Center, Keck School of Medicine, University of Southern California, Los Angeles, CA, USA.</Affiliation>    </AffiliationInfo>    <AffiliationInfo>      <Affiliation>Department of Neurological Surgery, Keck School of Medicine, University of Southern California, Los Angeles, CA, USA.</Affiliation>    </AffiliationInfo>  </Author>  <Author ValidYN=""Y"">    <LastName>Smith</LastName>    <ForeName>J A D</ForeName>    <Initials>JAD</Initials>    <Identifier Source=""ORCID"">0000-0002-3209-5804</Identifier>    <AffiliationInfo>      <Affiliation>Neurorestoration Center, Keck School of Medicine, University of Southern California, Los Angeles, CA, USA.</Affiliation>    </AffiliationInfo>    <AffiliationInfo>      <Affiliation>Department of Physical Medicine and Rehabilitation, University of Texas Southwestern Medical Center, Dallas, TX, USA.</Affiliation>    </AffiliationInfo>  </Author>  <Author ValidYN=""Y"">    <LastName>Song</LastName>    <ForeName>Dong</ForeName>    <Initials>D</Initials>    <Identifier Source=""ORCID"">0000-0002-6179-1120</Identifier>    <AffiliationInfo>      <Affiliation>Department of Biomedical Engineering, Viterbi School of Engineering, University of Southern California, Los Angeles, CA, USA.</Affiliation>    </AffiliationInfo>  </Author>  <Author ValidYN=""Y"">    <LastName>Berger</LastName>    <ForeName>Theodore W</ForeName>    <Initials>TW</Initials>    <AffiliationInfo>      <Affiliation>Department of Biomedical Engineering, Viterbi School of Engineering, University of Southern California, Los Angeles, CA, USA.</Affiliation>    </AffiliationInfo>  </Author>  <Author ValidYN=""Y"">    <LastName>Heck</LastName>    <ForeName>Christianne</ForeName>    <Initials>C</Initials>    <AffiliationInfo>      <Affiliation>Neurorestoration Center, Keck School of Medicine, University of Southern California, Los Angeles, CA, USA.</Affiliation>    </AffiliationInfo>    <AffiliationInfo>      <Affiliation>Department of Neurology, Keck School of Medicine, University of Southern California, Los Angeles, CA, USA.</Affiliation>    </AffiliationInfo>  </Author>  <Author ValidYN=""Y"">    <LastName>Chow</LastName>    <ForeName>Robert H</ForeName>    <Initials>RH</Initials>    <AffiliationInfo>      <Affiliation>Department of Physiology and Neuroscience, Zilkha Neurogenetic Institute, Keck School of Medicine, University of Southern California, Los Angeles, CA, USA.</Affiliation>    </AffiliationInfo>    <AffiliationInfo>      <Affiliation>Department of Biomedical Engineering, Viterbi School of Engineering, University of Southern California, Los Angeles, CA, USA.</Affiliation>    </AffiliationInfo>  </Author>  <Author ValidYN=""Y"">    <LastName>Boldrini</LastName>    <ForeName>Maura</ForeName>    <Initials>M</Initials>    <Identifier Source=""ORCID"">0000-0003-3574-7641</Identifier>    <AffiliationInfo>      <Affiliation>Division of Molecular Imaging and Neuropathology, NYS Psychiatric Institute, New York, NY, USA.</Affiliation>    </AffiliationInfo>    <AffiliationInfo>      <Affiliation>Department of Psychiatry, Columbia University, New York, NY, USA.</Affiliation>    </AffiliationInfo>  </Author>  <Author ValidYN=""Y"">    <LastName>Liu</LastName>    <ForeName>Charles Y</ForeName>    <Initials>CY</Initials>    <Identifier Source=""ORCID"">0000-0001-6423-8577</Identifier>    <AffiliationInfo>      <Affiliation>Neurorestoration Center, Keck School of Medicine, University of Southern California, Los Angeles, CA, USA.</Affiliation>    </AffiliationInfo>    <AffiliationInfo>      <Affiliation>Department of Biomedical Engineering, Viterbi School of Engineering, University of Southern California, Los Angeles, CA, USA.</Affiliation>    </AffiliationInfo>    <AffiliationInfo>      <Affiliation>Department of Neurological Surgery, Keck School of Medicine, University of Southern California, Los Angeles, CA, USA.</Affiliation>    </AffiliationInfo>  </Author>  <Author ValidYN=""Y"">    <LastName>Russin</LastName>    <ForeName>Jonathan J</ForeName>    <Initials>JJ</Initials>    <AffiliationInfo>      <Affiliation>Neurorestoration Center, Keck School of Medicine, University of Southern California, Los Angeles, CA, USA.</Affiliation>    </AffiliationInfo>    <AffiliationInfo>      <Affiliation>Department of Neurological Surgery, Keck School of Medicine, University of Southern California, Los Angeles, CA, USA.</Affiliation>    </AffiliationInfo>  </Author>  <Author ValidYN=""Y"">    <LastName>Bonaguidi</LastName>    <ForeName>Michael A</ForeName>    <Initials>MA</Initials>    <Identifier Source=""ORCID"">0000-0002-9295-4762</Identifier>    <AffiliationInfo>      <Affiliation>Department of Stem Cell Biology and Regenerative Medicine, Eli and Edythe Broad Center for Regenerative Medicine and Stem Cell Research, Keck School of Medicine, University of Southern California, Los Angeles, CA, USA. mbonagui@usc.edu.</Affiliation>    </AffiliationInfo>    <AffiliationInfo>      <Affiliation>Neurorestoration Center, Keck School of Medicine, University of Southern California, Los Angeles, CA, USA. mbonagui@usc.edu.</Affiliation>    </AffiliationInfo>    <AffiliationInfo>      <Affiliation>Department of Biomedical Engineering, Viterbi School of Engineering, University of Southern California, Los Angeles, CA, USA. mbonagui@usc.edu.</Affiliation>    </AffiliationInfo>    <AffiliationInfo>      <Affiliation>Department of Gerontology, University of Southern California, Los Angeles, CA, USA. mbonagui@usc.edu.</Affiliation>    </AffiliationInfo>    <AffiliationInfo>      <Affiliation>Department of Biochemistry and Molecular Medicine, University of Southern California, Los Angeles, CA, USA. mbonagui@usc.edu.</Affiliation>    </AffiliationInfo>    <AffiliationInfo>      <Affiliation>Zilkha Neurogenetic Institute, Keck School of Medicine, University of Southern California, Los Angeles, CA, USA. mbonagui@usc.edu.</Affiliation>    </AffiliationInfo>  </Author></AuthorList>","<PublicationTypeList>  <PublicationType UI=""D016428"">Journal Article</PublicationType>  <PublicationType UI=""D013485"">Research Support, Non-U.S. Gov't</PublicationType>  <PublicationType UI=""D052061"">Research Support, N.I.H., Extramural</PublicationType></PublicationTypeList>","<GrantList CompleteYN=""Y"">  <Grant>    <GrantID>R01 MH083862</GrantID>    <Acronym>MH</Acronym>    <Agency>NIMH NIH HHS</Agency>    <Country>United States</Country>  </Grant>  <Grant>    <GrantID>L40 NS089013</GrantID>    <Acronym>NS</Acronym>    <Agency>NINDS NIH HHS</Agency>    <Country>United States</Country>  </Grant>  <Grant>    <GrantID>R56 AG064077</GrantID>    <Acronym>AG</Acronym>    <Agency>NIA NIH HHS</Agency>    <Country>United States</Country>  </Grant>  <Grant>    <GrantID>U01 MH098937</GrantID>    <Acronym>MH</Acronym>    <Agency>NIMH NIH HHS</Agency>    <Country>United States</Country>  </Grant>  <Grant>    <GrantID>R01 MH098786</GrantID>    <Acronym>MH</Acronym>    <Agency>NIMH NIH HHS</Agency>    <Country>United States</Country>  </Grant>  <Grant>    <GrantID>R01 MH064168</GrantID>    <Acronym>MH</Acronym>    <Agency>NIMH NIH HHS</Agency>    <Country>United States</Country>  </Grant>  <Grant>    <GrantID>R21 MH094888</GrantID>    <Acronym>MH</Acronym>    <Agency>NIMH NIH HHS</Agency>    <Country>United States</Country>  </Grant>  <Grant>    <GrantID>U01 NS090415</GrantID>    <Acronym>NS</Acronym>    <Agency>NINDS NIH HHS</Agency>    <Country>United States</Country>  </Grant>  <Grant>    <GrantID>R00 NS080913</GrantID>    <Acronym>NS</Acronym>    <Agency>NINDS NIH HHS</Agency>    <Country>United States</Country>  </Grant>  <Grant>    <GrantID>P50 MH090964</GrantID>    <Acronym>MH</Acronym>    <Agency>NIMH NIH HHS</Agency>    <Country>United States</Country>  </Grant>  <Grant>    <GrantID>R21 AI164769</GrantID>    <Acronym>AI</Acronym>    <Agency>NIAID NIH HHS</Agency>    <Country>United States</Country>  </Grant>  <Grant>    <GrantID>R01 MH040210</GrantID>    <Acronym>MH</Acronym>    <Agency>NIMH NIH HHS</Agency>    <Country>United States</Country>  </Grant></GrantList>"
35383331,<DateCompleted>  <Year>2022</Year>  <Month>04</Month>  <Day>08</Day></DateCompleted>,"<MeshHeadingList>  <MeshHeading>    <DescriptorName UI=""D004676"" MajorTopicYN=""N"">Myelin Basic Protein</DescriptorName>  </MeshHeading>  <MeshHeading>    <DescriptorName UI=""D009186"" MajorTopicYN=""Y"">Myelin Sheath</DescriptorName>  </MeshHeading>  <MeshHeading>    <DescriptorName UI=""D009836"" MajorTopicYN=""Y"">Oligodendroglia</DescriptorName>  </MeshHeading></MeshHeadingList>","<Journal>  <ISSN IssnType=""Electronic"">1546-1726</ISSN>  <JournalIssue CitedMedium=""Internet"">    <Volume>25</Volume>    <Issue>4</Issue>    <PubDate>      <Year>2022</Year>      <Month>Apr</Month>    </PubDate>  </JournalIssue>  <Title>Nature neuroscience</Title>  <ISOAbbreviation>Nat Neurosci</ISOAbbreviation></Journal>","<AffiliationInfo>  <Affiliation>Nature Neuroscience, . elisa.floriddia@nature.com.</Affiliation></AffiliationInfo>","<AuthorList CompleteYN=""Y"">  <Author ValidYN=""Y"">    <LastName>Floriddia</LastName>    <ForeName>Elisa</ForeName>    <Initials>E</Initials>    <AffiliationInfo>      <Affiliation>Nature Neuroscience, . elisa.floriddia@nature.com.</Affiliation>    </AffiliationInfo>  </Author></AuthorList>","<PublicationTypeList>  <PublicationType UI=""D016428"">Journal Article</PublicationType></PublicationTypeList>",NA
35383332,<DateCompleted>  <Year>2022</Year>  <Month>04</Month>  <Day>08</Day></DateCompleted>,"<MeshHeadingList>  <MeshHeading>    <DescriptorName UI=""D000069196"" MajorTopicYN=""Y"">Gastrointestinal Microbiome</DescriptorName>  </MeshHeading>  <MeshHeading>    <DescriptorName UI=""D008168"" MajorTopicYN=""N"">Lung</DescriptorName>  </MeshHeading>  <MeshHeading>    <DescriptorName UI=""D064307"" MajorTopicYN=""Y"">Microbiota</DescriptorName>  </MeshHeading></MeshHeadingList>","<Journal>  <ISSN IssnType=""Electronic"">1546-1726</ISSN>  <JournalIssue CitedMedium=""Internet"">    <Volume>25</Volume>    <Issue>4</Issue>    <PubDate>      <Year>2022</Year>      <Month>Apr</Month>    </PubDate>  </JournalIssue>  <Title>Nature neuroscience</Title>  <ISOAbbreviation>Nat Neurosci</ISOAbbreviation></Journal>","<AffiliationInfo>  <Affiliation>Nature Neuroscience, . karli.montague-cardoso@nature.com.</Affiliation></AffiliationInfo>","<AuthorList CompleteYN=""Y"">  <Author ValidYN=""Y"">    <LastName>Montague-Cardoso</LastName>    <ForeName>Karli</ForeName>    <Initials>K</Initials>    <AffiliationInfo>      <Affiliation>Nature Neuroscience, . karli.montague-cardoso@nature.com.</Affiliation>    </AffiliationInfo>  </Author></AuthorList>","<PublicationTypeList>  <PublicationType UI=""D016428"">Journal Article</PublicationType></PublicationTypeList>",NA
35383333,<DateCompleted>  <Year>2022</Year>  <Month>04</Month>  <Day>08</Day></DateCompleted>,NA,"<Journal>  <ISSN IssnType=""Electronic"">1546-1726</ISSN>  <JournalIssue CitedMedium=""Internet"">    <Volume>25</Volume>    <Issue>4</Issue>    <PubDate>      <Year>2022</Year>      <Month>Apr</Month>    </PubDate>  </JournalIssue>  <Title>Nature neuroscience</Title>  <ISOAbbreviation>Nat Neurosci</ISOAbbreviation></Journal>","<AffiliationInfo>  <Affiliation>Nature Neuroscience, . luis.mejia@us.nature.com.</Affiliation></AffiliationInfo>","<AuthorList CompleteYN=""Y"">  <Author ValidYN=""Y"">    <LastName>Mejia</LastName>    <ForeName>Luis A</ForeName>    <Initials>LA</Initials>    <AffiliationInfo>      <Affiliation>Nature Neuroscience, . luis.mejia@us.nature.com.</Affiliation>    </AffiliationInfo>  </Author></AuthorList>","<PublicationTypeList>  <PublicationType UI=""D016428"">Journal Article</PublicationType></PublicationTypeList>",NA
35383334,<DateCompleted>  <Year>2022</Year>  <Month>04</Month>  <Day>08</Day></DateCompleted>,"<MeshHeadingList>  <MeshHeading>    <DescriptorName UI=""D004569"" MajorTopicYN=""N"">Electroencephalography</DescriptorName>  </MeshHeading>  <MeshHeading>    <DescriptorName UI=""D006801"" MajorTopicYN=""N"">Humans</DescriptorName>  </MeshHeading>  <MeshHeading>    <DescriptorName UI=""D063505"" MajorTopicYN=""Y"">Racism</DescriptorName>  </MeshHeading></MeshHeadingList>","<Journal>  <ISSN IssnType=""Electronic"">1546-1726</ISSN>  <JournalIssue CitedMedium=""Internet"">    <Volume>25</Volume>    <Issue>4</Issue>    <PubDate>      <Year>2022</Year>      <Month>Apr</Month>    </PubDate>  </JournalIssue>  <Title>Nature neuroscience</Title>  <ISOAbbreviation>Nat Neurosci</ISOAbbreviation></Journal>","<AffiliationInfo>  <Affiliation>Department of Psychology, University of Wisconsin-Milwaukee, Milwaukee, WI, USA. ekwebb@mclean.harvard.edu.</Affiliation></AffiliationInfo>","<AuthorList CompleteYN=""Y"">  <Author ValidYN=""Y"">    <LastName>Webb</LastName>    <ForeName>E Kate</ForeName>    <Initials>EK</Initials>    <Identifier Source=""ORCID"">0000-0002-4993-7836</Identifier>    <AffiliationInfo>      <Affiliation>Department of Psychology, University of Wisconsin-Milwaukee, Milwaukee, WI, USA. ekwebb@mclean.harvard.edu.</Affiliation>    </AffiliationInfo>    <AffiliationInfo>      <Affiliation>Division of Depression and Anxiety, McLean Hospital, Belmont, MA, USA. ekwebb@mclean.harvard.edu.</Affiliation>    </AffiliationInfo>    <AffiliationInfo>      <Affiliation>Department of Psychiatry, Harvard Medical School, Boston, MA, USA. ekwebb@mclean.harvard.edu.</Affiliation>    </AffiliationInfo>  </Author>  <Author ValidYN=""Y"">    <LastName>Etter</LastName>    <ForeName>J Arthur</ForeName>    <Initials>JA</Initials>    <AffiliationInfo>      <Affiliation>Department of Philosophy, McGill University, Montréal, QC, Canada.</Affiliation>    </AffiliationInfo>  </Author>  <Author ValidYN=""Y"">    <LastName>Kwasa</LastName>    <ForeName>Jasmine A</ForeName>    <Initials>JA</Initials>    <Identifier Source=""ORCID"">0000-0001-5537-6054</Identifier>    <AffiliationInfo>      <Affiliation>Neuroscience Institute, Carnegie Mellon University, Pittsburgh, PA, USA.</Affiliation>    </AffiliationInfo>  </Author></AuthorList>","<PublicationTypeList>  <PublicationType UI=""D016428"">Journal Article</PublicationType>  <PublicationType UI=""D016454"">Review</PublicationType>  <PublicationType UI=""D052061"">Research Support, N.I.H., Extramural</PublicationType></PublicationTypeList>","<GrantList CompleteYN=""Y"">  <Grant>    <GrantID>F99 NS115331</GrantID>    <Acronym>NS</Acronym>    <Agency>NINDS NIH HHS</Agency>    <Country>United States</Country>  </Grant>  <Grant>    <GrantID>K00 NS115331</GrantID>    <Acronym>NS</Acronym>    <Agency>NINDS NIH HHS</Agency>    <Country>United States</Country>  </Grant>  <Grant>    <GrantID>TL1 TR001437</GrantID>    <Acronym>TR</Acronym>    <Agency>NCATS NIH HHS</Agency>    <Country>United States</Country>  </Grant>  <Grant>    <GrantID>UL1 TR001436</GrantID>    <Acronym>TR</Acronym>    <Agency>NCATS NIH HHS</Agency>    <Country>United States</Country>  </Grant></GrantList>"
