PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FP	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	DL	D2	EA	PG	WC	WE	SC	GA	PM	OA	HC	HP	DA	UT
J	HOLDEN, C				HOLDEN, C			GOOD TIMES FOR SANTA-FE THINK-TANK	SCIENCE			English	Editorial Material																			0	1	1	0	1	AMER ASSOC ADVANCEMENT SCIENCE	WASHINGTON	1200 NEW YORK AVE, NW, WASHINGTON, DC 20005	0036-8075			SCIENCE	Science	AUG 24	1990	249	4971					854	854						1	Multidisciplinary Sciences	Science Citation Index Expanded (SCI-EXPANDED)	Science & Technology - Other Topics	DV751	17773089				2022-12-28	WOS:A1990DV75100020
J	HOLDEN, C				HOLDEN, C			PROTECTING PROGRESS	SCIENCE			English	Editorial Material																			0	0	0	0	0	AMER ASSOC ADVANCEMENT SCIENCE	WASHINGTON	1200 NEW YORK AVE, NW, WASHINGTON, DC 20005	0036-8075			SCIENCE	Science	FEB 9	1990	247	4943					632	632						1	Multidisciplinary Sciences	Science Citation Index Expanded (SCI-EXPANDED)	Science & Technology - Other Topics	CM843	17771869				2022-12-28	WOS:A1990CM84300017
J	HOLDEN, C				HOLDEN, C			DOE DELAYS REPORTING THE COST OF THE SSC	SCIENCE			English	Editorial Material																		1990, SCIENCE, V249, P731	1	1	1	0	1	AMER ASSOC ADVANCEMENT SCIENCE	WASHINGTON	1200 NEW YORK AVE, NW, WASHINGTON, DC 20005	0036-8075			SCIENCE	Science	AUG 24	1990	249	4971					854	854						1	Multidisciplinary Sciences	Science Citation Index Expanded (SCI-EXPANDED)	Science & Technology - Other Topics	DV751	17773089				2022-12-28	WOS:A1990DV75100021
J	HOLDEN, C				HOLDEN, C			GOING WHERE NUKIES FEAR TO TREAD	SCIENCE			English	Editorial Material																			0	0	0	0	0	AMER ASSOC ADVANCEMENT SCIENCE	WASHINGTON	1200 NEW YORK AVE, NW, WASHINGTON, DC 20005	0036-8075			SCIENCE	Science	FEB 9	1990	247	4943					632	633						2	Multidisciplinary Sciences	Science Citation Index Expanded (SCI-EXPANDED); Social Science Citation Index (SSCI)	Science & Technology - Other Topics	CM843	17771869				2022-12-28	WOS:A1990CM84300019
J	HOLDEN, C				HOLDEN, C			HARVARD TRADES DEBT FOR SCHOLARS	SCIENCE			English	Editorial Material																			0	1	1	0	1	AMER ASSOC ADVANCEMENT SCIENCE	WASHINGTON	1200 NEW YORK AVE, NW, WASHINGTON, DC 20005	0036-8075			SCIENCE	Science	AUG 24	1990	249	4971					854	855						2	Multidisciplinary Sciences	Science Citation Index Expanded (SCI-EXPANDED); Social Science Citation Index (SSCI)	Science & Technology - Other Topics	DV751	17773089				2022-12-28	WOS:A1990DV75100022
J	HOLDEN, C				HOLDEN, C			LAYOFFS HIT DRAPER-LABORATORY	SCIENCE			English	Editorial Material																			0	0	0	0	0	AMER ASSOC ADVANCEMENT SCIENCE	WASHINGTON	1200 NEW YORK AVE, NW, WASHINGTON, DC 20005	0036-8075			SCIENCE	Science	FEB 9	1990	247	4943					632	632						1	Multidisciplinary Sciences	Science Citation Index Expanded (SCI-EXPANDED)	Science & Technology - Other Topics	CM843	17771869				2022-12-28	WOS:A1990CM84300016
J	HOLDEN, C				HOLDEN, C			WHATS IN THE BOWL	SCIENCE			English	Editorial Material																			0	0	0	0	0	AMER ASSOC ADVANCEMENT SCIENCE	WASHINGTON	1200 NEW YORK AVE, NW, WASHINGTON, DC 20005	0036-8075			SCIENCE	Science	FEB 9	1990	247	4943					632	632						1	Multidisciplinary Sciences	Science Citation Index Expanded (SCI-EXPANDED)	Science & Technology - Other Topics	CM843	17771869				2022-12-28	WOS:A1990CM84300018
J	HOLDEN, C				HOLDEN, C			NEW LEASE ON LIFE FOR DAHLEM MEETINGS	SCIENCE			English	Editorial Material																		BERNHARD S, 1989, SCIENCE, V245, P122	1	0	0	0	0	AMER ASSOC ADVANCEMENT SCIENCE	WASHINGTON	1200 NEW YORK AVE, NW, WASHINGTON, DC 20005	0036-8075			SCIENCE	Science	FEB 9	1990	247	4943					632	632						1	Multidisciplinary Sciences	Science Citation Index Expanded (SCI-EXPANDED)	Science & Technology - Other Topics	CM843	17771869				2022-12-28	WOS:A1990CM84300015
J	HOLDEN, C				HOLDEN, C			SELLERS MARKET LOOMS FOR PROFESSORS	SCIENCE			English	Editorial Material																			0	1	1	0	1	AMER ASSOC ADVANCEMENT SCIENCE	WASHINGTON	1200 NEW YORK AVE, NW, WASHINGTON, DC 20005	0036-8075			SCIENCE	Science	AUG 24	1990	249	4971					854	854						1	Multidisciplinary Sciences	Science Citation Index Expanded (SCI-EXPANDED); Social Science Citation Index (SSCI)	Science & Technology - Other Topics	DV751	17773089				2022-12-28	WOS:A1990DV75100019
J	HOLDEN, C				HOLDEN, C			COLD UNIT TAKES A POWDER	SCIENCE			English	Editorial Material																			0	1	1	0	1	AMER ASSOC ADVANCEMENT SCIENCE	WASHINGTON	1200 NEW YORK AVE, NW, WASHINGTON, DC 20005	0036-8075			SCIENCE	Science	AUG 24	1990	249	4971					854	854						1	Multidisciplinary Sciences	Science Citation Index Expanded (SCI-EXPANDED)	Science & Technology - Other Topics	DV751	17773089				2022-12-28	WOS:A1990DV75100018
