PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FP	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	DL	D2	EA	PG	WC	WE	SC	GA	PM	OA	HC	HP	DA	UT
J	HOLDEN, C				HOLDEN, C			LAYOFFS AHEAD AT BROOKHAVEN	SCIENCE			English	Editorial Material																			0	0	0	0	1	AMER ASSOC ADVANCEMENT SCIENCE	WASHINGTON	1200 NEW YORK AVE, NW, WASHINGTON, DC 20005	0036-8075			SCIENCE	Science	AUG 4	1989	245	4917					472	472						1	Multidisciplinary Sciences	Science Citation Index Expanded (SCI-EXPANDED)	Science & Technology - Other Topics	AJ119	17750256				2022-12-28	WOS:A1989AJ11900022
J	HOLDEN, C				HOLDEN, C			FREE NIH	SCIENCE			English	Editorial Material																			0	0	0	0	1	AMER ASSOC ADVANCEMENT SCIENCE	WASHINGTON	1200 NEW YORK AVE, NW, WASHINGTON, DC 20005	0036-8075			SCIENCE	Science	AUG 4	1989	245	4917					472	472						1	Multidisciplinary Sciences	Science Citation Index Expanded (SCI-EXPANDED)	Science & Technology - Other Topics	AJ119	17750256				2022-12-28	WOS:A1989AJ11900024
J	AMATO, I				AMATO, I			OIL AND WATER	SCIENCE			English	Editorial Material																		STARR, 1991, FOREIGN POLICY   SPR	1	1	1	0	1	AMER ASSOC ADVANCEMENT SCIENCE	WASHINGTON	1200 NEW YORK AVE, NW, WASHINGTON, DC 20005	0036-8075			SCIENCE	Science	JUN 28	1991	252	5014					1784	1784						1	Multidisciplinary Sciences	Science Citation Index Expanded (SCI-EXPANDED)	Science & Technology - Other Topics	FU061	17753248				2022-12-28	WOS:A1991FU06100013
J	AMATO, I				AMATO, I			CAN-DO BUGS	SCIENCE			English	Editorial Material																			0	1	1	0	1	AMER ASSOC ADVANCEMENT SCIENCE	WASHINGTON	1200 NEW YORK AVE, NW, WASHINGTON, DC 20005	0036-8075			SCIENCE	Science	JUN 28	1991	252	5014					1784	1784						1	Multidisciplinary Sciences	Science Citation Index Expanded (SCI-EXPANDED)	Science & Technology - Other Topics	FU061	17753248				2022-12-28	WOS:A1991FU06100016
J	HOLDEN, C				HOLDEN, C			HIPPARCOS ON THE LAUNCH PAD	SCIENCE			English	Editorial Material																			0	0	0	0	1	AMER ASSOC ADVANCEMENT SCIENCE	WASHINGTON	1200 NEW YORK AVE, NW, WASHINGTON, DC 20005	0036-8075			SCIENCE	Science	AUG 4	1989	245	4917					472	472						1	Multidisciplinary Sciences	Science Citation Index Expanded (SCI-EXPANDED)	Science & Technology - Other Topics	AJ119	17750256				2022-12-28	WOS:A1989AJ11900027
J	AMATO, I				AMATO, I			SENATE BOOSTS SSC, MAIN INJECTOR FUNDING	SCIENCE			English	Editorial Material																		1991, SCIENCE, V252, P1058	1	1	1	0	1	AMER ASSOC ADVANCEMENT SCIENCE	WASHINGTON	1200 NEW YORK AVE, NW, WASHINGTON, DC 20005	0036-8075			SCIENCE	Science	JUN 28	1991	252	5014					1784	1784						1	Multidisciplinary Sciences	Science Citation Index Expanded (SCI-EXPANDED)	Science & Technology - Other Topics	FU061	17753248				2022-12-28	WOS:A1991FU06100014
J	HOLDEN, C				HOLDEN, C			WORM BITES DAD	SCIENCE			English	Editorial Material																			0	0	0	0	1	AMER ASSOC ADVANCEMENT SCIENCE	WASHINGTON	1200 NEW YORK AVE, NW, WASHINGTON, DC 20005	0036-8075			SCIENCE	Science	AUG 4	1989	245	4917					472	472						1	Multidisciplinary Sciences	Science Citation Index Expanded (SCI-EXPANDED)	Science & Technology - Other Topics	AJ119	17750256				2022-12-28	WOS:A1989AJ11900026
J	AMATO, I				AMATO, I			CAN PR COOL THE GREENHOUSE	SCIENCE			English	Editorial Material																			0	1	1	0	1	AMER ASSOC ADVANCEMENT SCIENCE	WASHINGTON	1200 NEW YORK AVE, NW, WASHINGTON, DC 20005	0036-8075			SCIENCE	Science	JUN 28	1991	252	5014					1784	1785						2	Multidisciplinary Sciences	Science Citation Index Expanded (SCI-EXPANDED)	Science & Technology - Other Topics	FU061	17753248				2022-12-28	WOS:A1991FU06100018
J	HOLDEN, C				HOLDEN, C			ANIMAL ACTIVISTS GET STONY BROOK FILES	SCIENCE			English	Editorial Material																			0	0	0	0	1	AMER ASSOC ADVANCEMENT SCIENCE	WASHINGTON	1200 NEW YORK AVE, NW, WASHINGTON, DC 20005	0036-8075			SCIENCE	Science	AUG 4	1989	245	4917					472	472						1	Multidisciplinary Sciences	Science Citation Index Expanded (SCI-EXPANDED)	Science & Technology - Other Topics	AJ119	17750256				2022-12-28	WOS:A1989AJ11900025
J	HOLDEN, C				HOLDEN, C			SCIENTISTS AS BRAINY AS MBAS	SCIENCE			English	Editorial Material																			0	0	0	0	1	AMER ASSOC ADVANCEMENT SCIENCE	WASHINGTON	1200 NEW YORK AVE, NW, WASHINGTON, DC 20005	0036-8075			SCIENCE	Science	AUG 4	1989	245	4917					472	472						1	Multidisciplinary Sciences	Science Citation Index Expanded (SCI-EXPANDED)	Science & Technology - Other Topics	AJ119	17750256				2022-12-28	WOS:A1989AJ11900023
J	AMATO, I				AMATO, I			LOGGERS DISMAY	SCIENCE			English	Editorial Material																			0	1	1	0	1	AMER ASSOC ADVANCEMENT SCIENCE	WASHINGTON	1200 NEW YORK AVE, NW, WASHINGTON, DC 20005	0036-8075			SCIENCE	Science	JUN 28	1991	252	5014					1784	1784						1	Multidisciplinary Sciences	Science Citation Index Expanded (SCI-EXPANDED)	Science & Technology - Other Topics	FU061	17753248				2022-12-28	WOS:A1991FU06100017
J	AMATO, I				AMATO, I			BORDERLESS GRANTS	SCIENCE			English	Editorial Material																			0	1	1	0	1	AMER ASSOC ADVANCEMENT SCIENCE	WASHINGTON	1200 NEW YORK AVE, NW, WASHINGTON, DC 20005	0036-8075			SCIENCE	Science	JUN 28	1991	252	5014					1784	1784						1	Multidisciplinary Sciences	Science Citation Index Expanded (SCI-EXPANDED)	Science & Technology - Other Topics	FU061	17753248				2022-12-28	WOS:A1991FU06100015
