PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FP	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	DL	D2	EA	PG	WC	WE	SC	GA	PM	OA	HC	HP	DA	UT
J	KNOX, J				KNOX, J			MINORITIES IN SCIENCE - THE DIALOG	SCIENCE			English	Letter											KNOX, J (corresponding author), UNIV WISCONSIN, DEPT ATMOSPHER & OCEAN SCI, MADISON, WI 53706 USA.			McCarter, James/0000-0001-7646-810X					0	0	0	0	1	AMER ASSOC ADVANCEMENT SCIENCE	WASHINGTON	1200 NEW YORK AVE, NW, WASHINGTON, DC 20005 USA	0036-8075	1095-9203		SCIENCE	Science	FEB 19	1993	259	5098					1108	1108		10.1126/science.259.5098.1108-a	http://dx.doi.org/10.1126/science.259.5098.1108-a			1	Multidisciplinary Sciences	Science Citation Index Expanded (SCI-EXPANDED)	Science & Technology - Other Topics	KM917	17794372				2022-12-28	WOS:A1993KM91700012
J	CIPARICK, JD				CIPARICK, JD			MINORITIES IN SCIENCE - THE DIALOG	SCIENCE			English	Letter														McCarter, James/0000-0001-7646-810X					0	0	0	0	1	AMER ASSOC ADVANCEMENT SCIENCE	WASHINGTON	1200 NEW YORK AVE, NW, WASHINGTON, DC 20005 USA	0036-8075	1095-9203		SCIENCE	Science	FEB 19	1993	259	5098					1108	1109		10.1126/science.259.5098.1108-a	http://dx.doi.org/10.1126/science.259.5098.1108-a			2	Multidisciplinary Sciences	Science Citation Index Expanded (SCI-EXPANDED)	Science & Technology - Other Topics	KM917	17794372				2022-12-28	WOS:A1993KM91700015
J	MCCARTER, J; SCHREIBER, M; BHATNAGAR, R				MCCARTER, J; SCHREIBER, M; BHATNAGAR, R			MINORITIES IN SCIENCE - THE DIALOG	SCIENCE			English	Letter											MCCARTER, J (corresponding author), WASHINGTON UNIV,SCH MED,DIV BIOL & BIOMED SCI,ST LOUIS,MO 63110, USA.			McCarter, James/0000-0001-7646-810X				WILLIAMS L, 1992, SCIENCE, V258, P1186	1	0	0	0	1	AMER ASSOC ADVANCEMENT SCIENCE	WASHINGTON	1200 NEW YORK AVE, NW, WASHINGTON, DC 20005	0036-8075			SCIENCE	Science	FEB 19	1993	259	5098					1108	1108		10.1126/science.259.5098.1108-a	http://dx.doi.org/10.1126/science.259.5098.1108-a			1	Multidisciplinary Sciences	Science Citation Index Expanded (SCI-EXPANDED); Social Science Citation Index (SSCI)	Science & Technology - Other Topics	KM917	17794372				2022-12-28	WOS:A1993KM91700011
J	SUNG, ZR				SUNG, ZR			MINORITIES IN SCIENCE - THE DIALOG	SCIENCE			English	Letter											SUNG, ZR (corresponding author), UNIV CALIF BERKELEY, DEPT PLANT BIOL, BERKELEY, CA 94720 USA.			McCarter, James/0000-0001-7646-810X					0	0	0	0	1	AMER ASSOC ADVANCEMENT SCIENCE	WASHINGTON	1200 NEW YORK AVE, NW, WASHINGTON, DC 20005 USA	0036-8075	1095-9203		SCIENCE	Science	FEB 19	1993	259	5098					1108	1108		10.1126/science.259.5098.1108-a	http://dx.doi.org/10.1126/science.259.5098.1108-a			1	Multidisciplinary Sciences	Science Citation Index Expanded (SCI-EXPANDED)	Science & Technology - Other Topics	KM917	17794372				2022-12-28	WOS:A1993KM91700013
J	WONG, HV				WONG, HV			MINORITIES IN SCIENCE - THE DIALOG	SCIENCE			English	Letter														McCarter, James/0000-0001-7646-810X					0	0	0	0	1	AMER ASSOC ADVANCEMENT SCIENCE	WASHINGTON	1200 NEW YORK AVE, NW, WASHINGTON, DC 20005 USA	0036-8075	1095-9203		SCIENCE	Science	FEB 19	1993	259	5098					1108	1108		10.1126/science.259.5098.1108-a	http://dx.doi.org/10.1126/science.259.5098.1108-a			1	Multidisciplinary Sciences	Science Citation Index Expanded (SCI-EXPANDED)	Science & Technology - Other Topics	KM917	17794372				2022-12-28	WOS:A1993KM91700014
J	HOLDEN, C				HOLDEN, C			KEEPING UP	SCIENCE			English	Editorial Material																		1989, ACADEMIC RES EQUIPME	1	0	0	0	1	AMER ASSOC ADVANCEMENT SCIENCE	WASHINGTON	1200 NEW YORK AVE, NW, WASHINGTON, DC 20005	0036-8075			SCIENCE	Science	JUL 19	1991	253	5017					265	265						1	Multidisciplinary Sciences	Science Citation Index Expanded (SCI-EXPANDED)	Science & Technology - Other Topics	FX224	17794686				2022-12-28	WOS:A1991FX22400023
J	HOLDEN, C				HOLDEN, C			UK OKS RU-486	SCIENCE			English	Editorial Material																			0	3	3	0	0	AMER ASSOC ADVANCEMENT SCIENCE	WASHINGTON	1200 NEW YORK AVE, NW, WASHINGTON, DC 20005	0036-8075			SCIENCE	Science	JUL 19	1991	253	5017					264	264		10.1126/science.253.5017.264	http://dx.doi.org/10.1126/science.253.5017.264			1	Multidisciplinary Sciences	Science Citation Index Expanded (SCI-EXPANDED)	Science & Technology - Other Topics	FX224	17794681				2022-12-28	WOS:A1991FX22400017
J	CLARKSON, AB				CLARKSON, AB			MINORITIES IN SCIENCE - THE DIALOG	SCIENCE			English	Letter											CLARKSON, AB (corresponding author), NYU, MED CTR, DEPT MED & MOLEC PARASITOL, NEW YORK, NY 10010 USA.							1992, SCIENCE, V258, P1216	1	0	0	0	0	AMER ASSOC ADVANCEMENT SCIENCE	WASHINGTON	1200 NEW YORK AVE, NW, WASHINGTON, DC 20005 USA	0036-8075	1095-9203		SCIENCE	Science	FEB 19	1993	259	5098					1106	1106		10.1126/science.259.5098.1106-b	http://dx.doi.org/10.1126/science.259.5098.1106-b			1	Multidisciplinary Sciences	Science Citation Index Expanded (SCI-EXPANDED)	Science & Technology - Other Topics	KM917	17794366				2022-12-28	WOS:A1993KM91700006
J	HOLDEN, C				HOLDEN, C			BRAIN FOOD IN COMPUTER GAMES	SCIENCE			English	Editorial Material																			0	3	3	0	0	AMER ASSOC ADVANCEMENT SCIENCE	WASHINGTON	1200 NEW YORK AVE, NW, WASHINGTON, DC 20005	0036-8075			SCIENCE	Science	JUL 19	1991	253	5017					264	264		10.1126/science.253.5017.264	http://dx.doi.org/10.1126/science.253.5017.264			1	Multidisciplinary Sciences	Science Citation Index Expanded (SCI-EXPANDED)	Science & Technology - Other Topics	FX224	17794681				2022-12-28	WOS:A1991FX22400016
J	HOLDEN, C				HOLDEN, C			SKULLDUGGERY	SCIENCE			English	Editorial Material																			0	0	0	0	1	AMER ASSOC ADVANCEMENT SCIENCE	WASHINGTON	1200 NEW YORK AVE, NW, WASHINGTON, DC 20005	0036-8075			SCIENCE	Science	JUL 19	1991	253	5017					265	265						1	Multidisciplinary Sciences	Science Citation Index Expanded (SCI-EXPANDED)	Science & Technology - Other Topics	FX224	17794686				2022-12-28	WOS:A1991FX22400022
