PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FP	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	DL	D2	EA	PG	WC	WE	SC	GA	PM	OA	HC	HP	DA	UT
J	REISLER, H				REISLER, H			WOMEN IN SCIENCE - RESPONSE	SCIENCE			English	Letter											REISLER, H (corresponding author), UNIV SO CALIF, DEPT CHEM, LOS ANGELES, CA 90089 USA.		Linial, Michal/B-9143-2011	Thiel, Patricia/0000-0003-4195-0216; Rolison, Debra/0000-0003-0493-9931; rice, jane k/0000-0003-0069-0366					0	0	0	0	0	AMER ASSOC ADVANCEMENT SCIENCE	WASHINGTON	1200 NEW YORK AVE, NW, WASHINGTON, DC 20005 USA	0036-8075	1095-9203		SCIENCE	Science	JUN 19	1992	256	5064					1614	1614		10.1126/science.256.5064.1614-c	http://dx.doi.org/10.1126/science.256.5064.1614-c			1	Multidisciplinary Sciences	Science Citation Index Expanded (SCI-EXPANDED)	Science & Technology - Other Topics	HZ174	17841072				2022-12-28	WOS:A1992HZ17400014
J	VIGILANT, L				VIGILANT, L			WOMEN IN SCIENCE - RESPONSE	SCIENCE			English	Letter											VIGILANT, L (corresponding author), PENN STATE UNIV, DEPT ANTHROPOL, UNIV PK, PA 16802 USA.		Linial, Michal/B-9143-2011	Thiel, Patricia/0000-0003-4195-0216; Rolison, Debra/0000-0003-0493-9931; rice, jane k/0000-0003-0069-0366					0	0	0	0	0	AMER ASSOC ADVANCEMENT SCIENCE	WASHINGTON	1200 NEW YORK AVE, NW, WASHINGTON, DC 20005 USA	0036-8075	1095-9203		SCIENCE	Science	JUN 19	1992	256	5064					1614	1614		10.1126/science.256.5064.1614-c	http://dx.doi.org/10.1126/science.256.5064.1614-c			1	Multidisciplinary Sciences	Science Citation Index Expanded (SCI-EXPANDED)	Science & Technology - Other Topics	HZ174	17841072				2022-12-28	WOS:A1992HZ17400016
J	HOLDEN, C				HOLDEN, C			ASSESSING HIGH-SCHOOL ACHIEVEMENT	SCIENCE			English	Editorial Material																			0	0	0	0	0	AMER ASSOC ADVANCEMENT SCIENCE	WASHINGTON	1200 NEW YORK AVE, NW, WASHINGTON, DC 20005	0036-8075			SCIENCE	Science	FEB 1	1991	251	4993					516	517						2	Multidisciplinary Sciences	Science Citation Index Expanded (SCI-EXPANDED)	Science & Technology - Other Topics	EV459	17840857				2022-12-28	WOS:A1991EV45900033
J	HOLDEN, C				HOLDEN, C			OPENING WINDOW ON QUANTUM WEIRDNESS	SCIENCE			English	Editorial Material																		HELLER J, CATCH 22	1	0	0	0	0	AMER ASSOC ADVANCEMENT SCIENCE	WASHINGTON	1200 NEW YORK AVE, NW, WASHINGTON, DC 20005	0036-8075			SCIENCE	Science	FEB 1	1991	251	4993					516	516						1	Multidisciplinary Sciences	Science Citation Index Expanded (SCI-EXPANDED)	Science & Technology - Other Topics	EV459	17840857				2022-12-28	WOS:A1991EV45900029
J	HOLDEN, C				HOLDEN, C			CANADA SACRIFICES FOR MIDDLE-EAST	SCIENCE			English	Editorial Material																			0	0	0	0	0	AMER ASSOC ADVANCEMENT SCIENCE	WASHINGTON	1200 NEW YORK AVE, NW, WASHINGTON, DC 20005	0036-8075			SCIENCE	Science	FEB 1	1991	251	4993					516	516						1	Multidisciplinary Sciences	Science Citation Index Expanded (SCI-EXPANDED)	Science & Technology - Other Topics	EV459	17840857				2022-12-28	WOS:A1991EV45900032
J	MIMS, FM				MIMS, FM			WOMEN IN SCIENCE - RESPONSE	SCIENCE			English	Letter											MIMS, FM (corresponding author), SCI PROBE, 433 TWIN OAK RD, SEGUIN, TX 78155 USA.		Linial, Michal/B-9143-2011	Thiel, Patricia/0000-0003-4195-0216; Rolison, Debra/0000-0003-0493-9931; rice, jane k/0000-0003-0069-0366					0	0	0	0	0	AMER ASSOC ADVANCEMENT SCIENCE	WASHINGTON	1200 NEW YORK AVE, NW, WASHINGTON, DC 20005 USA	0036-8075	1095-9203		SCIENCE	Science	JUN 19	1992	256	5064					1614	1614		10.1126/science.256.5064.1614-c	http://dx.doi.org/10.1126/science.256.5064.1614-c			1	Multidisciplinary Sciences	Science Citation Index Expanded (SCI-EXPANDED)	Science & Technology - Other Topics	HZ174	17841072				2022-12-28	WOS:A1992HZ17400012
J	ROLISON, DR; THIEL, PA; STACY, AM; RICHMOND, GL; RICE, JK; PEMBERTON, JE; OSTERYOUNG, JG; OGRADY, WE; NOWAK, RJ; LICHTER, RL				ROLISON, DR; THIEL, PA; STACY, AM; RICHMOND, GL; RICE, JK; PEMBERTON, JE; OSTERYOUNG, JG; OGRADY, WE; NOWAK, RJ; LICHTER, RL			WOMEN IN SCIENCE - RESPONSE	SCIENCE			English	Letter									IOWA STATE UNIV SCI & TECHNOL, AMES LAB, AMES, IA 50011 USA; IOWA STATE UNIV SCI & TECHNOL, DEPT CHEM, AMES, IA 50011 USA; UNIV CALIF BERKELEY, DEPT CHEM, BERKELEY, CA 94720 USA; UNIV OREGON, DEPT CHEM, EUGENE, OR 97403 USA; UNIV OREGON, INST CHEM PHYS, EUGENE, OR 97403 USA; USN, CHEM DYNAM & DIAGNOST BRANCH, WASHINGTON, DC 20375 USA; UNIV ARIZONA, DEPT CHEM, TUCSON, AZ 85721 USA; N CAROLINA STATE UNIV, DEPT CHEM, RALEIGH, NC 27695 USA; OFF NAVAL RES, DIV CHEM, ARLINGTON, VA 22217 USA; CAMILLE & HENRY DREYFUS FDN, NEW YORK, NY 10022 USA	Iowa State University; United States Department of Energy (DOE); Ames National Laboratory; Iowa State University; University of California System; University of California Berkeley; University of Oregon; University of Oregon; United States Department of Defense; United States Navy; University of Arizona; University of North Carolina; North Carolina State University; United States Department of Defense; United States Navy	ROLISON, DR (corresponding author), USN, RES LAB, SURFACE CHEM BRANCH, CODE 6170, WASHINGTON, DC 20375 USA.		Linial, Michal/B-9143-2011	Thiel, Patricia/0000-0003-4195-0216; Rolison, Debra/0000-0003-0493-9931; rice, jane k/0000-0003-0069-0366				GOOD M, 1992, SCIENCE, V255, P1372	1	0	0	0	0	AMER ASSOC ADVANCEMENT SCIENCE	WASHINGTON	1200 NEW YORK AVE, NW, WASHINGTON, DC 20005 USA	0036-8075	1095-9203		SCIENCE	Science	JUN 19	1992	256	5064					1614	1615		10.1126/science.256.5064.1614-c	http://dx.doi.org/10.1126/science.256.5064.1614-c			2	Multidisciplinary Sciences	Science Citation Index Expanded (SCI-EXPANDED)	Science & Technology - Other Topics	HZ174	17841072				2022-12-28	WOS:A1992HZ17400017
J	GALLOWAY, D; LINIAL, M; ZAKIAN, V				GALLOWAY, D; LINIAL, M; ZAKIAN, V			WOMEN IN SCIENCE - RESPONSE	SCIENCE			English	Letter											GALLOWAY, D (corresponding author), FRED HUTCHINSON CANC RES CTR,1124 COLUMBIA ST,SEATTLE,WA 98104, USA.		Linial, Michal/B-9143-2011	Thiel, Patricia/0000-0003-4195-0216; Rolison, Debra/0000-0003-0493-9931; rice, jane k/0000-0003-0069-0366					0	0	0	0	0	AMER ASSOC ADVANCEMENT SCIENCE	WASHINGTON	1200 NEW YORK AVE, NW, WASHINGTON, DC 20005	0036-8075			SCIENCE	Science	JUN 19	1992	256	5064					1614	1614		10.1126/science.256.5064.1614-c	http://dx.doi.org/10.1126/science.256.5064.1614-c			1	Multidisciplinary Sciences	Science Citation Index Expanded (SCI-EXPANDED)	Science & Technology - Other Topics	HZ174	17841072				2022-12-28	WOS:A1992HZ17400015
J	SUNG, R				SUNG, R			WOMEN IN SCIENCE - RESPONSE	SCIENCE			English	Letter											SUNG, R (corresponding author), UNIV CALIF BERKELEY, DEPT PLANT BIOL, BERKELEY, CA 94720 USA.		Linial, Michal/B-9143-2011	Thiel, Patricia/0000-0003-4195-0216; Rolison, Debra/0000-0003-0493-9931; rice, jane k/0000-0003-0069-0366					0	0	0	0	0	AMER ASSOC ADVANCEMENT SCIENCE	WASHINGTON	1200 NEW YORK AVE, NW, WASHINGTON, DC 20005 USA	0036-8075	1095-9203		SCIENCE	Science	JUN 19	1992	256	5064					1614	1614		10.1126/science.256.5064.1614-c	http://dx.doi.org/10.1126/science.256.5064.1614-c			1	Multidisciplinary Sciences	Science Citation Index Expanded (SCI-EXPANDED)	Science & Technology - Other Topics	HZ174	17841072				2022-12-28	WOS:A1992HZ17400013
J	HOLDEN, C				HOLDEN, C			SEARCH FOR ETS GETS FISCAL REPRIEVE	SCIENCE			English	Editorial Material																		1990, SCIENCE, V249, P249	1	0	0	0	0	AMER ASSOC ADVANCEMENT SCIENCE	WASHINGTON	1200 NEW YORK AVE, NW, WASHINGTON, DC 20005	0036-8075			SCIENCE	Science	FEB 1	1991	251	4993					516	516						1	Multidisciplinary Sciences	Science Citation Index Expanded (SCI-EXPANDED)	Science & Technology - Other Topics	EV459	17840857				2022-12-28	WOS:A1991EV45900031
