PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FP	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	DL	D2	EA	PG	WC	WE	SC	GA	PM	OA	HC	HP	DA	UT
J	HOLDEN, C				HOLDEN, C			KOPROWSKI SUES WISTAR-INSTITUTE	SCIENCE			English	Editorial Material																			0	0	0	0	0	AMER ASSOC ADVANCEMENT SCIENCE	WASHINGTON	1200 NEW YORK AVE, NW, WASHINGTON, DC 20005	0036-8075			SCIENCE	Science	MAR 20	1992	255	5051					1506	1506						1	Multidisciplinary Sciences	Science Citation Index Expanded (SCI-EXPANDED)	Science & Technology - Other Topics	HJ809	17820152				2022-12-28	WOS:A1992HJ80900016
J	HOLDEN, C				HOLDEN, C			NASA MYSTERY MAN	SCIENCE			English	Editorial Material																		RICHELSON J, AM SECRET EYES SPACE	1	0	0	0	0	AMER ASSOC ADVANCEMENT SCIENCE	WASHINGTON	1200 NEW YORK AVE, NW, WASHINGTON, DC 20005	0036-8075			SCIENCE	Science	MAR 20	1992	255	5051					1506	1507						2	Multidisciplinary Sciences	Science Citation Index Expanded (SCI-EXPANDED)	Science & Technology - Other Topics	HJ809	17820152				2022-12-28	WOS:A1992HJ80900017
J	HOLDEN, C				HOLDEN, C			JAWS OF EARLY LIFE	SCIENCE			English	Editorial Material																			0	0	0	0	0	AMER ASSOC ADVANCEMENT SCIENCE	WASHINGTON	1200 NEW YORK AVE, NW, WASHINGTON, DC 20005	0036-8075			SCIENCE	Science	MAR 20	1992	255	5051					1506	1506						1	Multidisciplinary Sciences	Science Citation Index Expanded (SCI-EXPANDED)	Science & Technology - Other Topics	HJ809	17820152				2022-12-28	WOS:A1992HJ80900015
J	HOLDEN, C				HOLDEN, C			MCKNIGHT AND TJIAN GO FISHING	SCIENCE			English	Editorial Material																			0	0	0	0	0	AMER ASSOC ADVANCEMENT SCIENCE	WASHINGTON	1200 NEW YORK AVE, NW, WASHINGTON, DC 20005	0036-8075			SCIENCE	Science	MAR 20	1992	255	5051					1506	1506						1	Multidisciplinary Sciences	Science Citation Index Expanded (SCI-EXPANDED)	Science & Technology - Other Topics	HJ809	17820152				2022-12-28	WOS:A1992HJ80900014
J	HAMILTON, D				HAMILTON, D			LE-NEZ KNOWS	SCIENCE			English	Editorial Material																			0	0	0	0	2	AMER ASSOC ADVANCEMENT SCIENCE	WASHINGTON	1200 NEW YORK AVE, NW, WASHINGTON, DC 20005	0036-8075			SCIENCE	Science	JUN 22	1990	248	4962					1486	1486						1	Multidisciplinary Sciences	Science Citation Index Expanded (SCI-EXPANDED)	Science & Technology - Other Topics	DK408	17818299				2022-12-28	WOS:A1990DK40800020
J	HOLDEN, C				HOLDEN, C			NO CONFLICT ON CONFLICT-OF-INTEREST	SCIENCE			English	Editorial Material																			0	5	5	0	1	AMER ASSOC ADVANCEMENT SCIENCE	WASHINGTON	1200 NEW YORK AVE, NW, WASHINGTON, DC 20005	0036-8075			SCIENCE	Science	DEC 14	1990	250	4987					1515	1515						1	Multidisciplinary Sciences	Science Citation Index Expanded (SCI-EXPANDED); Social Science Citation Index (SSCI)	Science & Technology - Other Topics	EM931	17818279				2022-12-28	WOS:A1990EM93100026
J	HAMILTON, D				HAMILTON, D			GROWTH WITHOUT NEW ENERGY	SCIENCE			English	Editorial Material																		1990, ENERGY USE US EC	1	0	0	0	2	AMER ASSOC ADVANCEMENT SCIENCE	WASHINGTON	1200 NEW YORK AVE, NW, WASHINGTON, DC 20005	0036-8075			SCIENCE	Science	JUN 22	1990	248	4962					1486	1486						1	Multidisciplinary Sciences	Science Citation Index Expanded (SCI-EXPANDED)	Science & Technology - Other Topics	DK408	17818299				2022-12-28	WOS:A1990DK40800017
J	HOLDEN, C				HOLDEN, C			HOPEFUL NEWS FOR CF PILOT-STUDIES	SCIENCE			English	Editorial Material																		1990, SCIENCE, V250, P1076	1	1	1	0	2	AMER ASSOC ADVANCEMENT SCIENCE	WASHINGTON	1200 NEW YORK AVE, NW, WASHINGTON, DC 20005	0036-8075			SCIENCE	Science	DEC 14	1990	250	4987					1514	1515						2	Multidisciplinary Sciences	Science Citation Index Expanded (SCI-EXPANDED)	Science & Technology - Other Topics	EM931	17818276				2022-12-28	WOS:A1990EM93100024
J	HOLDEN, C				HOLDEN, C			NEEDLEMAN REDUX	SCIENCE			English	Editorial Material																		NEEDLEMAN, 1979, NEW ENGLAND J ME MAR; 1991, SCIENCE, V253, P253	2	1	1	0	0	AMER ASSOC ADVANCEMENT SCIENCE	WASHINGTON	1200 NEW YORK AVE, NW, WASHINGTON, DC 20005	0036-8075			SCIENCE	Science	MAR 20	1992	255	5051					1507	1507						1	Multidisciplinary Sciences	Science Citation Index Expanded (SCI-EXPANDED)	Science & Technology - Other Topics	HJ809	17820156				2022-12-28	WOS:A1992HJ80900019
J	HAMILTON, D				HAMILTON, D			MIT PICKS A PRESIDENT - AGAIN	SCIENCE			English	Editorial Material																			0	0	0	0	2	AMER ASSOC ADVANCEMENT SCIENCE	WASHINGTON	1200 NEW YORK AVE, NW, WASHINGTON, DC 20005	0036-8075			SCIENCE	Science	JUN 22	1990	248	4962					1486	1486						1	Multidisciplinary Sciences	Science Citation Index Expanded (SCI-EXPANDED)	Science & Technology - Other Topics	DK408	17818299				2022-12-28	WOS:A1990DK40800016
