PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FP	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	DL	D2	EA	PG	WC	WE	SC	GA	PM	OA	HC	HP	DA	UT
J	HOLDEN, C				HOLDEN, C			MONKEYS IN LIMBO	SCIENCE			English	Editorial Material																			0	0	0	0	0	AMER ASSOC ADVANCEMENT SCIENCE	WASHINGTON	1200 NEW YORK AVE, NW, WASHINGTON, DC 20005	0036-8075			SCIENCE	Science	APR 27	1990	248	4954					446	446						1	Multidisciplinary Sciences	Science Citation Index Expanded (SCI-EXPANDED)	Science & Technology - Other Topics	DA756	17815588				2022-12-28	WOS:A1990DA75600029
J	HOLDEN, C				HOLDEN, C			FLEAS TURN A DEAF EAR	SCIENCE			English	Editorial Material																			0	0	0	0	0	AMER ASSOC ADVANCEMENT SCIENCE	WASHINGTON	1200 NEW YORK AVE, NW, WASHINGTON, DC 20005	0036-8075			SCIENCE	Science	JAN 12	1990	247	4939					156	156						1	Multidisciplinary Sciences	Science Citation Index Expanded (SCI-EXPANDED)	Science & Technology - Other Topics	CH520	17813272				2022-12-28	WOS:A1990CH52000012
J	HOLDEN, C				HOLDEN, C			HARVARD TAKES MATH SUPER BOWL	SCIENCE			English	Editorial Material																			0	0	0	0	0	AMER ASSOC ADVANCEMENT SCIENCE	WASHINGTON	1200 NEW YORK AVE, NW, WASHINGTON, DC 20005	0036-8075			SCIENCE	Science	APR 27	1990	248	4954					446	446						1	Multidisciplinary Sciences	Science Citation Index Expanded (SCI-EXPANDED)	Science & Technology - Other Topics	DA756	17815588				2022-12-28	WOS:A1990DA75600026
J	HOLDEN, C				HOLDEN, C			MOSS-LANDING-LABS DESTROYED BY QUAKE	SCIENCE			English	Editorial Material																			0	0	0	0	0	AMER ASSOC ADVANCEMENT SCIENCE	WASHINGTON	1200 NEW YORK AVE, NW, WASHINGTON, DC 20005	0036-8075			SCIENCE	Science	JAN 12	1990	247	4939					156	156						1	Multidisciplinary Sciences	Science Citation Index Expanded (SCI-EXPANDED)	Science & Technology - Other Topics	CH520	17813272				2022-12-28	WOS:A1990CH52000014
J	HOLDEN, C				HOLDEN, C			STANFORD NEWS DIRECTOR RESIGNS	SCIENCE			English	Editorial Material																			0	0	0	0	0	AMER ASSOC ADVANCEMENT SCIENCE	WASHINGTON	1200 NEW YORK AVE, NW, WASHINGTON, DC 20005	0036-8075			SCIENCE	Science	JAN 12	1990	247	4939					156	156						1	Multidisciplinary Sciences	Science Citation Index Expanded (SCI-EXPANDED)	Science & Technology - Other Topics	CH520	17813272				2022-12-28	WOS:A1990CH52000015
J	HOLDEN, C				HOLDEN, C			RESEARCH SHUFFLE AT NIMH	SCIENCE			English	Editorial Material																			0	0	0	0	0	AMER ASSOC ADVANCEMENT SCIENCE	WASHINGTON	1200 NEW YORK AVE, NW, WASHINGTON, DC 20005	0036-8075			SCIENCE	Science	APR 27	1990	248	4954					446	446						1	Multidisciplinary Sciences	Science Citation Index Expanded (SCI-EXPANDED)	Science & Technology - Other Topics	DA756	17815588				2022-12-28	WOS:A1990DA75600027
J	HOLDEN, C				HOLDEN, C			INCREDIBLE LIGHTNESS OF GYROSCOPES	SCIENCE			English	Editorial Material																		HAYASAKA H, 1989, PHYSICAL REV LE 1218	1	0	0	0	0	AMER ASSOC ADVANCEMENT SCIENCE	WASHINGTON	1200 NEW YORK AVE, NW, WASHINGTON, DC 20005	0036-8075			SCIENCE	Science	JAN 12	1990	247	4939					156	157						2	Multidisciplinary Sciences	Science Citation Index Expanded (SCI-EXPANDED)	Science & Technology - Other Topics	CH520	17813272				2022-12-28	WOS:A1990CH52000016
J	HOLDEN, C				HOLDEN, C			CDC HEAD NAMED	SCIENCE			English	Editorial Material																			0	0	0	0	0	AMER ASSOC ADVANCEMENT SCIENCE	WASHINGTON	1200 NEW YORK AVE, NW, WASHINGTON, DC 20005	0036-8075			SCIENCE	Science	JAN 12	1990	247	4939					156	156						1	Multidisciplinary Sciences	Science Citation Index Expanded (SCI-EXPANDED)	Science & Technology - Other Topics	CH520	17813272				2022-12-28	WOS:A1990CH52000013
J	HOLDEN, C				HOLDEN, C			THINKING ABOUT MARS	SCIENCE			English	Editorial Material																			0	0	0	0	0	AMER ASSOC ADVANCEMENT SCIENCE	WASHINGTON	1200 NEW YORK AVE, NW, WASHINGTON, DC 20005	0036-8075			SCIENCE	Science	APR 27	1990	248	4954					446	446						1	Multidisciplinary Sciences	Science Citation Index Expanded (SCI-EXPANDED)	Science & Technology - Other Topics	DA756	17815588				2022-12-28	WOS:A1990DA75600028
J	HOLDEN, C				HOLDEN, C			PHYSICISTS BALK AT JOURNALISTS AWARD	SCIENCE			English	Editorial Material																			0	0	0	0	0	AMER ASSOC ADVANCEMENT SCIENCE	WASHINGTON	1200 NEW YORK AVE, NW, WASHINGTON, DC 20005	0036-8075			SCIENCE	Science	APR 27	1990	248	4954					446	446						1	Multidisciplinary Sciences	Science Citation Index Expanded (SCI-EXPANDED); Social Science Citation Index (SSCI)	Science & Technology - Other Topics	DA756	17815588				2022-12-28	WOS:A1990DA75600025
J	HOLDEN, C				HOLDEN, C			STANFORD - NEW FOCUS ON TEACHING	SCIENCE			English	Editorial Material																			0	0	0	0	0	AMER ASSOC ADVANCEMENT SCIENCE	WASHINGTON	1200 NEW YORK AVE, NW, WASHINGTON, DC 20005	0036-8075			SCIENCE	Science	MAR 15	1991	251	4999					1311	1311						1	Multidisciplinary Sciences	Science Citation Index Expanded (SCI-EXPANDED)	Science & Technology - Other Topics	FB733	17816182				2022-12-28	WOS:A1991FB73300027
J	HOLDEN, C				HOLDEN, C			PLANETARY MALIGNANCY	SCIENCE			English	Editorial Material																		HERN, 1990, POPULATION ENV   FAL	1	0	0	0	0	AMER ASSOC ADVANCEMENT SCIENCE	WASHINGTON	1200 NEW YORK AVE, NW, WASHINGTON, DC 20005	0036-8075			SCIENCE	Science	MAR 15	1991	251	4999					1311	1311						1	Multidisciplinary Sciences	Science Citation Index Expanded (SCI-EXPANDED)	Science & Technology - Other Topics	FB733	17816182				2022-12-28	WOS:A1991FB73300026
