PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FP	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	DL	D2	EA	PG	WC	WE	SC	GA	PM	OA	HC	HP	DA	UT
J	HOLDEN, C				HOLDEN, C			HARD TIMES FOR MRC	SCIENCE			English	Editorial Material																			0	0	0	0	0	AMER ASSOC ADVANCEMENT SCIENCE	WASHINGTON	1200 NEW YORK AVE, NW, WASHINGTON, DC 20005	0036-8075			SCIENCE	Science	NOV 30	1990	250	4985					1202	1202						1	Multidisciplinary Sciences	Science Citation Index Expanded (SCI-EXPANDED)	Science & Technology - Other Topics	EK723	17829199				2022-12-28	WOS:A1990EK72300013
J	HOLDEN, C				HOLDEN, C			WHATS ON YOUR MIND - CHECK BRAINMAP	SCIENCE			English	Editorial Material																			0	0	0	0	0	AMER ASSOC ADVANCEMENT SCIENCE	WASHINGTON	1200 NEW YORK AVE, NW, WASHINGTON, DC 20005	0036-8075			SCIENCE	Science	NOV 30	1990	250	4985					1203	1203						1	Multidisciplinary Sciences	Science Citation Index Expanded (SCI-EXPANDED)	Science & Technology - Other Topics	EK723	17829203				2022-12-28	WOS:A1990EK72300018
J	HOLDEN, C				HOLDEN, C			BROWN LIKELY TO HEAD HOUSE SPACE PANEL	SCIENCE			English	Editorial Material																			0	0	0	0	0	AMER ASSOC ADVANCEMENT SCIENCE	WASHINGTON	1200 NEW YORK AVE, NW, WASHINGTON, DC 20005	0036-8075			SCIENCE	Science	NOV 30	1990	250	4985					1202	1202						1	Multidisciplinary Sciences	Science Citation Index Expanded (SCI-EXPANDED)	Science & Technology - Other Topics	EK723	17829199				2022-12-28	WOS:A1990EK72300015
J	HOLDEN, C				HOLDEN, C			WORLDS FASTEST COMPUTER	SCIENCE			English	Letter																			0	0	0	0	0	AMER ASSOC ADVANCEMENT SCIENCE	WASHINGTON	1200 NEW YORK AVE, NW, WASHINGTON, DC 20005	0036-8075			SCIENCE	Science	NOV 30	1990	250	4985					1203	1203						1	Multidisciplinary Sciences	Science Citation Index Expanded (SCI-EXPANDED)	Science & Technology - Other Topics	EK723	17829203				2022-12-28	WOS:A1990EK72300019
J	HOLDEN, C				HOLDEN, C			BERYLLIUM DISEASE	SCIENCE			English	Editorial Material																			0	1	1	0	1	AMER ASSOC ADVANCEMENT SCIENCE	WASHINGTON	1200 NEW YORK AVE, NW, WASHINGTON, DC 20005	0036-8075			SCIENCE	Science	DEC 20	1991	254	5039					1724	1724						1	Multidisciplinary Sciences	Science Citation Index Expanded (SCI-EXPANDED)	Science & Technology - Other Topics	GW316	17829230				2022-12-28	WOS:A1991GW31600015
J	HOLDEN, C				HOLDEN, C			ACCOUNTING FOR THE ENVIRONMENT	SCIENCE			English	Editorial Material																			0	1	1	0	1	AMER ASSOC ADVANCEMENT SCIENCE	WASHINGTON	1200 NEW YORK AVE, NW, WASHINGTON, DC 20005	0036-8075			SCIENCE	Science	DEC 20	1991	254	5039					1724	1724						1	Multidisciplinary Sciences	Science Citation Index Expanded (SCI-EXPANDED)	Science & Technology - Other Topics	GW316	17829230				2022-12-28	WOS:A1991GW31600016
J	HOLDEN, C				HOLDEN, C			ANTIDRUG ADS FOR DOPE FIENDS	SCIENCE			English	Editorial Material																		1990, SCIENCE, V250, P739	1	0	0	0	0	AMER ASSOC ADVANCEMENT SCIENCE	WASHINGTON	1200 NEW YORK AVE, NW, WASHINGTON, DC 20005	0036-8075			SCIENCE	Science	NOV 30	1990	250	4985					1202	1202						1	Multidisciplinary Sciences	Science Citation Index Expanded (SCI-EXPANDED)	Science & Technology - Other Topics	EK723	17829199				2022-12-28	WOS:A1990EK72300016
J	HOLDEN, C				HOLDEN, C			ANTELOPE DEATH ADDS TO BSE WORRIES	SCIENCE			English	Editorial Material																		1990, SCIENCE, V249, P1492	1	0	0	0	0	AMER ASSOC ADVANCEMENT SCIENCE	WASHINGTON	1200 NEW YORK AVE, NW, WASHINGTON, DC 20005	0036-8075			SCIENCE	Science	NOV 30	1990	250	4985					1203	1203						1	Multidisciplinary Sciences	Science Citation Index Expanded (SCI-EXPANDED)	Science & Technology - Other Topics	EK723	17829203				2022-12-28	WOS:A1990EK72300020
J	HOLDEN, C				HOLDEN, C			NAS AGRICULTURE EXPERT SACKED	SCIENCE			English	Editorial Material																			0	0	0	0	0	AMER ASSOC ADVANCEMENT SCIENCE	WASHINGTON	1200 NEW YORK AVE, NW, WASHINGTON, DC 20005	0036-8075			SCIENCE	Science	NOV 30	1990	250	4985					1202	1202						1	Multidisciplinary Sciences	Science Citation Index Expanded (SCI-EXPANDED)	Science & Technology - Other Topics	EK723	17829199				2022-12-28	WOS:A1990EK72300014
J	HOLDEN, C				HOLDEN, C			BRITANNICA IN THE DOGHOUSE	SCIENCE			English	Editorial Material																			0	1	1	0	1	AMER ASSOC ADVANCEMENT SCIENCE	WASHINGTON	1200 NEW YORK AVE, NW, WASHINGTON, DC 20005	0036-8075			SCIENCE	Science	DEC 20	1991	254	5039					1724	1724						1	Multidisciplinary Sciences	Science Citation Index Expanded (SCI-EXPANDED)	Science & Technology - Other Topics	GW316	17829230				2022-12-28	WOS:A1991GW31600014
